id,y1,y2,y3,y4,gen,race,birth_year,age,income
4367,75,0,50,,1,0,1984,13,20892.3076923077
4368,50,100,85,100,1,1,1982,15,43000
4369,5,50,25,50,1,0,1983,14,11125
4370,100,0,0,0,1,0,1981,16,11625
4371,0,,,100,1,1,1982,15,16080
4372,0,100,99,50,1,1,1983,14,39250
4373,0,99,100,0,1,1,1984,13,1000
4374,0,,100,99,0,1,1983,14,25120
4375,75,99,100,95,1,1,1983,14,40230.7692307692
4376,0,60,90,0,1,1,1984,13,11762.8461538462
4377,75,97,99,95,1,0,1982,15,33873.2142857143
4378,68,0,0,0,0,1,1981,16,28400
4379,100,58,0,0,0,1,1983,14,14145.4545454545
4380,100,100,0,100,1,1,1981,16,71000
4381,99,100,100,100,0,0,1982,15,24045.4545454545
4382,0,0,0,,1,0,1980,17,
4383,100,0,80,100,0,0,1984,13,25000
4384,75,,50,80,1,1,1981,16,36000
4385,0,0,50,50,0,1,1984,13,
4386,98,100,,100,0,1,1981,16,17444.4444444444
4387,0,0,100,100,0,0,1984,13,27800
4388,100,0,100,100,1,1,1982,15,7902.5
4389,0,99,100,1,0,1,1980,17,14330
4390,90,100,99,50,0,1,1983,14,21060
4391,90,75,0,0,1,1,1983,14,21023.0769230769
4392,99,0,0,0,1,1,1982,15,1300
4393,0,99,99,100,1,1,1980,17,300
4394,100,100,0,100,1,1,1980,17,2400
4395,50,99,99,99,1,1,1984,13,19920.4166666667
4396,75,99,100,100,0,1,1984,13,16612.5
4397,10,1,100,100,0,1,1984,13,24153.8461538462
4398,100,100,100,,1,1,1983,14,27545.4545454545
4399,0,,99,0,1,1,1982,15,48666.6666666667
4400,90,100,100,100,1,1,1980,17,25000
4401,50,100,100,100,0,1,1982,15,54000
4402,50,20,8,10,0,1,1980,17,42888.8888888889
4403,90,100,50,50,0,1,1983,14,5643.2
4404,100,100,100,100,1,0,1980,17,
4405,0,,100,,0,0,1983,14,44964.7
4406,100,70,80,80,1,0,1982,15,31285.7142857143
4407,100,0,50,50,0,0,1983,14,63076.9230769231
4408,85,0,100,50,1,1,1983,14,22318.1818181818
4409,0,100,100,100,1,0,1982,15,32571.4285714286
4410,80,,100,100,1,0,1980,17,78432
4411,60,,100,1,0,0,1982,15,18042.8571428571
4412,0,,100,0,1,0,1983,14,19133.3333333333
4413,50,90,90,85,0,0,1984,13,6050
4414,98,100,100,0,1,0,1984,13,17508.1818181818
4415,75,0,0,0,0,1,1981,16,24750
4416,0,60,90,100,0,1,1982,15,27500
4417,100,100,100,100,1,0,1980,17,13107.1428571429
4418,0,100,100,100,1,0,1981,16,39000
4419,0,0,0,0,1,0,1984,13,47600
4420,25,75,,,0,0,1981,16,
4421,50,50,100,100,0,1,1982,15,27400
4422,50,0,0,40,0,1,1980,17,20111.1111111111
4423,35,0,50,25,1,1,1983,14,39734.1666666667
4424,100,,,,0,1,1983,14,26333.3333333333
4425,50,,,,0,1,1984,13,6666.66666666667
4426,100,,,,0,1,1984,13,13750
4427,80,90,100,80,1,1,1980,17,28900
4428,0,65,0,10,1,1,1981,16,17562.5
4429,100,50,3,0,1,0,1982,15,28888.8888888889
4430,99,,98,70,1,0,1981,16,63258.5
4431,0,100,100,100,1,0,1982,15,16266.6666666667
4432,100,0,99,98,0,1,1984,13,33333.3333333333
4433,50,0,,,1,0,1983,14,18397.7777777778
4434,50,80,90,50,1,1,1983,14,21687.5
4435,60,60,0,,1,0,1984,13,70714.4615384615
4436,95,50,50,100,0,1,1981,16,29000
4437,100,30,100,100,0,1,1984,13,21260.1818181818
4438,20,100,30,75,1,0,1983,14,22500
4439,10,,,100,1,0,1980,17,74404.6363636364
4440,85,0,0,90,0,0,1984,13,67184
4441,100,99,0,25,0,0,1984,13,27993.3333333333
4442,100,99,99,98,1,0,1982,15,13703.3333333333
4443,35,0,75,95,1,0,1982,15,19864.2857142857
4444,45,100,100,100,0,0,1983,14,22285.7142857143
4445,98,99,95,95,0,0,1981,16,160221.769230769
4446,100,100,100,100,0,0,1980,17,105325.444444444
4447,97,,96,95,1,0,1983,14,37207.1428571429
4448,100,75,100,95,0,0,1983,14,35142.8571428571
4449,100,100,98,98,1,1,1981,16,56916.6666666667
4450,50,100,50,25,0,0,1984,13,36725
4451,50,0,100,90,0,0,1982,15,35214.2857142857
4452,75,75,75,50,1,0,1981,16,34836.3636363636
4453,80,50,0,6,0,0,1983,14,42938.2727272727
4454,0,0,20,0,0,1,1980,17,6766.66666666667
4455,100,100,90,70,0,0,1984,13,18130.7692307692
4456,95,90,95,90,0,0,1980,17,119551.583333333
4457,75,20,0,0,0,1,1983,14,27900
4458,85,50,25,10,0,0,1984,13,18493.3333333333
4459,100,100,100,0,1,0,1981,16,36250
4460,,45,0,0,0,0,1983,14,23300
4461,90,75,0,0,1,1,1981,16,32314.2857142857
4462,100,99,99,100,1,1,1984,13,12502.5
4463,0,50,99,,0,0,1982,15,17861.5384615385
4464,3,75,0,100,0,0,1984,13,24266.6666666667
4465,100,,100,100,1,0,1983,14,29000
4466,95,0,,,0,0,1980,17,42600
4467,50,0,0,50,1,0,1981,16,10500
4468,100,10,80,80,0,0,1981,16,56676.7777777778
4469,50,50,100,100,1,0,1984,13,10492.75
4470,0,98,0,2,1,0,1980,17,31938.4615384615
4471,99,90,80,99,1,0,1984,13,26628.5714285714
4472,100,50,50,50,0,0,1984,13,30000
4473,100,95,100,,1,0,1980,17,2000
4474,0,,,,1,1,1980,17,27515.1666666667
4475,0,100,0,100,0,0,1980,17,43554.6666666667
4476,0,90,90,90,1,0,1982,15,30000
4477,50,60,0,50,0,0,1980,17,24491.3333333333
4478,75,97,40,90,1,0,1981,16,39636.3636363636
4479,100,100,90,70,0,0,1984,13,55192.3076923077
4480,0,75,50,99,1,1,1984,13,28272.7272727273
4481,80,20,90,50,0,1,1983,14,40321.4285714286
4482,100,,100,0,0,1,1980,17,23000
4483,100,0,100,,0,1,1983,14,22181.8181818182
4484,100,,100,75,0,0,1983,14,35653.8461538462
4485,50,1,0,,0,1,1981,16,
4486,25,50,100,0,0,1,1984,13,8500
4487,100,,50,100,1,0,1983,14,22272.7272727273
4488,100,0,50,50,1,0,1983,14,7410
4489,10,0,0,0,0,1,1980,17,25981.8181818182
4490,95,80,50,25,1,1,1983,14,18213.3333333333
4491,90,95,90,95,0,1,1984,13,7750
4492,25,0,0,0,0,1,1980,17,64333.3333333333
4493,100,50,0,0,1,1,1980,17,22421.5833333333
4494,100,0,0,1,0,1,1984,13,35230.7692307692
4495,90,0,100,100,1,1,1982,15,26345.3333333333
4496,0,0,100,0,1,1,1983,14,17500
4497,0,5,50,100,0,1,1980,17,29940
4498,75,0,13,13,0,1,1983,14,38076.9230769231
4499,100,10,0,0,1,1,1984,13,21129.6363636364
4500,100,50,0,0,0,1,1984,13,8642.85714285714
4501,0,1,95,0,1,1,1984,13,313.75
4502,0,0,0,0,0,1,1984,13,27200
4503,50,,,,0,1,1980,17,39400
4504,0,0,,,1,1,1982,15,23333.3333333333
4505,79,89,55,20,0,0,1981,16,36727.2727272727
4506,90,80,90,100,0,0,1983,14,26933.3333333333
4507,25,,,,0,0,1980,17,
4508,0,0,,50,1,0,1982,15,7062.5
4509,5,10,20,20,0,0,1982,15,34792.5384615385
4510,5,1,95,90,1,1,1983,14,22772.7272727273
4511,50,0,90,90,0,1,1984,13,13375
4512,0,50,100,100,1,0,1982,15,32055.5555555556
4513,100,100,50,50,0,0,1981,16,27150.7857142857
4514,75,100,95,75,0,0,1983,14,32193.6666666667
4515,50,50,100,50,0,1,1980,17,9000
4516,50,50,50,100,0,1,1981,16,13875
4517,50,85,70,10,1,0,1983,14,43403.9285714286
4518,80,50,9,,0,0,1981,16,28200
4519,1,0,0,0,0,0,1984,13,21750
4520,99,99,0,99,0,1,1982,15,9000
4521,75,99,95,95,1,1,1982,15,46700
4522,55,,50,85,0,0,1980,17,46922.5384615385
4523,0,0,0,,1,1,1980,17,10200
4524,100,90,40,80,1,1,1983,14,26759.6153846154
4525,,,,,0,0,1984,13,18964.2857142857
4526,100,,100,90,0,0,1982,15,4000
4527,75,,99,65,0,0,1983,14,28000
4528,50,90,75,90,0,0,1981,16,49070.2666666667
4529,50,100,10,100,1,0,1983,14,21400
4530,90,,,,0,0,1982,15,9000
4531,100,100,100,100,1,0,1982,15,24300
4532,100,70,99,75,1,0,1984,13,131428.666666667
4533,95,100,100,90,0,0,1980,17,19904.5
4534,100,90,99,98,1,0,1982,15,49944.4166666667
4535,50,90,100,100,0,0,1984,13,27454.5454545455
4536,90,99,90,96,1,0,1982,15,24636.3636363636
4537,45,88,5,30,0,0,1984,13,6133.33333333333
4539,100,0,100,99,1,0,1983,14,15062.5
4540,50,60,50,70,0,0,1982,15,45446.6666666667
4541,95,95,50,,1,0,1981,16,42500
4542,,0,0,0,1,0,1984,13,7500
4543,99,0,0,0,0,1,1984,13,32400
4544,100,99,100,13,0,0,1984,13,18562.5
4545,99,85,50,0,0,0,1984,13,34333.3333333333
4546,84,100,0,100,0,0,1982,15,44946.0833333333
4547,90,95,98,90,0,0,1981,16,21854.4
4548,,95,0,90,1,0,1984,13,22500
4549,100,99,70,100,1,0,1982,15,32685.7142857143
4550,,65,70,75,1,0,1984,13,20076.9230769231
4551,90,100,99,99,0,0,1984,13,38113.3333333333
4552,98,100,0,100,1,0,1981,16,31714.2857142857
4553,0,100,100,50,1,0,1984,13,55966.6666666667
4554,2,,,0,1,0,1982,15,16833.3333333333
4555,10,0,0,50,0,1,1981,16,32428.5714285714
4556,90,99,80,90,1,0,1982,15,34600
4557,0,0,100,0,1,0,1984,13,15050
4558,50,50,100,0,1,0,1982,15,17481.3333333333
4559,99,99,99,99,1,0,1981,16,31800
4560,75,99,75,70,1,0,1983,14,29045.4545454546
4561,100,100,100,0,1,0,1980,17,54077.7777777778
4562,100,100,90,50,0,0,1983,14,30545.4545454545
4563,100,100,100,0,1,0,1980,17,35333.3333333333
4564,100,50,75,10,0,0,1981,16,44500
4565,80,,80,100,1,0,1984,13,24500
4566,50,,,,1,0,1984,13,
4567,0,,,,0,0,1983,14,1450
4568,100,100,100,99,1,0,1981,16,22859.0666666667
4569,90,75,99,80,0,0,1980,17,30000
4570,90,100,90,100,0,0,1983,14,8500
4571,99,100,25,10,0,0,1983,14,33333.3333333333
4572,50,,,,0,1,1980,17,13800
4573,100,50,100,100,0,0,1984,13,12428.5714285714
4574,100,0,,,0,0,1983,14,22878.6666666667
4575,75,50,100,,1,0,1983,14,25750
4576,75,0,0,100,0,0,1983,14,20769.2307692308
4577,0,100,99,0,0,0,1984,13,28464.2857142857
4578,15,75,90,90,1,0,1981,16,17166.6666666667
4579,75,90,99,0,1,0,1981,16,30997.5384615385
4580,20,10,50,20,0,0,1983,14,35420
4581,50,80,80,80,1,0,1982,15,54133.4666666667
4582,100,100,100,100,0,0,1984,13,13166.6666666667
4583,75,0,100,0,1,0,1982,15,13812.5
4584,65,0,99,99,1,0,1982,15,50700
4585,100,100,100,100,0,0,1982,15,18107.1428571429
4586,50,50,100,50,0,0,1982,15,15700
4587,75,50,1,50,0,0,1981,16,7400
4588,0,0,95,80,1,0,1980,17,28142.8571428571
4589,0,0,89,50,0,0,1984,13,15000
4590,5,50,5,10,1,0,1983,14,12142.8571428571
4591,15,50,80,65,0,0,1981,16,35533.3333333333
4592,0,0,100,100,0,1,1984,13,15118.3333333333
4593,100,100,100,75,1,0,1983,14,8880
4594,97,,70,95,1,1,1984,13,13000
4595,75,98,99,0,1,0,1984,13,54333.3333333333
4596,0,10,5,45,0,0,1980,17,16812.5
4597,99,100,100,100,1,0,1982,15,33076.9230769231
4598,100,100,100,100,1,0,1983,14,32909.0909090909
4599,50,75,80,90,1,0,1983,14,20053.3333333333
4600,95,,2,10,0,0,1980,17,134353.461538462
4601,99,100,,100,1,0,1980,17,50000
4602,100,100,50,60,0,0,1983,14,38714.2857142857
4603,50,90,100,50,1,0,1983,14,32133.3333333333
4604,40,,,90,0,0,1980,17,21333.3333333333
4605,10,,,,1,0,1983,14,
4606,25,0,50,100,0,0,1983,14,40833.3333333333
4607,0,0,0,0,1,0,1984,13,19362.8571428571
4608,20,0,50,0,1,0,1983,14,21135.25
4609,77,0,50,,0,0,1984,13,0
4610,99,99,75,20,1,0,1982,15,
4611,50,95,0,0,1,0,1983,14,36990
4612,100,90,0,0,1,0,1984,13,20100
4613,80,100,100,0,0,1,1980,17,31231.8181818182
4614,50,30,50,100,0,1,1981,16,45321.4285714286
4615,97,90,80,80,0,0,1982,15,40278.5714285714
4616,0,90,,75,0,0,1980,17,31500
4617,25,50,50,0,0,0,1981,16,56800
4618,75,100,80,40,1,0,1983,14,19100
4619,50,50,0,90,1,0,1982,15,45083.3333333333
4620,90,50,50,90,1,0,1983,14,30954.5454545455
4621,0,98,0,50,1,1,1983,14,17142.8571428571
4622,50,100,99,100,0,0,1982,15,32630.5333333333
4623,75,0,25,0,0,0,1984,13,57541.5333333333
4624,99,100,100,0,0,0,1983,14,34006.75
4625,2,50,,10,0,1,1982,15,1000
4626,99,99,90,99,1,0,1982,15,18535.7142857143
4627,,100,,,0,0,1981,16,25000
4628,90,70,70,0,1,0,1980,17,18545.4545454545
4629,10,30,10,50,0,0,1981,16,9383.33333333333
4630,75,50,75,99,1,0,1984,13,34461.6666666667
4631,50,50,75,75,0,1,1982,15,38304
4632,10,0,80,90,0,0,1980,17,10000
4633,0,0,25,0,1,1,1983,14,25920
4634,0,,0,100,1,0,1982,15,12801.2
4635,100,,99,0,1,0,1983,14,35214.2857142857
4636,20,35,70,70,0,1,1983,14,9900
4637,75,45,65,50,0,1,1981,16,22541.6666666667
4638,50,0,50,30,0,1,1983,14,44642.8571428571
4639,0,0,99,50,0,1,1983,14,165
4640,50,0,,50,0,0,1981,16,33742.2222222222
4641,99,75,90,95,0,0,1981,16,
4642,10,80,70,99,0,0,1984,13,16428.5714285714
4643,90,80,80,50,0,0,1980,17,34733.3333333333
4644,0,99,98,98,0,0,1984,13,6500
4645,95,90,60,20,0,0,1983,14,101208
4646,80,60,70,80,0,0,1983,14,36733.3333333333
4647,85,85,99,15,1,0,1982,15,47571.4285714286
4648,10,98,99,99,1,0,1984,13,36206.6666666667
4649,100,100,100,75,1,0,1981,16,11485.3846153846
4650,99,90,100,0,1,1,1980,17,13500
4651,100,20,,50,1,1,1983,14,24000
4652,100,50,100,100,1,1,1980,17,13000
4653,0,0,0,0,0,1,1983,14,80000
4654,60,50,55,50,0,1,1982,15,22669.2307692308
4655,100,0,50,50,1,0,1981,16,3972.5
4656,20,100,0,50,1,1,1980,17,36772.7272727273
4657,2,0,0,1,1,1,1982,15,2000
4658,0,50,0,0,1,1,1980,17,12511.6666666667
4659,15,0,,,0,1,1981,16,
4660,50,99,100,50,0,1,1980,17,29902.3076923077
4661,50,0,0,0,0,0,1980,17,51629.25
4662,85,75,85,80,1,0,1984,13,41328.5714285714
4663,95,90,100,100,0,0,1980,17,45636.3636363636
4664,90,99,85,99,1,0,1984,13,25272.7272727273
4665,50,50,50,,0,0,1980,17,13250
4666,25,20,25,30,0,0,1982,15,51357.1428571429
4667,50,98,90,100,1,0,1984,13,14625
4668,70,0,0,0,0,1,1982,15,39546.1111111111
4669,0,100,0,100,0,0,1983,14,45633.3333333333
4670,75,,100,50,1,1,1981,16,12923.0769230769
4671,50,99,50,50,1,1,1983,14,33492.8571428571
4672,50,100,100,100,1,0,1981,16,20000
4673,4,100,100,0,1,0,1984,13,26247.1428571429
4674,92,0,100,1,1,0,1982,15,6834.75
4675,99,90,0,100,1,1,1980,17,17700
4676,50,50,0,0,1,0,1981,16,15333.3333333333
4677,30,100,0,0,1,0,1982,15,7000
4678,100,100,,,1,1,1981,16,0
4679,25,5,0,50,0,1,1983,14,17428.5714285714
4680,99,,100,50,0,0,1982,15,13675
4681,75,75,0,,0,0,1984,13,22375
4682,0,5,0,,0,1,1980,17,30000
4683,100,65,0,100,1,1,1981,16,19555.5555555556
4684,100,75,100,100,1,1,1983,14,23000
4685,0,0,0,0,1,0,1980,17,33250
4686,0,95,0,50,1,1,1982,15,22640
4687,5,80,25,25,1,0,1984,13,22000
4688,100,0,100,0,1,0,1980,17,80595
4689,100,,100,75,1,0,1983,14,5500
4690,100,80,100,100,0,0,1980,17,30169.7
4691,75,0,100,90,0,0,1983,14,45912.5
4692,0,50,,100,0,0,1980,17,13666.6666666667
4693,50,75,75,0,0,1,1981,16,21388.8888888889
4694,100,,60,80,1,1,1984,13,16371.8461538462
4695,0,,,,1,1,1980,17,22357.1428571429
4696,90,100,0,0,1,1,1981,16,20250
4697,85,95,0,98,1,0,1984,13,27439.9
4698,0,75,0,,1,1,1981,16,13200
4699,100,100,100,,1,1,1981,16,10666.6666666667
4700,100,50,100,100,1,1,1982,15,14800
4701,50,0,75,1,0,1,1984,13,14000
4702,75,90,80,0,0,1,1984,13,62333.3333333333
4703,100,100,75,50,0,1,1982,15,26000
4704,30,20,0,15,1,0,1983,14,
4705,50,70,,100,0,1,1981,16,81527.8571428572
4706,75,100,100,100,1,1,1981,16,48143.1428571429
4707,0,100,90,100,1,1,1984,13,54444.4444444445
4708,100,100,100,100,1,0,1982,15,7506.88888888889
4709,99,100,9,90,0,0,1983,14,17381.8181818182
4710,79,100,50,0,0,0,1980,17,62435.4615384615
4711,100,95,100,90,1,0,1982,15,30269.2307692308
4712,99,100,0,,0,0,1983,14,17111.1111111111
4713,99,98,98,,0,0,1981,16,14500
4714,100,100,100,100,1,0,1981,16,14200
4715,97,0,0,,1,1,1982,15,7424
4716,95,90,99,99,1,0,1984,13,10340
4717,89,99,,,0,1,1980,17,44454.5454545455
4718,100,100,,100,1,1,1981,16,12833.3333333333
4719,90,95,75,90,1,0,1980,17,45340.2857142857
4720,100,100,100,80,1,0,1983,14,42666.6666666667
4721,100,50,100,100,1,0,1980,17,16887.5
4722,75,50,0,100,1,0,1982,15,21444.2857142857
4723,0,100,100,0,1,0,1982,15,13144.3333333333
4724,100,100,100,100,0,1,1980,17,47333.3333333333
4725,100,100,0,0,1,0,1980,17,23166.6666666667
4726,95,45,100,100,1,0,1981,16,23241
4727,0,99,99,,0,0,1982,15,
4728,100,0,100,100,1,0,1982,15,22707.6923076923
4729,50,0,100,80,1,0,1981,16,25000
4730,75,99,95,95,1,0,1981,16,29271.4285714286
4731,25,100,100,100,0,0,1981,16,96222.7857142857
4732,98,,50,20,1,0,1983,14,59107.1428571429
4733,15,99,100,90,1,1,1984,13,11457.1428571429
4734,90,100,100,100,0,1,1983,14,31250
4735,99,100,1,1,0,1,1980,17,16166.6666666667
4736,0,38,65,89,0,0,1984,13,22483.3333333333
4737,98,0,100,100,0,0,1982,15,46333.3333333333
4738,99,100,100,100,1,0,1980,17,14000
4739,90,98,100,99,1,1,1982,15,36722.2222222222
4740,80,80,0,99,0,1,1980,17,40133.3333333333
4741,75,100,100,98,1,1,1982,15,14385.7142857143
4742,0,0,0,0,1,1,1981,16,14050
4743,70,100,100,100,0,1,1982,15,69103.5333333333
4744,50,100,50,0,0,0,1983,14,37571.4285714286
4745,0,50,95,0,0,1,1983,14,31571.4285714286
4746,100,100,100,100,0,0,1983,14,10000
4747,0,0,0,0,1,1,1980,17,25576.9230769231
4748,0,75,67,95,1,0,1983,14,3000
4749,100,100,100,0,0,0,1980,17,26230.7692307692
4750,99,95,100,75,0,0,1982,15,31506.2857142857
4751,75,,100,50,0,0,1981,16,36357.1428571429
4752,100,60,0,0,0,0,1981,16,22071.4285714286
4753,100,0,5,0,1,0,1982,15,52768.75
4754,80,,,100,1,0,1981,16,26851.0769230769
4755,50,,,98,1,1,1980,17,34166.6666666667
4756,50,100,79,100,1,0,1980,17,10500
4757,100,0,0,75,1,0,1983,14,30090.9090909091
4758,25,,,100,1,1,1980,17,44000
4759,75,50,90,50,0,0,1981,16,37284.6153846154
4760,99,99,99,99,1,0,1984,13,28628.3636363636
4761,90,50,,80,1,0,1983,14,18772.7272727273
4762,95,100,100,100,0,1,1984,13,28000
4763,99,100,100,100,0,0,1983,14,69028.6
4764,,90,90,90,0,1,1981,16,46977.7857142857
4765,100,50,5,,0,0,1981,16,38185.0714285714
4766,85,50,,50,0,1,1980,17,15000
4767,100,85,,100,1,1,1984,13,23000
4768,90,70,75,50,1,1,1982,15,10985
4769,90,0,,,0,0,1980,17,126415
4770,85,99,98,100,1,0,1980,17,65000
4771,50,75,50,5,1,0,1983,14,9100
4772,90,0,50,,1,1,1984,13,13857.1428571429
4773,0,100,100,100,1,1,1980,17,22071.4285714286
4774,80,100,69,89,0,1,1983,14,39571.4285714286
4775,50,50,30,99,1,1,1983,14,23333.3333333333
4776,0,87,10,21,0,1,1983,14,25642.8571428571
4777,20,80,0,0,1,1,1980,17,28861.5384615385
4778,0,9,0,0,1,1,1981,16,20833.3333333333
4779,100,100,100,99,1,1,1983,14,29218.6666666667
4780,100,100,99,99,0,1,1980,17,16216.6666666667
4781,,0,0,0,0,0,1980,17,2066.66666666667
4782,50,90,0,70,0,1,1981,16,61333.3333333333
4783,0,0,0,0,1,1,1982,15,40173.7857142857
4784,100,0,50,100,1,1,1983,14,23642.8571428571
4785,100,100,100,100,1,1,1980,17,27750
4786,100,99,99,100,1,1,1983,14,25153.8461538462
4787,60,90,100,99,0,0,1982,15,28125
4788,95,90,90,95,0,0,1980,17,43800
4789,50,97,100,100,1,0,1982,15,33166.6666666667
4790,0,30,65,66,0,0,1983,14,5633.33333333333
4791,100,50,,,0,0,1980,17,
4792,0,0,0,0,1,0,1982,15,18225
4793,90,75,75,,0,0,1980,17,32555.5555555556
4794,60,,,0,0,0,1981,16,
4795,100,100,0,0,1,1,1981,16,
4796,5,100,90,100,1,0,1981,16,8361.72727272727
4797,75,,97,90,1,0,1984,13,24652
4798,98,100,0,100,0,1,1984,13,22066.6666666667
4799,100,35,85,100,0,0,1981,16,58666.6666666667
4800,100,100,100,0,0,0,1982,15,31600
4801,99,80,80,100,1,0,1983,14,9600
4802,80,90,100,95,1,0,1982,15,91981.6666666667
4803,25,0,0,0,0,0,1983,14,16666.6666666667
4804,5,100,100,90,1,0,1982,15,36727.2727272727
4805,0,0,99,80,0,0,1983,14,26454.5454545455
4806,100,100,100,0,1,0,1982,15,50904.5
4807,40,95,99,100,1,0,1982,15,5100
4808,,99,100,100,0,0,1980,17,26590.9090909091
4809,0,,,,1,0,1984,13,3070.14285714286
4810,80,60,75,60,0,0,1982,15,12533.3333333333
4811,50,50,75,100,1,0,1984,13,20993.3333333333
4812,99,100,100,100,1,0,1983,14,17929
4813,100,100,25,50,0,0,1982,15,37785.7142857143
4814,90,99,50,80,0,0,1983,14,49142.8571428572
4815,50,100,50,80,1,0,1983,14,21678.5714285714
4816,75,85,90,,1,0,1980,17,26900
4817,33,100,98,,0,0,1981,16,8820
4818,50,1,75,100,0,0,1984,13,104717.6
4819,90,90,60,100,0,0,1982,15,33125
4820,0,50,100,75,0,0,1982,15,53571.4285714286
4821,0,100,0,0,1,0,1983,14,21384.3333333333
4822,75,70,40,10,1,0,1983,14,17833.3333333333
4823,90,,,,1,0,1982,15,
4824,90,50,75,99,0,0,1981,16,
4825,85,60,50,0,1,0,1981,16,34000
4826,32,32,3,65,0,0,1980,17,74368.6
4827,35,15,5,2,0,0,1981,16,77598.8666666667
4828,50,80,87,88,1,0,1981,16,41732.1428571429
4829,99,0,0,99,1,0,1981,16,
4830,99,99,99,100,0,0,1983,14,10636
4831,0,90,80,100,0,0,1981,16,9400
4832,90,55,95,75,0,0,1983,14,26250
4833,20,75,70,20,0,0,1980,17,43571.0666666667
4834,99,100,100,100,1,0,1980,17,11638
4835,60,0,100,100,0,0,1983,14,
4836,90,40,40,90,0,0,1981,16,25375
4837,50,100,100,100,1,0,1980,17,23740
4838,30,50,100,100,1,0,1982,15,36253.9285714286
4839,68,50,99,60,0,0,1984,13,52346.6666666667
4840,100,98,100,75,0,0,1983,14,14000
4841,75,100,100,100,1,0,1982,15,20846.1538461538
4842,90,99,100,100,1,0,1984,13,58768.3846153846
4843,100,100,0,0,1,0,1981,16,36857.1428571429
4844,69,100,40,100,0,0,1983,14,37837.7272727273
4845,5,100,0,99,0,0,1981,16,30107.3571428571
4846,0,0,0,0,1,0,1983,14,11675
4847,50,33,99,,0,0,1980,17,40500
4848,99,90,75,90,0,0,1984,13,81946.7142857143
4849,60,50,80,70,0,0,1982,15,60111.1111111111
4850,99,0,30,0,1,0,1980,17,25363.6363636364
4851,50,100,100,100,0,0,1984,13,38592.8571428572
4852,100,100,95,85,1,0,1980,17,63715.9166666667
4853,100,100,100,100,0,0,1984,13,39380.3333333333
4854,99,90,0,,1,0,1982,15,
4855,99,75,50,75,1,0,1983,14,12750
4856,100,100,100,100,1,1,1981,16,30807.6923076923
4857,0,100,0,100,1,1,1984,13,6675
4858,100,100,99,99,1,0,1984,13,62972.2222222222
4859,75,,100,,1,0,1981,16,7000
4860,90,0,,0,1,0,1980,17,27754.5454545455
4861,100,100,100,100,0,0,1980,17,30545.4545454545
4862,95,85,85,75,1,0,1981,16,15653.3333333333
4863,,50,90,75,0,0,1981,16,41357.1428571429
4864,2,70,75,65,0,0,1984,13,14916.6666666667
4865,99,95,100,100,1,0,1982,15,13285.7142857143
4866,100,100,90,100,0,0,1982,15,63000
4867,100,0,70,0,1,0,1982,15,24400
4868,0,0,,0,1,0,1981,16,4500
4869,,100,100,100,0,0,1983,14,43125
4870,85,50,,,0,0,1980,17,30666.6666666667
4871,100,,0,0,1,0,1981,16,24363.6363636364
4872,80,85,95,80,0,0,1982,15,43900
4873,0,0,35,50,1,0,1982,15,10900
4874,2,75,100,50,0,0,1984,13,32856.6666666667
4875,0,100,75,100,1,0,1982,15,36500
4876,100,95,100,90,1,0,1982,15,16750
4877,0,50,0,1,1,0,1984,13,24950
4878,5,0,25,60,1,0,1982,15,40272.7272727273
4879,0,100,100,75,1,0,1984,13,17333.3333333333
4880,0,1,,,1,0,1983,14,13466.6666666667
4881,0,90,0,99,1,0,1983,14,21000
4882,10,50,25,50,1,0,1981,16,16000
4883,50,0,0,0,0,0,1982,15,63666.6666666667
4884,100,50,75,0,0,0,1980,17,61535.3
4885,60,100,90,40,1,0,1983,14,16371.6923076923
4886,60,99,99,99,0,0,1984,13,23333.3333333333
4887,90,95,80,100,0,0,1983,14,27083.3333333333
4889,50,0,50,70,0,0,1982,15,66421.3571428572
4890,0,100,99,99,0,0,1983,14,50300
4891,10,90,0,10,0,0,1982,15,106773.9
4892,,100,,,0,0,1982,15,40400
4893,100,100,100,99,1,0,1980,17,5200
4894,90,,97,75,0,0,1980,17,28771.25
4895,,50,75,75,1,0,1982,15,39687.5
4896,100,50,80,100,0,0,1982,15,41666.6666666667
4897,0,0,100,100,0,0,1984,13,77983.6923076923
4898,95,0,99,,1,0,1982,15,17400
4899,0,75,100,100,1,0,1982,15,40000
4900,50,100,100,100,0,0,1980,17,73201.2307692308
4901,100,100,100,100,1,0,1980,17,
4902,95,50,50,100,0,0,1983,14,21666.6666666667
4903,50,0,0,0,1,1,1983,14,13927.2727272727
4904,100,50,70,75,1,0,1981,16,24666.6666666667
4905,50,,99,99,1,0,1983,14,5416.66666666667
4906,100,100,99,100,0,0,1983,14,65487.4285714286
4907,20,99,90,85,0,0,1984,13,21525
4908,100,100,100,100,0,0,1980,17,21125
4909,75,30,90,100,0,0,1982,15,15333.3333333333
4910,100,0,50,0,0,0,1984,13,15925
4911,75,50,25,50,0,0,1982,15,42535.7142857143
4912,0,50,50,75,0,0,1984,13,36538.4615384615
4913,5,30,,40,0,0,1984,13,22314.2857142857
4914,0,,,0,0,0,1983,14,20972
4915,99,40,50,100,1,0,1980,17,16111.1111111111
4916,75,50,50,50,0,0,1983,14,46590.9090909091
4917,100,100,,75,1,0,1981,16,30333.3333333333
