id,y1,y2,y3,y4,gen,race,birth_year,age,income
580,100,0,68,0,0,0,1983,14,26542.8571428571
581,90,60,100,100,0,0,1982,15,33555.6363636364
582,100,100,0,0,1,0,1983,14,19904
583,95,95,69,95,1,0,1981,16,16000
584,100,100,100,100,1,0,1981,16,40987.6
585,80,100,100,100,1,0,1983,14,39807.6923076923
586,89,100,100,75,0,1,1980,17,17000
587,100,100,100,99,1,1,1983,14,35507.1428571429
588,0,1,100,0,0,0,1983,14,15000
589,100,99,100,100,0,0,1983,14,24666.6666666667
590,89,99,99,100,0,0,1983,14,18093.3333333333
591,50,100,50,50,1,1,1982,15,3550
592,0,0,0,0,1,1,1984,13,40400
593,0,,100,,1,1,1981,16,24500
594,100,100,90,100,1,1,1980,17,3700
595,0,90,0,0,1,1,1981,16,30970
596,30,30,20,,1,0,1981,16,32000
597,50,90,100,,1,0,1982,15,22000
598,75,80,99,100,0,1,1981,16,55785.7142857143
599,90,100,100,100,1,1,1981,16,36307.6923076923
600,0,25,50,0,0,1,1984,13,35076.9230769231
601,0,,,,1,1,1980,17,19200
602,50,0,,0,1,1,1982,15,17240
603,100,100,100,10,0,1,1984,13,44670.1538461539
604,0,0,0,0,1,1,1981,16,29560
605,0,21,50,50,1,1,1983,14,17013.625
606,0,50,98,100,0,0,1980,17,6977.375
607,80,50,80,100,1,0,1982,15,32491
608,90,100,100,100,0,0,1983,14,27892.8571428571
609,99,98,99,100,1,0,1982,15,52631.6666666667
610,50,100,0,100,1,0,1981,16,14322.2222222222
611,99,95,99,99,0,0,1984,13,21571.4285714286
612,95,0,80,80,0,0,1984,13,31520
613,0,0,0,0,0,0,1983,14,34514.2857142857
614,100,100,100,0,1,1,1980,17,37857.1428571429
615,,90,90,95,1,1,1982,15,7000
616,89,90,99,99,0,1,1984,13,3400
617,90,100,100,100,1,1,1983,14,21162.0833333333
618,90,0,0,0,0,1,1981,16,36714.2857142857
619,100,0,0,0,0,1,1983,14,31476.9230769231
620,,,,100,0,1,1980,17,
621,100,,,,0,1,1980,17,35250
622,0,0,0,100,1,1,1981,16,18000
623,100,30,100,12,0,1,1982,15,59125
624,100,70,,0,1,1,1980,17,51316.9090909091
625,100,0,10,0,0,1,1982,15,33206.3076923077
626,0,1,100,0,1,1,1982,15,15400
627,75,80,99,99,0,0,1982,15,22366.6666666667
628,95,75,100,95,0,0,1982,15,35755.5555555556
629,,100,100,98,1,0,1984,13,18000
630,100,0,100,50,0,0,1981,16,60090.9090909091
631,,0,80,50,0,0,1981,16,146002
632,75,0,0,78,1,0,1983,14,62000
633,85,80,75,75,1,0,1983,14,60909.0909090909
634,80,0,100,100,1,0,1980,17,12000
635,100,100,99,50,1,0,1981,16,16807.1428571429
636,100,0,90,0,0,0,1982,15,35600
637,0,0,100,,1,1,1981,16,37000
638,100,99,99,100,0,0,1984,13,46600
639,98,50,75,25,1,0,1981,16,42200
640,75,50,99,75,0,0,1982,15,65966.6666666667
641,95,100,,,1,0,1980,17,33742
642,35,35,50,50,0,0,1980,17,25812.5
643,90,0,20,50,0,0,1982,15,58000
644,,,,100,0,0,1981,16,30000
645,100,,,100,0,0,1983,14,7500
646,100,,,,0,1,1980,17,
647,5,0,0,0,0,0,1984,13,13392.8571428571
648,70,70,60,10,0,0,1981,16,144240.133333333
649,75,90,99,80,0,0,1982,15,48216.6666666667
650,100,100,75,0,1,0,1984,13,18033.3333333333
651,0,0,50,100,1,0,1982,15,53500
652,1,75,2,80,1,0,1983,14,8375
653,90,50,50,25,0,0,1983,14,27090.9090909091
654,75,50,90,100,1,0,1980,17,33596.8181818182
655,0,0,,,1,0,1981,16,3200
656,90,0,,0,0,1,1982,15,22083.3333333333
657,75,,80,,0,1,1981,16,24500
658,90,,0,75,1,1,1984,13,18192.3076923077
659,75,50,75,50,0,1,1980,17,21500
660,50,75,50,20,1,1,1982,15,25946.6666666667
661,100,100,,,0,1,1982,15,57181.8181818182
662,100,,1,1,0,1,1980,17,32892.3076923077
663,50,50,80,90,0,1,1982,15,43846.1538461539
664,75,99,50,50,0,1,1983,14,29522.6666666667
665,,,,,0,1,1981,16,35000
666,0,50,0,50,1,0,1981,16,118840.4
667,65,55,69,0,1,0,1982,15,41460
668,99,100,50,50,1,0,1984,13,52214.2857142857
669,80,60,96,98,0,1,1983,14,30923.0769230769
670,90,100,50,,0,1,1980,17,30000
671,0,100,100,100,0,1,1982,15,30333.3333333333
672,100,100,100,100,1,1,1980,17,16565.4545454545
673,0,100,0,0,0,1,1982,15,50393.3333333333
674,55,50,0,0,1,1,1983,14,24735.7142857143
675,90,100,70,80,1,1,1981,16,10115
676,25,0,0,100,1,1,1984,13,35714.2857142857
677,50,0,100,100,1,1,1983,14,13578.5714285714
678,95,1,0,100,0,1,1984,13,
679,0,100,100,0,1,1,1982,15,24021.1428571429
680,,0,99,100,0,1,1980,17,4750
681,75,70,0,0,1,1,1984,13,6000
682,0,0,0,100,1,1,1980,17,48500
683,0,50,75,0,0,1,1983,14,21122.2222222222
684,0,40,0,99,1,1,1984,13,9600
685,100,99,50,90,0,1,1983,14,12666.6666666667
686,100,99,,90,1,0,1982,15,10067.6
687,,25,50,50,0,0,1983,14,46292.2142857143
688,100,50,100,100,0,1,1982,15,53594.7777777778
689,0,90,0,0,1,1,1983,14,17253.8461538462
690,60,80,,90,0,1,1980,17,36950.7272727273
691,0,0,90,10,0,1,1982,15,36538.4615384615
692,3,,,100,0,1,1983,14,27321.4285714286
693,90,99,100,,1,0,1984,13,17280.6666666667
694,60,50,50,50,0,1,1980,17,31266.6666666667
695,67,100,1,0,0,1,1980,17,32409.6666666667
696,1,100,9,99,0,1,1982,15,57478
697,0,50,100,100,0,1,1984,13,18000
698,90,,,,1,1,1980,17,9500
699,0,0,100,,0,1,1984,13,17150
700,10,,,0,1,1,1980,17,5287.5
701,90,7,100,99,0,1,1982,15,1500
702,0,0,0,0,0,1,1982,15,36538.4615384615
703,100,90,100,80,1,1,1980,17,19143.8888888889
704,0,,0,50,1,0,1981,16,2400
705,99,50,90,50,1,0,1980,17,7566.66666666667
706,0,0,0,0,0,0,1982,15,46166.6666666667
707,0,,,0,1,0,1982,15,62571.4285714286
708,75,,,,1,1,1980,17,1000
709,99,95,100,0,1,1,1981,16,11000
710,50,100,50,50,1,1,1982,15,26714.2857142857
711,100,36,0,,0,1,1984,13,30000
712,75,50,0,0,0,1,1982,15,25000
713,100,100,100,0,1,1,1983,14,19285.7142857143
714,50,50,0,0,0,1,1984,13,45228.625
715,0,100,100,,1,1,1984,13,30302.3333333333
716,15,0,0,,0,1,1982,15,134589.166666667
717,0,100,50,99,0,1,1980,17,27601
718,1,0,0,40,0,1,1982,15,39025
719,90,99,80,99,0,1,1981,16,67642.8571428572
720,0,100,100,100,0,0,1980,17,56012.0666666667
721,99,98,90,,1,1,1981,16,16185.7142857143
722,75,95,85,,0,0,1983,14,34178.5714285714
723,90,50,100,50,0,1,1983,14,42500
724,90,,,0,0,0,1982,15,25650
725,99,90,100,100,1,1,1980,17,131057.25
726,60,30,50,40,0,1,1982,15,71752.4
727,50,75,90,,1,1,1984,13,14672.7272727273
728,0,0,0,100,1,1,1983,14,20074
729,75,97,80,100,0,1,1980,17,41923.0769230769
730,0,0,60,30,1,0,1983,14,27007.1428571429
731,50,90,98,90,0,0,1981,16,140667.333333333
732,100,0,100,0,1,0,1984,13,38250
733,0,75,95,,1,0,1981,16,
734,100,100,,,1,0,1983,14,124067.2
735,75,100,100,100,1,0,1980,17,75750
736,50,0,95,,1,0,1984,13,3000
737,90,100,90,50,0,0,1982,15,46153.8461538462
738,100,0,50,100,0,0,1981,16,18410
739,0,0,0,100,1,0,1982,15,8442.57142857143
740,99,100,90,92,1,0,1984,13,19226.6666666667
741,0,100,100,100,1,0,1982,15,44353.8461538462
742,0,0,100,90,1,0,1982,15,19821.4285714286
743,100,0,0,0,0,0,1982,15,101800
744,0,0,10,0,0,0,1982,15,
745,80,75,50,90,0,0,1980,17,57181.8181818182
746,80,80,90,80,0,0,1982,15,93740.6666666667
747,0,90,90,90,0,0,1981,16,20000
748,100,100,50,100,1,1,1983,14,23300
749,100,100,100,99,1,1,1983,14,5100
750,1,62,0,100,0,1,1982,15,8559.25
751,0,0,100,0,1,1,1984,13,5345.45454545455
752,100,0,0,0,0,1,1983,14,3200
753,90,60,23,95,0,1,1982,15,32435.7142857143
754,75,25,,1,0,1,1980,17,59692.3076923077
755,50,100,90,80,1,0,1982,15,61333.3333333333
756,70,98,100,95,1,0,1984,13,
757,50,1,99,95,1,0,1980,17,50454.5454545455
758,80,70,70,,0,0,1982,15,5333.33333333333
759,85,100,100,100,0,0,1983,14,19571.4285714286
760,75,75,80,90,1,0,1982,15,900
761,99,,0,,0,0,1982,15,
762,100,0,0,100,1,1,1980,17,46500
763,0,0,0,0,0,0,1980,17,18720
764,100,100,50,50,0,1,1981,16,4050
765,25,0,100,0,0,1,1983,14,43301.4
766,99,0,0,0,0,0,1984,13,
767,100,99,80,99,1,0,1981,16,39750
768,10,0,0,50,0,1,1984,13,28625
769,0,0,0,100,1,0,1980,17,51500
770,100,1,50,50,1,0,1984,13,15000
772,100,100,100,100,1,0,1984,13,7389.57142857143
773,100,99,,,0,0,1982,15,28000
774,88,50,50,50,1,1,1981,16,30285.5384615385
775,25,,,100,0,0,1980,17,50214.2857142857
776,100,,,,0,0,1984,13,55857.1428571429
777,0,99,0,,1,1,1983,14,2000
778,50,90,50,50,1,0,1983,14,27722.2222222222
779,99,,,100,0,1,1980,17,12425
780,25,100,90,50,0,1,1984,13,23500
781,50,,0,0,0,0,1980,17,23500
782,10,100,100,100,1,0,1982,15,20091.6666666667
783,10,37,0,0,0,0,1984,13,20500
784,25,0,100,0,0,0,1981,16,27000
785,0,80,0,60,0,0,1984,13,32833.3333333333
786,25,,,,0,0,1980,17,
787,35,,,,0,0,1982,15,12000
788,75,50,75,80,0,0,1982,15,32916.6666666667
789,75,75,0,0,0,0,1980,17,20035.7142857143
790,50,100,90,0,0,0,1983,14,31416.6666666667
791,90,80,0,99,1,0,1982,15,23799.1666666667
792,0,0,0,100,0,0,1981,16,32000
793,100,100,100,100,0,0,1983,14,22250
794,50,95,100,85,0,0,1982,15,25192.3076923077
795,80,95,100,100,1,0,1981,16,4000
796,90,100,0,100,1,0,1983,14,31928.5714285714
797,99,100,100,99,1,0,1981,16,42307.6923076923
798,100,100,99,96,0,0,1983,14,59269.2307692308
799,90,85,75,80,0,0,1981,16,61065.6
800,100,50,50,75,0,0,1982,15,75822.0666666667
801,0,0,,0,1,0,1984,13,27653.8461538462
802,100,50,100,100,1,1,1983,14,5020
803,0,90,,100,0,0,1980,17,40571.4285714286
804,30,0,0,,0,1,1981,16,15000
805,75,99,75,0,0,0,1980,17,60965.3076923077
806,100,75,95,90,0,0,1983,14,32660
807,90,100,100,100,1,1,1982,15,20190.5
808,50,0,100,0,0,1,1983,14,37277.7857142857
809,50,25,0,0,1,0,1980,17,47849.6666666667
810,100,100,0,,0,0,1981,16,57434.2
811,95,100,100,100,1,0,1981,16,25333.3333333333
812,0,0,90,100,1,1,1983,14,
813,75,50,0,50,1,1,1980,17,47000
814,100,0,75,0,1,1,1984,13,13740
815,0,,100,,1,1,1981,16,11750
816,50,6,20,10,1,1,1982,15,9453.84615384615
817,100,75,40,0,0,1,1983,14,12733.3333333333
818,90,0,0,70,1,1,1981,16,38000
819,,100,67,65,0,1,1980,17,30375
820,99,100,100,20,0,1,1984,13,31000
821,50,0,50,100,1,1,1980,17,29600
822,75,50,1,0,1,1,1980,17,15111.1111111111
823,90,0,50,80,0,1,1984,13,12341.6666666667
824,0,90,0,0,1,1,1980,17,30750
825,0,0,0,0,1,1,1982,15,31735.7142857143
826,80,,,,0,1,1981,16,57125
827,50,100,100,100,0,0,1983,14,28100
828,95,0,0,90,1,0,1983,14,51561.6923076923
829,75,,,,1,0,1984,13,
830,100,,0,100,0,0,1982,15,25400
831,50,99,75,85,0,0,1984,13,15115.3846153846
832,75,75,100,100,1,0,1983,14,16714.2857142857
833,99,100,100,100,1,0,1983,14,25714.2857142857
834,99,0,100,,0,0,1984,13,
835,80,0,0,0,1,0,1982,15,29166.6666666667
836,50,30,50,50,0,0,1980,17,91479.3333333333
837,99,100,0,,0,0,1980,17,67999.3
838,99,100,100,100,1,0,1981,16,12000
839,99,0,,50,1,0,1980,17,124646.857142857
840,50,30,75,80,1,0,1984,13,59000
841,95,,100,80,1,0,1982,15,54302
842,100,100,60,100,0,0,1983,14,34545.4545454545
843,25,0,50,75,0,0,1980,17,35954.5454545455
844,100,95,99,70,1,0,1983,14,88949.1428571429
845,100,50,50,50,0,0,1980,17,
846,5,99,60,89,1,1,1980,17,23293.4285714286
847,15,30,50,30,0,1,1982,15,36955.5555555556
848,100,0,50,75,1,1,1984,13,21442.8571428571
849,0,0,0,0,1,1,1980,17,11875
850,50,0,50,100,1,1,1981,16,23312.5
851,100,80,0,0,1,0,1983,14,45733.3333333333
852,75,,0,0,0,0,1983,14,15120
853,50,,50,0,1,0,1984,13,29538.4615384615
854,99,,25,,1,0,1984,13,
855,100,50,50,5,1,0,1981,16,57307.6923076923
856,0,85,100,0,0,0,1980,17,65418.8181818182
857,99,100,90,100,1,0,1980,17,13300
858,85,99,100,85,1,0,1983,14,21512.5
859,0,50,100,100,0,0,1982,15,13953.8
860,99,100,100,50,0,1,1982,15,119692.333333333
861,97,,100,99,0,1,1984,13,68496.7333333333
862,5,0,,50,1,0,1981,16,14750
863,0,0,0,0,1,0,1984,13,33500
864,20,50,50,100,1,0,1982,15,11857.1428571429
865,100,,100,85,0,0,1984,13,19727.2727272727
866,100,0,0,0,0,0,1982,15,33250
867,0,50,45,0,0,0,1983,14,19000
868,100,30,100,50,1,1,1983,14,37771.4285714286
869,100,100,100,100,1,0,1984,13,
870,0,99,100,100,0,1,1984,13,21666.6666666667
871,67,0,,0,1,1,1982,15,35000
872,12,50,75,43,0,1,1982,15,26666.6666666667
873,45,0,65,75,1,1,1984,13,78545.6363636364
874,100,100,100,50,0,1,1984,13,26250
875,100,,,100,1,0,1982,15,17600
876,100,100,100,50,1,0,1984,13,41000
877,100,,,100,0,1,1980,17,8000
878,60,90,90,75,1,0,1984,13,35571.4285714286
879,0,0,0,0,1,0,1981,16,123857.733333333
880,90,99,65,99,1,1,1980,17,35600
881,100,0,0,100,1,1,1982,15,22555.5555555556
882,50,25,88,60,0,1,1983,14,20777.7777777778
883,100,0,100,100,1,1,1983,14,37728.5714285714
884,50,45,50,15,0,0,1981,16,72735.5384615385
885,85,75,,40,0,0,1983,14,34983.3333333333
886,95,85,75,30,0,0,1982,15,15000
887,100,0,100,0,1,0,1983,14,
888,100,,100,100,1,1,1981,16,16200
889,100,0,100,0,0,0,1984,13,44333.3333333333
890,50,,,,0,1,1980,17,58333.3333333333
891,100,100,100,,0,1,1982,15,
892,100,,2,,1,1,1983,14,21444.1666666667
893,50,0,100,0,0,1,1980,17,39090.9090909091
894,0,0,50,0,0,1,1982,15,65076.9230769231
895,85,90,99,100,0,1,1984,13,58372.7272727273
896,100,100,100,,1,0,1983,14,9666.66666666667
897,100,0,100,100,1,0,1984,13,12444.4444444444
898,100,100,100,100,0,0,1983,14,72000
899,80,100,75,50,1,0,1980,17,39785.7142857143
900,100,50,60,80,0,0,1982,15,14620
901,85,0,0,0,1,0,1984,13,25300
902,75,0,100,100,1,0,1981,16,19400
903,10,75,50,,0,1,1981,16,52000
904,100,0,0,100,1,1,1983,14,45000
905,99,50,50,50,1,1,1983,14,15000
906,100,99,90,0,1,0,1984,13,41285.7142857143
907,75,70,0,0,1,1,1982,15,17615.3846153846
908,100,100,9,0,1,0,1982,15,4500
909,100,50,100,45,0,0,1983,14,15760.8333333333
910,100,,0,,1,0,1981,16,
911,10,0,50,50,0,1,1983,14,17000
912,98,90,99,,1,1,1981,16,48571.4285714286
913,90,98,100,95,1,0,1982,15,19136.3636363636
914,0,100,100,100,0,0,1984,13,3000
915,0,0,0,0,1,0,1980,17,56727.2727272727
916,100,100,75,80,1,0,1983,14,75253.4
917,50,75,45,99,0,0,1984,13,30700
918,45,90,75,98,0,0,1981,16,150944.642857143
919,99,99,82,76,1,0,1984,13,111739.555555556
920,100,,,,1,0,1981,16,66500
921,100,70,50,0,0,1,1983,14,34916.6666666667
922,100,100,100,100,1,1,1982,15,56153.8461538462
923,99,100,0,0,1,1,1981,16,10125
924,99,100,0,100,1,1,1982,15,47064.2857142857
925,100,0,,,1,1,1982,15,35000
926,98,0,,,0,1,1983,14,66333.3333333333
927,10,,0,100,0,1,1981,16,54732.7857142857
928,0,,,,1,1,1983,14,35000
929,40,,50,75,0,0,1983,14,71271.3333333333
930,100,,0,0,1,1,1983,14,27345.4545454545
931,50,80,80,50,1,1,1984,13,51846.1538461539
932,100,100,,100,1,0,1984,13,65100
933,,99,98,100,1,0,1981,16,41828.5714285714
934,,0,50,0,1,0,1984,13,21040.5
935,0,95,100,,1,1,1983,14,67615.3846153846
936,79,0,10,70,0,0,1984,13,27166.6666666667
937,95,99,100,99,0,1,1982,15,
938,40,30,88,30,0,1,1984,13,
939,99,99,,100,1,0,1980,17,61371.5
940,25,25,5,5,0,0,1982,15,13770
941,75,100,,,1,0,1980,17,
942,50,90,80,100,0,0,1982,15,7666.66666666667
943,50,40,50,92,0,0,1984,13,9457.14285714286
944,75,50,80,50,1,0,1981,16,37933.3333333333
945,98,100,100,100,1,0,1980,17,56785.7142857143
946,75,100,,,0,0,1981,16,354369.5
947,90,98,98,99,1,1,1981,16,12500
948,95,90,35,90,1,1,1984,13,12833.3333333333
949,0,0,0,100,1,0,1980,17,25222.2222222222
950,40,0,100,0,1,0,1984,13,15375
951,75,100,90,,1,0,1981,16,3750
952,90,50,50,100,1,0,1984,13,3000
953,50,90,0,80,0,0,1984,13,11000
954,100,100,100,100,1,0,1981,16,25586
955,80,0,1,0,1,0,1984,13,28850
956,75,100,100,90,0,0,1983,14,17181.8181818182
957,5,,50,20,0,0,1984,13,34000
958,45,0,40,15,0,0,1980,17,35000
959,90,75,0,,0,0,1983,14,32600
960,95,98,97,80,0,0,1980,17,
961,50,100,100,100,1,0,1984,13,107981.5
962,0,100,75,50,0,0,1980,17,53144.6666666667
963,100,100,100,50,0,0,1984,13,46107.1428571429
964,0,0,0,0,1,1,1982,15,43056.4545454546
965,50,80,90,,1,1,1984,13,1750
966,90,0,50,99,1,0,1984,13,21920
967,100,0,0,0,1,1,1982,15,59392.8571428572
968,95,90,80,,0,0,1981,16,
969,0,0,0,,1,0,1984,13,45909.0909090909
970,90,50,85,75,0,0,1983,14,23057.1428571429
971,,50,0,50,1,0,1983,14,29722.2222222222
972,40,5,50,10,0,0,1982,15,60513.4166666667
973,75,,50,,0,1,1984,13,7000
974,75,50,99,50,0,0,1982,15,48848.8571428572
975,50,100,10,30,0,0,1980,17,49571.4285714286
976,50,50,75,70,0,0,1981,16,91328.25
977,0,0,50,0,0,0,1982,15,94575.4444444444
978,100,100,100,100,0,0,1980,17,46071.4285714286
979,100,99,100,99,1,0,1982,15,128090.066666667
980,25,99,90,75,0,0,1982,15,120711.714285714
981,100,0,,,0,0,1981,16,34888.8888888889
982,0,80,,,0,0,1982,15,82500
983,100,0,50,50,1,1,1984,13,41272.7272727273
984,100,100,100,99,1,1,1981,16,57416.6666666667
985,0,,100,,1,1,1981,16,
986,95,100,100,100,1,0,1980,17,37333.75
987,0,100,100,100,0,1,1983,14,77141
988,100,100,100,95,1,0,1983,14,41086.8333333333
989,97,98,80,0,1,0,1983,14,
990,0,100,,100,0,0,1981,16,40666.6666666667
991,50,50,100,,0,0,1980,17,26500
992,0,0,0,0,1,0,1983,14,15830.3333333333
993,90,,0,0,1,0,1981,16,39545.8
994,90,,,,0,0,1983,14,116250
995,75,50,0,0,1,1,1980,17,28233.3333333333
996,0,0,0,0,1,0,1981,16,50000
997,100,100,0,100,0,0,1980,17,64705.4545454546
998,50,50,5,50,0,1,1982,15,14750
999,99,90,80,75,0,0,1982,15,26045.4545454545
1000,75,0,0,0,0,0,1981,16,13920.5555555556
1001,0,100,,0,0,1,1982,15,16697
1002,100,0,1,0,0,1,1984,13,16000
1003,,50,50,1,1,0,1982,15,36762.5
1004,0,90,0,0,0,0,1984,13,27588.8888888889
1005,100,0,50,,0,0,1982,15,8550
1006,0,100,0,87,0,0,1984,13,17633.3333333333
1007,90,0,0,0,0,0,1983,14,33700
1008,50,75,50,100,1,0,1980,17,25000
1009,75,50,50,50,0,0,1982,15,49428.5714285714
1010,0,0,98,0,1,0,1983,14,22802.875
1011,85,98,98,98,0,0,1981,16,24181.8181818182
1012,99,45,0,40,0,0,1983,14,43266.6666666667
1013,99,95,90,90,0,1,1983,14,38757.1428571429
1014,0,0,0,10,0,0,1982,15,13800
1015,90,99,99,90,0,0,1983,14,
1016,0,,35,0,0,0,1980,17,16833.3333333333
1017,50,100,0,100,1,0,1984,13,20000
1018,85,60,100,75,0,0,1982,15,78817.5454545455
1019,100,99,70,100,0,0,1983,14,49953.3333333333
1020,80,50,100,50,0,0,1981,16,129716.285714286
1021,99,0,100,99,1,0,1984,13,26083.3333333333
1022,100,50,100,100,1,0,1981,16,43339.4
1023,90,95,80,75,1,1,1983,14,21916.6666666667
1024,99,90,80,90,1,0,1981,16,17692.3076923077
1025,75,100,96,100,0,0,1981,16,32066.6666666667
1026,10,100,100,0,0,0,1980,17,61307.6923076923
1027,0,0,0,90,0,0,1981,16,22000
1028,75,0,0,100,0,0,1983,14,30500
1029,50,50,10,50,1,0,1982,15,25300
1030,0,0,100,100,0,0,1981,16,28684.25
1031,0,,,25,0,1,1982,15,50506.5
1032,1,0,5,99,0,1,1982,15,26183.3333333333
1033,80,1,0,75,1,1,1983,14,4160
1034,0,0,0,0,0,1,1982,15,483
1035,80,10,,,1,1,1981,16,32909.0909090909
1036,0,80,100,50,0,1,1984,13,3000
1037,21,,2,0,0,1,1982,15,12552
1038,0,25,2,3,0,1,1984,13,13023.75
1039,100,0,100,50,1,1,1984,13,21000
1040,50,,0,0,1,1,1981,16,34000
1041,0,,1,99,0,1,1981,16,1600
1042,75,0,0,0,1,1,1982,15,12150
1043,1,,100,40,1,1,1980,17,30000
1044,100,80,0,100,0,1,1983,14,4687.5
1045,5,0,75,2,1,1,1980,17,18886.6666666667
1046,5,0,100,0,0,1,1983,14,24575
1047,0,0,100,,1,1,1980,17,32222.2222222222
1048,80,,90,80,1,1,1983,14,14150
1049,0,0,100,0,0,1,1983,14,30458.3333333333
1050,50,2,9,,1,1,1981,16,17000
1051,50,100,1,75,0,1,1982,15,
1052,0,,,,1,1,1983,14,6000
1053,0,50,100,50,0,1,1981,16,33615.3846153846
1054,45,0,0,50,1,1,1983,14,14070.3333333333
1055,100,0,0,0,1,1,1982,15,24058.3333333333
1056,0,0,50,0,1,1,1980,17,18027.6
1057,0,0,100,0,1,1,1981,16,17342.8571428571
1058,20,100,100,,0,1,1982,15,12000
1059,75,,75,85,0,1,1984,13,40000
1060,50,75,70,0,1,1,1984,13,34488.7
1061,0,0,90,10,1,1,1983,14,22800
1062,25,50,25,0,0,1,1981,16,12428.5714285714
1063,60,,,100,0,1,1982,15,45115
1064,0,,,,1,1,1981,16,
1065,0,0,,0,0,1,1980,17,28500
1066,75,100,100,95,1,1,1984,13,12230.7692307692
1067,50,1,90,5,1,1,1983,14,9666.66666666667
1068,0,100,75,,0,1,1984,13,20600
1069,10,,,,0,0,1982,15,
1070,100,100,100,100,1,1,1981,16,35933.3333333333
1071,100,25,0,0,0,1,1984,13,46666.6666666667
1072,1,10,0,0,0,1,1980,17,43274.5
1073,95,100,100,100,1,0,1981,16,58000
1074,0,,,0,0,0,1983,14,80214.1538461538
1075,0,0,0,50,1,1,1983,14,40754.3333333333
1076,90,99,0,0,1,0,1982,15,30000
1077,20,90,85,10,1,0,1983,14,31214.2857142857
1078,99,50,50,90,0,0,1983,14,17000
1079,85,,90,90,0,0,1980,17,
1080,100,50,95,75,1,0,1983,14,125000
1081,100,,100,25,0,0,1983,14,47875
1082,95,75,75,75,1,0,1982,15,40166.6666666667
1083,75,0,50,50,1,0,1980,17,32250
1084,75,50,50,50,1,0,1982,15,35727.2727272727
1085,100,0,0,100,0,0,1980,17,37125
1086,90,25,25,25,0,0,1983,14,50236.1818181818
1087,100,100,100,100,1,1,1981,16,37542.8571428572
1088,100,100,96,99,1,0,1984,13,40000
1089,90,100,60,,0,0,1980,17,
1090,75,10,20,,0,0,1982,15,70571
1091,50,,,100,1,0,1980,17,21990.9090909091
1092,100,,,100,1,0,1982,15,64733.3333333333
1093,0,60,,,0,1,1982,15,26500
1094,90,,90,70,0,1,1980,17,2333.33333333333
1095,35,,100,65,0,1,1982,15,31076.9230769231
1096,0,0,,0,1,1,1984,13,13560
1097,10,0,100,99,0,1,1980,17,45281
1098,0,99,0,0,1,1,1983,14,17033.3333333333
1099,0,,100,,1,1,1980,17,29233.3333333333
1100,50,100,99,100,1,1,1982,15,15630
1101,0,50,50,,1,1,1982,15,
1102,0,0,,100,1,1,1984,13,15750
1103,0,0,0,0,1,1,1984,13,12666.6666666667
1104,,,60,,1,0,1981,16,25000
1105,75,75,,75,1,0,1983,14,20000
1106,0,100,50,1,0,0,1980,17,5807.16666666667
1107,0,90,,,1,0,1982,15,10000
1108,90,100,95,99,0,1,1983,14,43461.5384615385
1109,100,100,100,100,1,0,1984,13,25272.7272727273
1110,1,,,,0,0,1981,16,37480.3333333333
1111,50,100,,,0,0,1984,13,5750
1112,65,99,50,,0,0,1981,16,60000
1113,80,50,80,75,0,0,1981,16,74729.8
1114,100,90,50,100,1,1,1983,14,33333.3333333333
1115,50,60,,,0,0,1982,15,48500
1116,75,25,80,85,1,0,1983,14,58357.1428571429
1117,100,0,100,40,0,0,1984,13,38875
1118,85,99,98,100,1,0,1980,17,32566.6666666667
1119,30,95,0,0,1,1,1983,14,31230
1120,95,95,98,95,1,0,1980,17,55249.4
1121,99,95,99,99,1,0,1984,13,3000
1122,75,10,50,60,0,0,1980,17,50434.1428571429
1123,90,90,90,85,1,0,1984,13,29727.2727272727
1124,50,0,100,100,0,1,1982,15,7550
1125,0,0,0,0,0,1,1983,14,24938.4615384615
1126,70,0,100,5,0,1,1980,17,66000
1127,0,0,75,100,1,1,1982,15,19600
1128,95,100,100,99,1,1,1984,13,68628.8
1129,90,100,75,25,0,0,1983,14,41666.6666666667
1130,95,99,95,99,0,0,1984,13,21500
1131,0,0,0,99,0,0,1983,14,32000
1132,1,100,,,1,0,1981,16,22000
1133,98,90,100,100,1,0,1982,15,5250
1134,95,70,90,50,1,0,1984,13,28250
1135,90,50,50,50,0,0,1984,13,94807.1538461538
1136,50,,,,0,0,1981,16,
1137,90,65,,100,0,0,1981,16,
1138,55,95,85,85,1,0,1981,16,36532.8571428571
1139,99,,,,1,0,1983,14,
1140,100,90,98,95,0,0,1984,13,65352.3333333333
1141,90,50,40,50,0,0,1983,14,3000
1142,5,10,25,50,0,0,1980,17,7500
1143,0,99,100,100,1,0,1982,15,40916.6666666667
1144,50,100,50,100,1,0,1983,14,35499.3076923077
1145,50,80,75,99,1,0,1982,15,69076.9230769231
1146,95,99,1,99,1,0,1984,13,37470
1147,0,45,20,50,0,0,1980,17,43018.1818181818
1148,0,100,70,0,1,0,1981,16,31813.3333333333
1149,75,100,50,99,1,0,1983,14,62866.8
1150,10,80,10,50,0,0,1984,13,34653.8461538462
1151,0,100,99,100,1,0,1984,13,50571.4285714286
1152,80,100,100,100,1,1,1980,17,17285.7142857143
1153,,0,20,50,1,1,1983,14,25830.9090909091
1154,100,99,95,50,1,0,1983,14,33688.6363636364
1155,95,89,95,99,0,0,1982,15,51307.6923076923
1156,0,0,99,0,1,0,1984,13,25000
