y1,y2,y3,y4,x1,x2,x3,x4,gen
100,0,25,100,100,0,5,0,0
85,100,99,60,10,80,0,0,0
70,65,60,50,90,50,50,50,1
75,0,0,90,50,0,0,20,0
80,95,90,95,10,2,1,0,0
100,50,100,100,0,50,0,0,0
10,50,10,0,90,100,100,100,1
0,0,5,0,50,50,90,0,0
100,100,99,100,50,90,0,100,1
0,50,,0,100,50,,75,0
100,99,100,100,5,10,1,5,0
75,100,100,99,50,15,0,0,1
50,40,100,20,50,0,0,90,1
100,100,100,100,10,100,0,0,0
0,100,100,0,100,0,0,100,0
50,0,100,99,10,0,0,5,0
10,100,100,0,0,70,9,0,1
99,90,90,50,20,,0,0,0
100,0,0,100,50,0,50,50,1
80,,99,90,50,,0,10,1
100,100,100,100,20,0,0,50,1
0,5,50,55,50,50,50,22,0
0,0,0,0,0,0,,100,1
80,0,99,0,5,0,99,100,0
75,75,90,75,35,10,20,25,1
100,0,0,0,50,0,2,75,1
100,100,99,99,99,60,66,50,0
,0,98,0,,1,0,65,1
65,50,,,35,0,,,0
50,99,95,99,10,50,0,10,1
50,95,75,98,0,0,0,0,0
0,100,90,100,0,0,0,0,1
50,80,95,98,30,0,5,5,0
75,75,100,100,1,0,0,2,0
95,50,60,60,15,0,0,5,0
98,95,95,50,50,10,50,50,1
75,100,100,100,10,0,50,0,1
0,100,100,100,50,10,15,1,0
85,100,90,80,5,0,0,0,0
100,100,100,99,50,0,50,1,0
,100,100,100,,0,0,0,1
50,50,100,99,50,0,0,99,0
90,1,100,,5,10,50,,0
1,0,100,,100,0,99,,0
50,100,50,75,25,5,50,50,1
90,0,,,40,80,,,1
90,50,50,0,10,5,10,0,1
90,75,90,60,50,50,10,40,0
0,99,99,50,9,1,10,50,1
90,0,89,80,40,0,89,2,1
100,100,100,100,51,0,0,20,1
100,100,100,,0,0,0,,1
99,100,100,99,50,50,0,0,1
85,0,50,50,0,0,0,0,1
99,100,100,100,100,99,60,99,1
100,0,0,0,0,100,100,100,1
45,50,50,15,50,50,10,50,0
99,0,0,99,89,50,50,1,1
75,95,100,100,50,15,50,0,1
50,50,0,0,50,50,100,100,1
70,,,95,50,,,0,0
,60,50,50,,80,89,96,0
75,99,0,0,50,0,50,75,1
99,100,100,75,1,50,0,50,0
90,100,100,100,20,0,25,20,0
50,75,100,65,15,25,0,50,1
50,75,100,100,50,75,50,90,1
75,80,99,99,0,15,0,0,0
0,100,0,88,0,5,50,10,0
5,50,60,10,5,75,50,7,0
100,0,95,0,0,0,50,50,1
90,50,30,0,2,50,30,90,0
100,100,100,100,0,0,0,75,1
95,99,99,0,0,1,2,50,1
100,100,100,100,85,25,30,25,1
100,0,0,0,0,0,100,0,1
0,98,,100,98,0,,100,0
95,90,90,95,5,0,30,10,0
0,100,100,100,0,100,0,0,0
0,0,100,100,0,1,0,100,1
58,80,100,23,85,0,0,0,0
100,0,0,40,50,0,10,75,1
99,85,75,90,50,50,10,0,0
100,,100,100,0,,50,50,1
100,,100,100,0,,0,0,0
100,100,100,0,10,100,35,0,0
100,,,,85,,,,0
100,25,89,90,0,75,0,0,0
90,80,90,100,10,0,0,0,1
75,90,80,99,50,25,90,30,1
99,,,,50,,,,1
100,100,99,0,100,0,25,0,0
100,90,100,0,0,0,2,0,0
90,0,100,,50,50,50,,1
0,100,100,,1,0,0,,0
20,92,82,0,75,72,0,100,1
0,,,75,0,,,0,0
70,90,0,50,40,20,50,10,0
100,90,50,50,10,0,40,70,1
75,0,50,100,50,25,75,100,1
95,50,50,50,5,33,50,50,0
50,95,99,99,25,35,1,0,1
90,90,90,100,0,0,0,0,0
89,50,20,0,0,20,0,0,0
100,50,50,100,50,45,10,0,0
100,99,100,100,2,0,5,2,0
100,,,100,99,,,,1
90,100,85,80,65,60,70,75,0
99,99,99,100,1,1,0,0,0
0,99,90,95,30,5,0,0,0
45,0,20,45,50,90,40,50,0
99,99,100,100,2,1,5,1,0
90,100,100,95,10,80,0,0,0
100,99,75,100,0,0,34,50,1
100,99,95,99,0,25,5,0,1
90,75,50,75,1,10,5,5,0
40,2,100,75,70,10,90,50,1
100,98,99,100,1,0,0,0,0
75,75,100,100,10,90,0,0,0
5,1,5,4,0,5,2,1,0
99,0,100,100,1,50,2,0,1
95,90,,,10,5,,,0
0,0,90,100,5,70,90,90,1
0,100,92,95,0,90,80,10,0
90,25,15,2,90,17,80,93,1
75,0,99,,50,,0,,0
30,99,99,97,2,99,99,76,0
95,100,90,100,0,0,90,0,1
50,90,0,0,0,0,0,0,0
100,50,15,15,100,0,0,0,0
0,100,100,100,0,0,0,0,0
15,99,100,100,0,20,75,99,0
75,0,100,100,50,0,1,50,0
98,99,99,99,98,50,3,1,1
50,95,80,50,0,0,0,0,0
85,50,50,50,5,10,0,50,0
0,,0,,10,,50,,1
100,90,100,100,20,1,99,75,1
,50,100,0,,0,0,0,0
100,90,100,0,0,10,50,0,0
75,75,90,97,0,0,2,0,0
100,100,50,,0,50,0,,1
65,100,95,100,0,5,0,0,1
80,100,80,95,0,10,20,0,1
100,100,100,100,0,50,0,0,1
10,98,50,0,15,90,25,100,1
100,50,50,50,0,0,25,50,0
0,0,0,99,4,50,5,50,1
45,0,90,0,10,100,15,100,0
60,0,50,50,30,75,70,50,1
100,0,0,0,50,0,100,0,0
0,0,100,50,0,0,0,0,0
75,50,95,100,50,50,15,0,1
99,99,0,100,10,,0,0,1
,99,50,20,,1,85,0,1
5,60,100,70,0,0,0,0,0
75,100,100,100,0,,0,0,1
100,100,100,0,50,50,50,50,1
100,99,0,100,0,0,0,10,1
75,75,95,85,0,50,5,25,1
,80,25,100,,50,50,50,1
90,100,99,50,1,0,10,1,0
90,99,98,95,30,99,2,10,0
75,50,20,40,65,50,50,5,0
50,10,50,25,69,90,50,25,0
0,0,0,0,0,0,0,50,1
60,5,0,0,90,50,1,50,1
90,0,0,100,80,0,0,0,1
100,0,80,75,0,0,10,50,1
95,100,100,85,15,45,99,5,1
99,99,99,50,80,0,0,0,0
100,100,99,100,0,50,40,10,1
75,45,50,50,0,0,50,50,0
100,80,60,50,0,10,10,10,1
75,100,100,100,25,50,10,25,1
80,75,50,30,20,25,30,50,0
90,75,85,90,85,50,10,10,1
5,0,99,100,10,50,1,0,1
100,0,50,100,50,50,20,50,0
100,100,0,0,25,0,0,100,1
0,99,100,100,0,0,20,0,1
100,0,100,100,1,99,1,0,0
75,70,75,0,75,0,20,0,0
50,40,0,60,75,60,0,40,0
0,20,20,20,0,10,90,100,0
100,1,0,50,0,1,50,0,1
99,95,0,50,95,50,100,50,0
0,3,2,0,0,0,3,0,1
22,0,100,100,50,85,0,0,0
100,99,100,75,50,50,70,90,0
90,,,100,0,,,5,0
60,10,60,25,5,10,15,0,0
95,99,97,98,0,0,5,2,0
100,100,100,100,50,20,0,,0
50,50,80,80,35,50,10,30,0
99,68,50,0,65,32,99,0,0
0,0,100,0,50,0,50,0,0
77,0,99,0,25,99,0,0,0
100,25,60,50,99,75,80,50,0
0,,96,50,50,,20,10,1
99,84,80,90,0,1,5,2,0
1,90,98,95,95,15,2,2,1
100,25,70,25,20,50,10,25,0
90,50,75,0,0,30,0,0,1
99,100,100,99,25,90,5,10,0
50,99,0,95,25,0,0,0,0
99,75,100,0,25,25,10,0,1
100,0,1,100,0,99,100,100,1
100,95,60,99,0,50,85,3,0
25,50,50,50,50,50,50,50,1
,99,50,100,,0,50,0,0
75,50,100,99,10,0,0,10,1
100,99,100,50,0,5,50,10,1
100,0,50,75,0,0,20,0,0
95,100,98,100,45,10,98,0,0
85,50,75,100,25,50,15,25,1
100,50,60,60,0,10,50,0,0
80,99,100,0,20,99,50,50,0
10,0,80,0,100,0,5,0,1
90,75,100,60,35,25,20,75,0
100,95,99,99,0,0,0,0,1
100,2,100,,0,0,0,,1
100,,,100,0,,,50,1
90,100,100,100,7,0,0,0,1
50,100,100,100,30,10,4,1,1
100,100,99,100,40,0,1,0,1
0,100,0,0,50,0,0,95,0
25,75,10,20,5,2,15,10,1
90,100,100,98,10,25,0,4,1
100,95,99,99,0,1,1,40,0
100,99,100,100,50,1,0,5,1
100,95,100,100,75,20,60,0,1
100,1,100,100,0,1,10,5,1
100,100,100,100,10,50,0,15,1
100,100,,100,50,50,,100,1
80,60,90,100,80,60,50,50,1
75,70,75,75,50,50,100,25,0
100,100,50,0,0,100,95,25,1
50,80,100,0,40,0,10,0,0
96,100,0,99,80,0,50,0,0
0,,,100,100,,,,1
20,100,1,60,12,2,0,40,0
75,0,,,90,0,,,1
95,99,99,100,0,0,0,0,0
93,0,100,0,50,0,50,100,1
99,50,65,100,2,50,75,0,1
0,0,0,100,99,0,100,50,0
25,,100,100,0,,0,0,0
95,99,0,0,0,20,100,100,1
50,0,50,25,75,0,50,25,0
,0,0,,,25,,,1
100,50,99,100,2,0,50,75,1
99,100,100,100,10,0,5,0,0
,,100,100,,75,0,0,1
,99,0,100,,5,0,0,0
100,0,100,100,2,25,10,5,0
100,50,50,50,12,10,0,0,1
25,100,99,50,50,75,0,30,0
0,0,0,,75,50,75,,1
0,50,89,97,89,40,21,35,1
75,75,90,0,75,50,50,100,1
10,100,0,25,5,20,0,10,1
75,90,0,0,85,12,100,100,1
1,0,1,0,0,0,75,100,1
100,95,100,100,0,50,50,50,0
85,0,100,100,0,80,95,10,0
100,100,100,,0,20,0,,0
99,90,95,30,1,0,5,0,0
95,5,100,,25,60,85,,1
2,100,0,,50,100,0,,1
98,50,0,90,0,0,0,0,0
66,40,1,20,50,10,5,10,0
100,100,100,100,0,100,0,0,0
50,100,100,100,0,0,5,0,0
0,25,0,90,0,10,0,0,0
90,99,98,100,10,100,0,90,0
100,50,40,50,0,25,40,30,0
70,25,50,25,50,60,50,50,0
65,50,99,75,20,25,1,15,0
95,0,99,0,10,0,,,0
0,99,0,0,100,90,0,99,0
100,100,90,97,0,10,5,15,1
98,,,,100,,,,1
99,100,100,99,99,5,10,15,1
0,0,0,100,0,80,100,50,0
75,100,75,50,45,50,50,50,1
100,0,100,0,30,1,0,,1
0,10,100,0,1,80,0,100,0
90,100,90,90,10,1,10,10,0
89,100,100,0,2,0,0,0,1
40,100,,100,5,19,,0,1
85,99,85,75,25,50,75,66,0
95,50,90,95,5,1,5,1,0
75,0,0,0,10,50,50,0,0
0,0,1,4,1,75,90,0,0
85,99,99,99,20,80,5,80,1
50,75,65,75,50,50,25,25,0
75,50,35,75,80,15,10,25,0
0,75,,100,99,50,,75,1
50,100,75,75,50,40,0,40,1
100,100,100,85,25,0,,2,0
0,100,100,100,0,0,0,0,0
25,75,10,25,25,15,100,10,0
,99,50,100,,0,0,0,1
100,100,1,0,10,5,0,0,0
100,100,0,100,25,50,0,0,0
100,100,0,100,0,0,100,0,1
100,99,100,100,20,10,5,10,0
95,100,100,99,50,70,0,5,0
75,0,99,99,50,99,10,80,0
100,4,100,100,0,3,2,0,0
,98,20,100,0,0,50,20,0
90,80,100,75,25,10,0,5,0
100,,100,100,0,,1,1,1
40,1,0,12,50,99,98,,1
15,50,50,50,65,0,50,0,0
100,100,,,0,0,,,1
100,100,100,100,90,0,0,90,1
60,100,50,100,75,100,50,10,1
50,85,65,50,75,90,100,0,1
100,95,100,99,0,1,75,50,0
0,0,0,0,0,0,50,0,1
85,100,0,20,100,0,10,20,0
100,90,100,75,0,50,75,25,0
0,0,10,100,1,0,20,50,1
100,100,100,100,50,0,0,0,1
,100,50,,,0,50,,1
90,100,100,100,10,,0,0,1
100,90,100,95,45,90,99,55,0
50,75,75,99,25,0,10,45,1
100,0,100,100,0,1,50,65,1
99,90,100,100,99,50,0,0,0
50,50,50,0,5,,5,50,1
100,100,99,98,0,50,0,0,0
99,100,90,50,90,50,90,50,1
85,99,90,99,5,0,20,33,0
50,50,40,70,0,98,60,0,0
100,100,100,100,0,95,20,20,1
100,100,100,90,5,0,50,90,1
,0,,,,0,,,1
0,1,1,20,10,50,99,50,0
99,100,100,100,50,75,100,20,1
95,100,100,100,5,50,50,0,0
0,0,100,100,0,100,0,100,1
0,99,90,90,99,99,90,90,1
50,95,100,0,50,50,92,10,0
10,80,75,75,30,20,50,40,0
100,0,0,0,0,0,0,0,0
,,100,0,10,,,,1
50,95,100,100,75,50,50,50,0
20,0,100,100,22,40,100,0,0
20,100,100,50,20,0,0,0,1
,99,50,100,,0,0,10,0
100,100,100,0,0,100,0,100,0
100,100,50,0,1,50,0,0,0
50,0,50,100,0,50,30,0,1
99,10,0,90,60,100,100,100,0
25,30,0,50,1,0,0,50,1
100,100,0,0,0,50,0,0,0
0,0,100,100,99,1,0,75,0
100,50,99,99,0,0,35,0,1
100,0,0,0,50,0,100,100,0
100,,0,0,50,,0,50,1
25,50,100,100,55,50,75,100,0
0,98,99,98,98,23,20,25,1
,50,100,100,,0,20,50,0
90,90,100,0,2,90,10,0,0
90,0,95,100,5,5,10,5,1
90,50,100,0,5,0,50,0,0
100,50,0,0,75,100,0,,1
95,100,100,100,50,80,99,20,1
0,80,80,70,50,10,10,50,0
100,100,80,100,0,0,50,0,1
90,,,,,,,,0
,0,,0,,0,,0,1
100,0,50,0,89,0,20,0,1
0,0,100,100,0,100,10,50,1
20,0,0,100,30,0,0,50,1
0,100,0,75,100,100,100,80,1
100,100,0,0,2,95,0,0,1
75,0,100,0,50,0,25,0,0
99,,0,100,0,,0,100,0
50,100,98,100,5,0,1,50,1
100,100,99,100,75,0,0,100,0
100,0,0,0,0,0,0,0,0
100,67,44,0,50,13,66,50,0
0,0,0,100,50,99,100,10,1
50,100,100,100,30,25,100,100,1
0,0,0,0,0,0,0,0,1
100,7,0,99,100,40,0,0,0
100,100,,100,40,0,,0,0
0,0,0,5,99,5,50,95,1
0,0,90,0,99,0,99,100,1
0,50,99,99,100,0,10,0,0
0,0,0,0,0,0,100,0,0
,,100,,,,0,,1
5,75,99,,30,25,90,,1
100,100,90,97,50,0,0,0,0
,98,100,70,,10,50,50,1
100,100,100,,0,0,0,,1
80,100,,100,25,50,,40,1
100,100,100,100,0,50,0,5,1
100,95,100,100,50,0,50,0,1
99,90,0,100,55,5,100,20,1
50,5,1,50,50,100,1,50,0
0,0,0,0,50,0,0,0,0
0,100,50,100,0,100,50,60,0
,100,0,50,,100,0,0,1
100,0,99,0,75,0,45,0,0
100,70,100,90,50,50,0,90,1
0,99,100,100,98,0,15,50,1
0,50,0,50,50,50,50,0,0
100,100,0,0,0,75,0,0,0
100,100,99,,0,0,100,,1
0,0,0,0,0,100,0,0,0
100,0,,100,50,,,0,1
0,0,0,0,90,0,50,0,1
100,90,60,100,0,20,0,0,1
1,80,99,100,0,4,0,1,1
99,100,100,0,75,0,10,0,1
100,99,99,100,55,2,0,0,0
100,100,,,100,0,,,1
100,100,100,,50,50,25,,1
99,100,100,100,25,,0,50,0
75,70,95,85,10,20,5,25,0
50,,97,0,50,,50,100,0
90,40,30,60,10,60,50,60,1
100,0,100,100,0,50,0,25,0
90,99,100,90,2,1,50,0,1
100,100,100,99,0,0,50,0,0
99,95,100,98,0,0,0,0,0
50,0,0,0,50,50,2,0,1
95,95,90,95,10,5,10,5,0
100,95,100,95,0,10,0,50,1
0,90,98,100,0,70,60,50,0
100,0,0,0,0,50,95,100,1
100,0,,,75,50,,,0
0,50,100,100,5,50,50,95,1
0,0,0,,50,50,100,,1
0,50,35,0,95,50,50,100,1
100,0,0,100,0,50,0,50,1
70,50,100,50,70,0,100,10,0
0,100,100,0,1,0,0,25,1
20,10,10,0,10,85,100,75,0
100,1,100,100,0,0,0,0,1
50,0,0,0,75,100,100,100,1
100,75,95,0,0,9,0,0,0
100,75,100,95,2,50,85,50,0
75,100,95,95,0,0,95,70,1
75,100,50,100,50,50,0,2,1
100,100,100,100,0,0,0,0,0
75,0,50,50,75,50,50,50,1
75,100,99,100,10,50,0,50,0
95,100,50,50,10,0,50,0,0
20,50,99,0,35,0,10,5,1
50,0,75,,35,98,0,,0
25,50,50,50,75,50,50,50,1
100,99,90,98,95,100,50,99,0
50,100,50,,50,50,50,,0
85,50,65,80,50,50,45,75,1
100,99,85,90,1,0,0,10,1
90,0,100,50,0,0,5,10,1
0,50,75,100,0,50,75,25,1
99,50,50,50,50,1,0,0,0
0,100,100,100,95,0,0,10,1
100,95,100,,0,0,0,,1
75,50,100,85,25,45,0,10,1
85,100,99,92,30,70,95,96,0
0,0,0,0,0,0,0,0,1
78,100,100,0,80,50,62,0,0
50,50,100,0,50,5,0,0,0
100,95,98,50,75,90,90,75,1
50,50,50,75,15,50,50,45,1
95,95,95,90,1,0,50,75,1
75,30,98,,50,45,50,,1
100,0,100,100,0,0,0,0,0
99,99,99,100,25,50,0,100,1
100,20,10,50,50,0,50,10,0
95,75,0,0,50,75,50,20,0
0,0,90,98,50,50,75,98,1
0,0,0,0,0,0,1,0,0
0,99,0,100,0,25,0,0,1
0,0,90,100,0,0,20,100,1
2,1,0,0,0,0,0,0,0
0,0,0,0,100,0,100,0,0
25,100,75,50,95,0,24,0,0
100,100,100,100,0,0,0,99,1
1,99,80,85,50,65,89,85,1
100,0,0,0,50,6,100,0,0
90,100,1,1,25,100,30,60,1
95,90,98,99,10,0,95,5,0
80,0,100,100,20,0,0,0,0
95,90,99,100,5,10,89,25,1
75,0,10,100,100,0,100,100,1
0,80,100,100,0,2,80,10,1
0,100,100,100,0,0,50,0,1
100,50,50,100,25,0,50,0,0
0,100,0,0,50,5,50,0,0
0,0,100,95,10,25,25,30,0
0,0,100,100,0,0,12,7,1
100,100,100,100,75,50,50,50,0
100,90,100,0,0,0,0,0,0
70,100,100,0,0,99,50,50,1
50,0,100,10,50,0,0,0,0
75,,,100,0,,,0,0
2,10,0,90,80,35,10,10,0
75,100,95,100,90,99,50,45,1
0,0,0,0,10,1,0,0,1
50,,,,50,,,,0
75,50,0,30,90,50,0,30,0
100,99,70,100,0,50,50,50,0
0,100,100,100,100,50,100,0,1
0,99,90,90,75,0,20,10,0
0,99,70,50,25,0,0,25,0
75,60,40,100,25,30,90,0,0
0,1,100,0,100,0,1,0,1
0,0,0,0,0,0,100,0,1
100,0,100,100,0,0,30,0,1
100,99,100,100,50,10,0,0,1
50,0,100,50,75,50,50,50,0
10,30,30,85,80,35,80,85,0
40,50,,99,75,40,,50,1
75,95,99,100,10,10,0,0,1
100,50,50,100,50,0,0,0,0
100,1,100,50,0,6,100,100,1
89,100,100,95,0,0,0,0,0
99,75,0,100,55,50,100,0,1
0,0,53,0,0,2,0,0,1
,0,90,100,,0,80,90,0
100,100,100,100,100,0,,0,1
99,98,5,99,10,35,10,50,0
90,57,50,100,9,0,0,1,0
98,100,95,100,5,55,98,65,1
50,80,90,90,75,20,20,10,0
1,,100,,1,,0,,0
1,0,100,0,0,1,0,1,0
4,0,0,100,5,0,0,0,0
99,100,100,100,9,100,10,0,1
95,90,85,99,99,1,15,0,0
50,99,100,,50,2,0,,1
100,0,50,99,0,50,99,0,0
,0,50,50,,0,85,50,1
10,50,100,100,12,10,0,0,1
0,,100,100,0,,0,0,0
50,60,70,70,30,30,30,30,0
1,0,100,12,1,0,0,1,0
,0,0,0,,0,0,0,1
0,0,0,20,0,50,55,20,0
100,100,100,99,0,50,50,50,0
0,0,50,100,50,100,25,0,0
100,0,0,100,50,0,50,0,1
50,0,,0,20,0,0,0,1
100,100,100,100,0,0,0,0,0
100,0,100,0,0,0,0,0,1
0,0,100,100,1,100,0,0,1
100,100,100,50,50,50,50,50,1
75,90,100,100,100,90,65,100,0
50,99,100,100,0,0,50,0,1
99,10,0,100,0,0,3,30,0
12,0,100,100,34,100,0,50,0
100,99,100,100,0,0,50,99,0
50,99,100,99,30,99,100,20,1
100,90,0,0,0,10,1,0,1
0,0,100,100,0,0,100,5,0
50,0,50,25,80,100,100,95,1
100,100,100,100,50,0,0,0,1
100,40,50,,0,40,50,,0
0,0,0,0,20,0,5,50,1
0,10,5,,5,1,5,,0
100,100,0,100,100,100,0,75,0
0,0,0,0,75,1,1,60,0
0,0,100,100,100,100,100,100,1
100,0,1,100,0,0,1,10,1
0,0,100,100,0,3,100,99,1
0,18,,85,50,16,,0,0
100,70,100,80,45,37,99,35,1
90,0,0,0,25,3,10,100,0
0,75,,,0,15,,,1
1,99,,0,1,0,,0,0
0,0,0,99,0,100,100,0,1
25,15,,,5,10,,,1
0,100,99,0,0,25,0,1,0
0,0,0,10,2,4,0,0,0
0,0,100,0,0,0,100,0,1
90,,100,100,99,0,25,0,0
,,40,70,,,40,30,1
50,,,100,0,,,0,0
100,100,98,50,0,0,50,0,1
5,,,,5,,,,0
100,100,90,50,0,35,15,25,1
100,100,99,90,0,50,20,0,0
100,99,99,90,45,2,45,20,0
100,100,98,98,0,10,15,30,1
0,50,50,100,0,50,50,0,1
100,0,,100,50,0,,0,0
0,100,90,100,0,0,10,0,0
0,50,100,100,0,0,100,0,1
100,0,0,100,75,1,0,90,1
0,0,,100,0,0,,,1
0,0,5,10,90,0,3,3,1
50,0,100,100,30,2,5,0,0
4,0,100,23,4,0,100,22,0
100,0,0,25,20,100,0,10,0
100,0,0,3,100,0,0,,0
100,0,0,0,5,100,0,1,1
0,0,0,0,14,0,50,30,0
10,50,99,0,90,50,10,0,1
50,40,0,100,0,0,0,1,1
50,0,100,100,15,5,90,10,1
50,100,80,99,50,0,20,2,1
0,100,2,75,50,0,3,0,0
0,100,100,100,30,0,10,50,1
0,90,70,100,95,10,50,25,1
0,0,0,0,100,0,100,100,1
100,99,,0,15,,,0,0
0,0,100,100,0,100,0,0,0
50,0,100,100,0,20,0,50,1
95,0,99,0,75,99,5,95,1
99,,75,80,25,0,95,95,1
70,0,90,90,15,0,70,10,0
50,90,99,100,25,10,30,0,0
99,100,99,99,50,50,0,0,0
100,100,50,99,50,0,30,0,0
99,100,100,100,99,100,10,75,1
75,99,90,95,50,50,10,0,1
99,90,90,95,10,2,15,0,0
10,,0,0,3,,0,50,1
0,,100,100,99,,90,25,0
50,50,75,85,50,0,100,60,1
0,,0,0,50,,0,100,0
0,100,100,75,99,90,50,50,1
70,99,100,68,20,80,99,50,1
100,100,0,0,50,75,0,50,1
98,,100,100,60,,50,0,1
100,100,100,100,50,50,50,50,1
100,,100,100,0,,0,0,0
75,95,85,95,25,15,85,69,0
99,95,100,100,99,30,50,50,1
0,100,100,100,75,0,0,0,1
90,100,100,100,0,0,5,50,1
0,,,,0,,,,0
98,100,99,100,85,0,0,0,1
100,99,75,0,100,60,10,85,1
50,85,75,75,25,15,15,0,1
75,99,100,100,25,50,0,50,1
50,100,100,100,50,1,1,100,1
100,0,75,99,50,7,75,0,1
20,0,50,0,60,50,70,0,0
75,95,100,100,1,10,70,20,1
49,0,0,95,75,,0,10,0
100,50,90,80,100,50,25,50,1
100,80,90,100,90,50,0,40,1
100,100,99,0,50,0,0,0,0
75,75,20,75,75,15,30,75,1
100,100,100,100,0,0,0,50,1
0,0,0,0,5,80,100,0,1
0,100,99,100,0,12,9,99,0
98,,0,100,10,,0,75,1
11,0,,99,0,100,,0,1
90,90,99,100,1,100,30,0,0
1,80,0,80,0,50,0,0,0
60,40,75,10,50,40,75,80,0
75,75,99,98,25,10,5,50,1
2,100,100,100,98,0,0,0,1
0,75,99,99,99,1,0,0,1
100,100,100,100,0,0,0,0,1
85,100,100,100,80,98,2,50,0
0,0,0,100,0,0,0,20,1
75,1,50,75,75,100,100,90,1
100,5,100,50,5,0,10,10,1
75,60,100,100,25,90,50,50,1
0,80,100,100,0,0,85,0,0
100,17,1,3,0,10,1,7,1
100,100,100,100,0,50,80,0,0
100,100,100,100,0,0,0,50,0
99,0,50,50,75,75,50,50,0
90,50,90,0,0,50,50,20,0
,75,80,100,,30,20,50,0
,90,97,80,,96,30,30,1
10,10,,80,100,100,,70,0
0,0,100,,100,99,50,,0
100,100,100,100,0,0,25,15,1
0,0,100,0,0,0,100,5,1
100,0,0,,10,0,0,,1
50,50,100,100,50,85,0,75,0
50,100,95,100,25,60,50,20,0
100,0,0,0,0,100,100,100,1
90,100,50,50,25,0,10,20,1
100,50,,100,0,0,,0,0
0,0,100,50,0,50,100,0,0
0,0,100,0,50,0,0,0,1
50,50,50,100,15,20,50,50,1
100,0,0,0,100,0,0,100,1
5,0,0,100,0,0,75,75,0
100,66,99,95,0,0,2,5,0
100,100,99,100,50,50,30,50,1
50,100,100,98,0,50,10,0,1
100,100,100,100,50,0,50,0,1
99,99,0,50,5,99,5,50,1
100,50,50,99,25,50,0,25,1
0,100,100,100,50,5,10,0,0
100,100,100,95,0,35,50,75,0
40,15,100,,50,0,10,,1
100,100,100,50,15,50,75,50,0
100,100,68,100,10,50,10,50,1
100,100,0,100,100,100,0,0,0
100,100,100,100,0,50,40,0,0
90,100,100,0,99,45,50,0,0
100,100,0,100,0,100,100,100,1
0,25,60,45,95,10,10,0,0
,85,50,100,,50,50,50,1
89,100,0,50,12,0,0,50,1
0,0,100,50,0,50,50,30,0
99,100,50,0,50,50,50,100,1
0,100,50,50,2,0,50,50,0
100,80,0,99,1,0,100,50,0
100,99,50,100,10,1,0,75,0
0,0,100,0,10,100,100,0,0
0,100,100,0,0,60,50,0,1
100,99,99,100,50,0,30,0,1
50,,,,25,,,,0
95,100,100,100,10,100,0,0,1
0,90,50,50,20,50,50,25,0
50,20,50,100,25,0,35,0,0
85,100,99,,10,0,0,,1
0,0,0,0,33,99,0,25,1
100,100,90,100,50,75,50,0,1
100,90,100,90,50,50,50,20,1
75,98,97,100,50,50,78,15,1
75,100,100,100,25,0,0,0,0
100,,,100,0,,,100,0
50,75,50,0,50,50,30,100,1
100,99,99,100,0,50,50,0,1
100,100,0,100,50,0,100,50,1
100,50,100,100,50,50,50,50,1
100,100,75,90,10,93,10,80,0
0,0,0,100,99,0,0,0,0
0,0,85,100,1,40,30,20,0
100,0,50,50,100,2,80,50,1
0,100,99,100,100,0,0,0,0
100,0,75,100,25,50,75,79,1
0,70,45,0,30,70,60,100,1
60,90,100,96,30,0,50,10,0
50,20,0,1,25,60,0,1,0
99,0,0,0,75,0,0,100,1
100,0,100,100,50,0,50,,1
25,99,99,100,15,0,69,0,1
0,0,50,75,100,50,0,50,1
90,4,10,98,50,40,4,54,0
0,0,0,100,0,0,0,20,1
50,100,0,0,30,0,0,0,0
100,100,100,100,5,25,0,0,0
50,50,100,50,50,20,50,35,0
0,100,50,,100,100,0,,0
50,20,57,50,50,50,56,50,0
0,65,50,55,0,0,40,70,0
60,70,50,0,30,20,10,10,0
100,100,100,100,80,0,4,5,0
100,100,100,100,0,0,25,50,1
100,95,90,0,95,75,50,50,1
100,99,100,99,0,0,0,100,1
99,0,23,0,6,0,23,0,1
100,100,100,100,50,0,0,0,0
40,100,99,100,40,0,0,0,1
0,6,98,12,9,0,0,12,0
0,0,1,1,0,0,1,0,1
100,,90,3,0,,70,4,1
0,0,50,50,5,100,50,50,1
12,100,90,6,12,0,90,0,0
50,50,1,50,50,50,100,50,1
100,,100,100,0,0,0,50,0
100,0,0,0,90,100,0,100,0
99,100,80,95,0,1,20,75,1
100,100,,90,50,0,,0,0
50,99,0,0,0,50,50,100,0
0,99,99,99,100,10,20,1,0
90,100,99,90,0,50,20,10,0
100,90,100,100,0,0,0,0,0
0,85,100,100,0,25,,5,0
0,98,85,95,100,1,2,0,1
100,50,,,0,50,,,1
90,95,,95,10,25,,10,1
0,100,100,100,0,25,10,0,1
100,0,,,0,100,,,0
100,100,100,100,10,50,50,0,1
100,100,,,0,0,,,1
0,1,0,100,0,1,100,100,1
0,,,50,0,,,50,1
0,0,0,0,0,0,20,0,1
90,30,80,80,10,5,0,10,0
75,99,99,98,5,0,0,6,0
0,,,,0,45,,,1
100,100,100,0,50,50,50,0,0
100,100,10,100,5,0,3,100,0
100,5,100,100,0,0,50,0,0
100,100,99,90,0,0,10,50,1
99,100,75,100,25,50,45,0,1
,,,,,,,,0
