y1,y2,y3,y4,x1,x2,x3,x4,gen
100,50,3,0,0,0,0,0,1
99,,98,70,50,,98,0,1
0,100,100,100,0,0,0,0,1
100,0,99,98,1,100,50,5,0
50,0,,,75,88,,,1
50,80,90,50,10,0,0,50,1
60,60,0,,50,10,0,,1
95,50,50,100,5,5,5,0,0
100,30,100,100,0,50,0,0,0
20,100,30,75,50,50,5,0,1
10,,,100,50,,,0,1
85,0,0,90,80,0,30,10,0
100,99,0,25,10,90,99,75,0
100,99,99,98,5,1,5,56,1
35,0,75,95,78,50,66,75,1
45,100,100,100,2,0,0,0,0
98,99,95,95,10,25,15,75,0
100,100,100,100,,50,0,0,0
97,,96,95,5,,20,20,1
100,75,100,95,0,0,10,10,0
100,100,98,98,50,90,10,0,1
50,100,50,25,50,0,100,50,0
50,0,100,90,10,0,75,90,0
75,75,75,50,50,25,15,2,1
80,50,0,6,0,1,2,6,0
0,0,20,0,0,0,1,0,0
100,100,90,70,0,25,20,75,0
95,90,95,90,75,90,50,80,0
75,20,0,0,25,5,1,1,0
85,50,25,10,5,50,25,75,0
100,100,100,0,50,0,0,100,1
,45,0,0,,35,50,35,0
90,75,0,0,6,0,0,15,1
100,99,99,100,0,99,0,0,1
0,50,99,,5,50,50,,0
3,75,0,100,3,25,100,15,0
100,,100,100,50,,0,0,1
95,0,,,0,100,,,0
50,0,0,50,50,100,50,50,1
100,10,80,80,99,70,50,0,0
50,50,100,100,22,0,50,50,1
0,98,0,2,0,50,50,50,1
99,90,80,99,1,20,50,30,1
100,50,50,50,100,50,50,10,0
100,95,100,,40,5,0,,1
0,,,,50,,,,1
0,100,0,100,10,25,0,0,0
0,90,90,90,50,10,20,20,1
50,60,0,50,20,40,0,0,0
75,97,40,90,50,2,2,75,1
100,100,90,70,20,0,100,30,0
0,75,50,99,100,0,20,0,1
80,20,90,50,25,50,10,10,0
100,,100,0,0,,0,0,0
100,0,100,,50,0,50,,0
100,,100,75,100,,50,25,0
50,1,0,,99,99,0,,0
25,50,100,0,75,0,0,0,0
100,,50,100,0,,50,0,1
100,0,50,50,0,0,50,30,1
10,0,0,0,0,20,80,50,0
95,80,50,25,2,5,50,25,1
90,95,90,95,2,0,60,0,0
25,0,0,0,0,0,100,0,0
100,50,0,0,0,50,50,50,1
100,0,0,1,90,0,50,100,0
90,0,100,100,20,60,50,50,1
0,0,100,0,95,0,0,100,1
0,5,50,100,20,50,0,90,0
75,0,13,13,89,75,8,50,0
100,10,0,0,5,10,0,100,1
100,50,0,0,0,0,100,25,0
0,1,95,0,2,2,20,0,1
0,0,0,0,0,0,0,0,0
50,,,,50,,,,0
0,0,,,40,0,,,1
79,89,55,20,15,4,6,3,0
90,80,90,100,8,0,50,0,0
25,,,,10,,,,0
0,0,,50,0,50,,0,1
5,10,20,20,5,10,5,20,0
5,1,95,90,50,10,0,0,1
50,0,90,90,20,0,0,0,0
0,50,100,100,25,10,0,0,1
100,100,50,50,0,50,20,50,0
75,100,95,75,25,5,95,5,0
50,50,100,50,0,0,0,0,0
50,50,50,100,30,15,50,50,0
50,85,70,10,10,52,20,10,1
80,50,9,,30,0,25,,0
1,0,0,0,10,50,0,0,0
99,99,0,99,0,1,50,1,0
75,99,95,95,25,95,50,50,1
55,,50,85,0,,75,25,0
0,0,0,,10,50,50,,1
100,90,40,80,5,50,10,20,1
,,,,,,,,0
100,,100,90,75,,75,50,0
75,,99,65,0,,30,1,0
50,90,75,90,10,0,10,50,0
50,100,10,100,50,100,5,0,1
90,,,,50,,,,0
100,100,100,100,100,100,0,50,1
100,70,99,75,2,40,50,0,1
95,100,100,90,30,5,0,30,0
100,90,99,98,90,40,50,35,1
50,90,100,100,70,50,75,50,0
90,99,90,96,60,90,60,0,1
45,88,5,30,5,50,40,5,0
100,0,100,99,90,25,0,1,1
50,60,50,70,50,60,60,20,0
95,95,50,,5,30,0,,1
,0,0,0,0,50,3,0,1
99,0,0,0,50,50,0,0,0
100,99,100,13,0,2,50,0,0
99,85,50,0,19,99,50,0,0
84,100,0,100,32,2,25,5,0
90,95,98,90,0,5,5,10,0
,95,0,90,,5,3,10,1
100,99,70,100,0,50,100,0,1
,65,70,75,,35,10,25,1
90,100,99,99,45,0,80,35,0
98,100,0,100,35,15,0,0,1
0,100,100,50,99,100,0,25,1
2,,,0,0,,,30,1
10,0,0,50,50,0,0,0,0
90,99,80,90,50,10,10,0,1
0,0,100,0,0,0,0,0,1
50,50,100,0,50,99,50,99,1
99,99,99,99,30,25,50,50,1
75,99,75,70,10,10,70,25,1
100,100,100,0,0,40,1,0,1
100,100,90,50,50,5,35,10,0
100,100,100,0,25,0,0,0,1
100,50,75,10,50,25,0,0,0
80,,80,100,20,,1,,1
50,,,,25,,,,1
0,,,,0,,,,0
100,100,100,99,50,50,50,85,1
90,75,99,80,15,0,0,10,0
90,100,90,100,90,0,25,0,0
99,100,25,10,95,100,50,0,0
50,,,,40,,,,0
100,50,100,100,0,50,0,0,0
100,0,,,0,0,,,0
75,50,100,,0,50,0,,1
75,0,0,100,90,0,0,40,0
0,100,99,0,100,50,40,50,0
15,75,90,90,25,50,50,25,1
75,90,99,0,0,15,0,2,1
20,10,50,20,5,90,80,75,0
50,80,80,80,50,15,25,10,1
100,100,100,100,0,0,100,0,0
75,0,100,0,75,0,0,25,1
65,0,99,99,23,50,50,1,1
100,100,100,100,0,0,0,0,0
50,50,100,50,50,50,50,0,0
75,50,1,50,10,0,0,0,0
0,0,95,80,100,99,5,50,1
0,0,89,50,,50,12,0,0
5,50,5,10,5,50,30,10,1
15,50,80,65,15,10,10,0,0
0,0,100,100,100,0,75,50,0
100,100,100,75,50,0,50,15,1
97,,70,95,1,,60,99,1
75,98,99,0,10,25,40,67,1
0,10,5,45,0,0,10,0,0
99,100,100,100,90,50,90,1,1
100,100,100,100,2,68,98,2,1
50,75,80,90,25,50,20,0,1
95,,2,10,0,,2,10,0
99,100,,100,99,50,,50,1
100,100,50,60,0,50,50,50,0
50,90,100,50,75,60,50,50,1
40,,,90,0,,,0,0
10,,,,10,,,,1
25,0,50,100,50,,5,0,0
0,0,0,0,90,100,100,100,1
20,0,50,0,0,0,0,100,1
77,0,50,,0,0,50,,0
99,99,75,20,0,0,0,1,1
50,95,0,0,0,0,50,0,1
100,90,0,0,0,0,100,100,1
80,100,100,0,0,0,0,0,0
50,30,50,100,0,0,0,0,0
97,90,80,80,0,10,5,0,0
0,90,,75,50,3,,25,0
25,50,50,0,50,50,50,50,0
75,100,80,40,45,100,90,90,1
50,50,0,90,0,0,0,10,1
90,50,50,90,5,50,50,10,1
0,98,0,50,0,24,0,25,1
50,100,99,100,0,0,75,0,0
75,0,25,0,50,5,25,50,0
99,100,100,0,100,25,50,0,0
2,50,,10,4,99,,50,0
99,99,90,99,25,2,70,50,1
,100,,,,0,,,0
90,70,70,0,75,70,30,60,1
10,30,10,50,25,10,50,0,0
75,50,75,99,25,75,90,50,1
50,50,75,75,20,45,0,50,0
10,0,80,90,50,100,40,10,0
0,0,25,0,0,95,75,80,1
0,,0,100,100,,100,75,1
100,,99,0,0,,0,70,1
20,35,70,70,45,20,40,50,0
75,45,65,50,10,15,65,25,0
50,0,50,30,25,45,10,0,0
0,0,99,50,0,0,50,50,0
50,0,,50,30,30,,50,0
99,75,90,95,20,5,10,1,0
10,80,70,99,25,40,10,1,0
90,80,80,50,0,70,50,50,0
0,99,98,98,1,1,1,2,0
95,90,60,20,5,10,2,2,0
80,60,70,80,0,10,10,10,0
85,85,99,15,15,0,100,15,1
10,98,99,99,50,5,10,1,1
100,100,100,75,0,0,0,0,1
99,90,100,0,0,0,0,50,1
100,20,,50,100,10,,0,1
100,50,100,100,10,10,90,0,1
0,0,0,0,0,1,0,0,0
60,50,55,50,80,70,80,50,0
100,0,50,50,50,0,0,25,1
20,100,0,50,0,100,1,100,1
2,0,0,1,3,30,1,10,1
0,50,0,0,50,0,0,0,1
15,0,,,15,,,,0
50,99,100,50,50,,50,50,0
50,0,0,0,10,100,100,100,0
85,75,85,80,15,70,25,50,1
95,90,100,100,10,25,0,0,0
90,99,85,99,10,30,25,85,1
50,50,50,,50,0,0,,0
25,20,25,30,75,50,50,10,0
50,98,90,100,0,0,5,0,1
70,0,0,0,0,0,0,0,0
0,100,0,100,50,1,100,100,0
75,,100,50,50,,50,50,1
50,99,50,50,25,75,25,1,1
50,100,100,100,25,100,20,50,1
4,100,100,0,99,1,50,,1
92,0,100,1,10,40,0,0,1
99,90,0,100,0,10,100,100,1
50,50,0,0,50,50,100,0,1
30,100,0,0,,0,1,0,1
100,100,,,0,0,,,1
25,5,0,50,0,50,50,50,0
99,,100,50,0,,0,50,0
75,75,0,,75,50,50,,0
0,5,0,,0,,0,,0
100,65,0,100,0,90,5,25,1
100,75,100,100,50,25,95,50,1
0,0,0,0,100,0,100,0,1
0,95,0,50,85,95,55,90,1
5,80,25,25,95,60,80,75,1
100,0,100,0,50,0,0,0,1
100,,100,75,0,,50,50,1
100,80,100,100,10,0,50,50,0
75,0,100,90,25,0,30,10,0
0,50,,100,0,0,,0,0
50,75,75,0,0,0,0,0,0
100,,60,80,1,,20,10,1
0,,,,0,,,,1
90,100,0,0,90,5,1,100,1
85,95,0,98,50,50,75,99,1
0,75,0,,0,10,50,,1
100,100,100,,100,50,0,,1
100,50,100,100,100,50,100,60,1
50,0,75,1,75,0,50,1,0
75,90,80,0,50,25,50,50,0
100,100,75,50,75,50,50,50,0
30,20,0,15,10,87,65,80,1
50,70,,100,50,0,,1,0
75,100,100,100,50,0,0,50,1
0,100,90,100,0,1,10,50,1
100,100,100,100,0,0,100,0,1
99,100,9,90,0,0,99,12,0
79,100,50,0,0,20,10,0,0
100,95,100,90,0,0,0,5,1
99,100,0,,0,100,0,,0
99,98,98,,0,0,2,,0
100,100,100,100,75,99,0,50,1
97,0,0,,50,100,0,,1
95,90,99,99,5,59,5,10,1
89,99,,,0,0,,,0
100,100,,100,75,0,,100,1
90,95,75,90,20,5,30,70,1
100,100,100,80,20,0,0,0,1
100,50,100,100,0,50,50,50,1
75,50,0,100,15,,95,0,1
0,100,100,0,0,100,0,50,1
100,100,100,100,5,5,10,50,0
100,100,0,0,0,0,100,100,1
95,45,100,100,0,20,0,0,1
0,99,99,,0,50,1,,0
100,0,100,100,10,50,50,1,1
50,0,100,80,50,0,0,0,1
75,99,95,95,100,0,0,2,1
25,100,100,100,50,0,0,25,0
98,,50,20,97,,20,20,1
15,99,100,90,10,10,95,85,1
90,100,100,100,80,0,10,80,0
99,100,1,1,50,100,1,0,0
0,38,65,89,85,9,20,19,0
98,0,100,100,2,0,50,50,0
99,100,100,100,0,100,0,0,1
90,98,100,99,20,5,10,2,1
80,80,0,99,0,5,10,0,0
75,100,100,98,25,75,90,20,1
0,0,0,0,50,0,0,100,1
70,100,100,100,10,0,0,0,0
50,100,50,0,20,100,0,0,0
0,50,95,0,10,1,50,0,0
100,100,100,100,50,25,80,1,0
0,0,0,0,85,86,0,100,1
0,75,67,95,50,20,5,10,1
100,100,100,0,25,0,5,0,0
99,95,100,75,0,0,50,25,0
75,,100,50,25,,5,99,0
100,60,0,0,5,100,0,0,0
100,0,5,0,0,100,100,100,1
80,,,100,75,,,50,1
50,,,98,50,,,50,1
50,100,79,100,60,100,50,100,1
100,0,0,75,50,0,10,0,1
25,,,100,90,,,0,1
75,50,90,50,75,10,50,50,0
99,99,99,99,1,0,0,0,1
90,50,,80,10,75,,0,1
95,100,100,100,5,0,0,0,0
99,100,100,100,1,0,0,0,0
,90,90,90,,0,100,0,0
100,50,5,,75,50,95,75,0
85,50,,50,0,0,,0,0
100,85,,100,25,10,,10,1
90,70,75,50,90,40,75,25,1
90,0,,,5,0,,,0
85,99,98,100,0,1,3,0,1
50,75,50,5,50,50,,50,1
90,0,50,,85,60,75,,1
0,100,100,100,10,60,10,50,1
80,100,69,89,20,69,10,10,0
50,50,30,99,5,100,100,0,1
0,87,10,21,100,10,15,15,0
20,80,0,0,15,10,0,0,1
0,9,0,0,0,0,0,95,1
100,100,100,99,0,0,0,5,1
100,100,99,99,15,50,0,10,0
,0,0,0,,0,0,0,0
50,90,0,70,0,0,50,10,0
0,0,0,0,0,60,0,0,1
100,0,50,100,19,50,50,99,1
100,100,100,100,0,0,0,75,1
100,99,99,100,89,98,70,75,1
60,90,100,99,15,20,10,0,0
95,90,90,95,2,2,1,1,0
50,97,100,100,0,5,0,0,1
0,30,65,66,5,25,33,33,0
100,50,,,0,0,,,0
0,0,0,0,0,0,100,100,1
90,75,75,,0,5,15,,0
60,,,0,80,,,80,0
100,100,0,0,50,90,0,100,1
5,100,90,100,0,0,0,0,1
75,,97,90,25,,50,4,1
98,100,0,100,99,0,0,50,0
100,35,85,100,5,5,85,0,0
100,100,100,0,0,0,0,0,0
99,80,80,100,20,30,50,10,1
80,90,100,95,20,0,0,0,1
25,0,0,0,99,100,0,100,0
5,100,100,90,25,15,30,80,1
0,0,99,80,100,40,0,0,0
100,100,100,0,0,0,10,0,1
40,95,99,100,10,5,1,2,1
,99,100,100,,0,0,0,0
0,,,,1,,,,1
80,60,75,60,50,40,10,40,0
50,50,75,100,25,50,50,50,1
99,100,100,100,,0,,,1
100,100,25,50,50,90,0,0,0
90,99,50,80,90,50,75,90,0
50,100,50,80,0,0,0,5,1
75,85,90,,50,10,2,,1
33,100,98,,13,0,98,,0
50,1,75,100,10,99,50,50,0
90,90,60,100,20,10,50,50,0
0,50,100,75,10,50,50,10,0
0,100,0,0,28,100,100,50,1
75,70,40,10,0,50,50,90,1
90,,,,10,,,,1
90,50,75,99,50,50,50,1,0
85,60,50,0,1,45,30,0,1
32,32,3,65,50,5,0,15,0
35,15,5,2,10,80,25,25,0
50,80,87,88,55,5,95,5,1
99,0,0,99,99,50,90,99,1
99,99,99,100,5,1,1,1,0
0,90,80,100,50,0,0,0,0
90,55,95,75,45,10,10,50,0
20,75,70,20,50,75,40,70,0
99,100,100,100,25,9,10,80,1
60,0,100,100,90,50,80,85,0
90,40,40,90,20,10,0,10,0
50,100,100,100,10,0,15,0,1
30,50,100,100,80,100,50,0,1
68,50,99,60,25,50,30,40,0
100,98,100,75,100,60,10,45,0
75,100,100,100,50,5,0,0,1
90,99,100,100,0,0,50,0,1
100,100,0,0,0,0,0,0,1
69,100,40,100,100,50,50,100,0
5,100,0,99,5,0,100,66,0
0,0,0,0,100,0,100,100,1
50,33,99,,0,0,0,,0
99,90,75,90,1,10,5,0,0
60,50,80,70,80,10,20,40,0
99,0,30,0,99,1,50,90,1
50,100,100,100,15,60,20,50,0
100,100,95,85,100,0,50,99,1
100,100,100,100,100,5,100,0,0
99,90,0,,10,10,90,,1
99,75,50,75,25,0,50,30,1
100,100,100,100,0,100,0,50,1
0,100,0,100,100,0,99,89,1
100,100,99,99,50,,70,30,1
75,,100,,75,,0,,1
90,0,,0,95,50,0,95,1
100,100,100,100,50,0,0,25,0
95,85,85,75,65,15,10,50,1
,50,90,75,,15,90,0,0
2,70,75,65,0,0,0,0,0
99,95,100,100,5,10,0,50,1
100,100,90,100,0,,90,50,0
100,0,70,0,0,50,30,50,1
0,0,,0,0,0,,0,1
,100,100,100,,0,50,0,0
85,50,,,50,,,,0
100,,0,0,75,0,100,100,1
80,85,95,80,80,75,40,40,0
0,0,35,50,100,100,100,30,1
2,75,100,50,8,50,0,50,0
0,100,75,100,0,0,40,0,1
100,95,100,90,0,0,0,0,1
0,50,0,1,0,50,50,50,1
5,0,25,60,5,0,75,95,1
0,100,100,75,5,0,2,50,1
0,1,,,95,0,100,,1
0,90,0,99,5,100,100,5,1
10,50,25,50,90,90,80,90,1
50,0,0,0,35,60,0,50,0
100,50,75,0,70,0,0,90,0
60,100,90,40,70,70,50,75,1
60,99,99,99,1,10,1,99,0
90,95,80,100,15,1,0,10,0
50,0,50,70,50,55,50,0,0
0,100,99,99,2,90,50,75,0
10,90,0,10,50,0,100,100,0
,100,,,,0,,,0
100,100,100,99,,50,0,0,1
90,,97,75,0,,0,0,0
,50,75,75,,50,80,20,1
100,50,80,100,0,0,20,50,0
0,0,100,100,0,50,1,1,0
95,0,99,,,0,0,,1
0,75,100,100,90,10,90,,1
50,100,100,100,20,45,0,40,0
100,100,100,100,50,100,60,80,1
95,50,50,100,99,0,50,12,0
50,0,0,0,25,50,10,50,1
100,50,70,75,25,0,25,0,1
50,,99,99,0,,90,1,1
100,100,99,100,80,50,10,10,0
20,99,90,85,100,0,0,0,0
100,100,100,100,0,0,0,0,0
75,30,90,100,0,10,0,0,0
100,0,50,0,60,0,50,0,0
75,50,25,50,25,50,0,0,0
0,50,50,75,20,40,0,75,0
5,30,,40,70,,,50,0
0,,,0,0,,,0,0
99,40,50,100,5,40,10,0,1
75,50,50,50,10,,75,0,0
100,100,,75,25,0,,50,1
100,100,100,100,10,0,0,0,0
90,100,99,90,2,2,1,0,0
12,68,85,50,12,1,20,3,0
75,75,90,,25,50,50,,0
90,75,0,60,10,0,75,0,0
25,50,85,50,10,25,25,50,1
100,,,,0,,,,1
90,,,,10,,,,1
99,0,0,0,1,50,1,10,1
99,99,99,99,0,0,1,0,0
80,50,,,80,35,,,0
100,95,,,0,0,,,0
75,100,40,30,50,0,10,20,0
90,70,70,70,70,0,10,30,0
60,100,100,100,50,50,0,0,0
0,80,100,100,0,54,0,50,1
100,10,100,0,50,0,100,50,0
99,75,99,99,15,10,0,0,1
100,,,,,,,,0
99,50,100,100,0,20,100,99,0
0,0,0,95,50,50,35,85,1
100,0,,0,0,0,,1,0
100,100,,,50,0,,,0
75,95,85,95,40,15,50,5,1
50,75,99,50,100,15,0,0,0
50,90,80,80,100,50,50,50,0
75,100,100,100,25,75,0,100,1
100,100,80,100,0,0,0,0,0
93,0,,,3,0,,,0
10,100,90,50,0,0,1,0,0
100,100,100,100,0,0,0,0,0
100,80,50,50,50,50,20,0,1
90,100,100,100,10,0,0,0,0
2,0,100,0,10,100,50,100,0
0,100,70,100,50,50,30,0,1
80,100,80,100,0,0,0,100,0
0,75,45,0,0,0,0,0,0
99,0,100,100,0,0,0,0,1
100,90,50,100,50,1,50,50,1
90,1,2,89,1,2,1,99,0
50,100,0,100,25,25,9,0,1
100,97,45,75,50,0,85,25,1
90,50,99,50,40,5,1,10,1
50,100,100,100,75,2,100,10,1
50,50,50,100,90,50,100,50,1
0,0,0,0,50,0,0,0,1
95,,,,50,,,,1
100,1,0,1,1,51,3,1,0
50,0,100,100,75,0,100,5,1
100,100,100,100,20,0,0,50,1
10,90,0,50,0,50,100,50,1
100,0,100,100,100,0,0,25,1
0,0,1,0,90,50,50,5,0
90,99,80,100,20,99,0,0,0
100,99,99,95,5,90,50,5,0
50,0,0,0,0,0,0,0,1
90,100,0,100,0,0,0,1,1
100,60,0,100,0,50,50,0,0
100,100,100,100,50,0,0,0,1
100,100,100,100,0,0,10,0,0
0,,,,100,,,,1
0,0,100,50,0,0,50,0,1
100,0,,,75,50,,,0
100,,75,100,100,,85,0,0
0,0,50,0,90,100,25,95,1
75,99,99,100,30,0,0,0,0
80,4,90,70,75,90,40,10,0
100,100,100,20,0,100,100,60,1
90,50,96,99,0,0,0,0,0
60,90,99,99,30,10,50,3,0
100,85,100,99,100,15,1,50,1
,100,0,0,,0,0,0,0
95,99,98,0,0,70,95,,1
70,10,90,100,0,0,20,70,1
95,93,95,91,1,5,95,50,0
0,0,0,85,0,100,95,75,1
80,75,79,100,10,30,5,5,1
100,100,0,0,50,95,20,50,1
83,50,0,50,0,50,50,30,1
60,80,24,15,55,75,10,15,0
1,1,1,1,100,50,1,1,1
0,0,0,100,0,100,0,100,1
50,60,50,75,50,30,80,30,0
5,100,100,100,5,1,50,0,1
99,0,0,100,10,0,0,0,0
100,99,89,98,100,10,77,99,1
0,100,100,100,100,10,10,10,0
100,100,100,100,75,0,0,100,1
0,100,100,,0,0,0,,0
0,0,0,15,,100,100,15,1
75,98,90,95,75,0,0,0,1
50,85,99,,75,10,1,,1
100,100,92,100,80,10,48,10,0
1,0,50,,1,0,0,,1
38,85,90,99,50,5,0,0,0
75,78,10,100,25,43,80,50,0
2,50,50,50,0,25,0,30,0
85,90,70,100,90,50,30,70,1
100,80,70,100,0,60,20,0,1
75,40,50,50,15,20,10,50,1
0,100,100,45,0,90,1,36,1
40,,,,10,,,,0
50,0,100,0,30,,0,0,0
100,0,90,75,20,100,1,100,1
0,100,100,100,20,2,50,3,1
75,99,100,10,25,5,25,12,0
75,100,99,100,10,5,10,0,1
50,0,50,100,50,0,50,0,1
92,0,75,75,25,100,10,10,0
0,100,100,,0,10,0,,1
100,80,80,98,0,5,0,0,0
100,100,100,0,0,0,0,100,0
35,100,15,50,80,50,25,35,0
100,100,100,100,50,25,0,0,0
100,0,,100,99,0,,50,1
100,0,0,0,99,0,0,5,0
100,0,,,50,0,,,0
90,90,100,100,10,10,99,0,1
1,0,100,100,1,,100,0,0
98,100,100,80,5,50,5,90,0
0,99,85,100,0,0,0,0,0
100,0,0,100,0,0,0,0,1
100,,0,100,100,,0,0,1
100,1,50,50,50,90,95,50,0
15,0,0,0,95,100,100,90,0
100,100,100,90,12,0,20,50,1
50,65,90,80,0,0,0,10,0
50,25,25,20,15,0,25,40,0
50,90,95,80,90,50,50,40,1
99,99,,,99,0,,,0
100,,,,50,,,,1
0,75,99,100,100,15,5,,1
100,98,75,50,25,20,0,20,0
65,80,0,,1,5,100,,1
0,90,,98,0,2,,0,0
15,75,80,0,0,1,10,0,0
100,100,99,100,0,0,0,0,1
,0,0,0,,95,0,100,0
90,95,,,10,0,,,0
50,85,98,99,25,5,0,0,1
90,10,49,100,10,0,50,0,0
60,25,10,10,30,50,5,0,0
100,100,100,100,50,0,0,0,1
0,80,99,100,25,0,0,0,0
99,100,99,100,35,25,75,10,0
50,,100,100,50,,0,0,0
5,100,,80,90,0,,0,0
100,0,100,50,1,100,0,50,0
100,0,0,,0,0,0,,0
75,100,100,50,25,50,10,50,0
25,100,100,100,75,0,0,1,1
100,0,30,99,50,2,100,50,1
0,5,100,100,0,77,0,100,0
0,0,2,0,95,99,2,0,0
0,0,50,100,,0,50,5,1
95,98,0,99,20,80,100,10,1
99,,,,0,,,,0
60,90,60,10,80,10,60,90,1
90,75,,50,30,0,,0,0
95,80,100,99,0,0,50,25,0
5,0,0,,100,90,0,,1
,100,,,,5,,,1
99,100,,,25,25,,,0
5,80,80,,98,100,100,,0
0,100,,,0,1,,,1
90,,,,25,,,,1
100,100,100,99,33,1,1,10,0
50,90,100,0,50,90,0,50,1
98,100,100,75,75,0,0,0,1
10,80,100,,50,60,30,,1
75,70,70,60,50,10,50,60,0
99,85,90,40,0,25,50,30,1
100,0,0,100,0,0,0,0,0
99,99,100,100,10,25,2,2,1
50,,100,0,5,,0,100,1
100,0,1,,100,0,1,,0
,99,,0,,100,,95,0
50,99,5,50,80,50,95,50,1
100,98,90,99,0,0,0,0,1
100,95,100,100,0,4,50,10,1
100,100,99,99,0,0,1,50,1
50,100,,100,50,50,,,1
100,99,50,30,50,50,75,20,0
100,0,100,,50,0,50,,1
100,100,100,100,0,100,100,30,0
25,20,75,50,35,50,25,35,0
50,1,100,100,50,1,0,50,1
99,100,98,50,1,0,0,0,0
50,85,100,50,50,0,0,50,0
0,90,100,,10,10,0,,0
99,100,100,100,5,1,1,10,0
75,100,100,80,0,0,0,0,0
100,100,100,100,0,0,0,0,0
100,100,100,100,50,10,0,50,1
50,50,19,100,99,50,12,10,0
90,50,99,98,80,50,15,20,1
100,95,,,0,0,,,1
40,75,50,100,10,20,50,0,1
0,100,,,0,0,,,0
50,,100,,0,,0,,0
80,100,90,90,20,50,10,60,1
0,100,,,0,50,,,0
50,,75,90,0,,20,0,0
20,,,,20,,,,0
50,50,0,100,0,15,50,0,0
0,0,,,25,10,,,1
50,50,100,0,0,0,25,0,0
0,75,50,50,50,50,50,75,1
50,30,50,50,15,0,50,50,1
100,100,100,100,5,0,0,0,0
0,0,0,100,5,0,100,50,1
100,95,,100,5,5,,1,1
99,100,99,100,20,50,1,0,1
100,80,60,90,0,0,10,5,1
,0,30,15,,50,40,60,0
90,0,90,0,90,95,0,99,0
0,100,100,100,0,50,0,0,0
99,95,80,97,1,65,5,78,0
75,95,99,99,0,25,0,10,0
100,0,95,99,20,20,20,30,1
99,100,100,90,5,9,0,5,1
10,,100,100,50,,0,0,0
75,100,100,100,25,75,50,0,1
0,0,80,100,100,100,50,90,1
99,75,90,90,0,2,2,1,0
90,100,50,100,0,0,50,50,1
75,25,0,50,25,25,50,50,0
100,50,80,100,20,70,0,50,0
98,89,80,90,0,2,5,5,1
40,80,50,80,90,31,89,5,0
99,0,100,0,0,50,0,50,0
0,0,0,100,0,50,50,0,1
99,90,90,100,90,25,50,5,0
50,100,0,0,50,10,0,5,1
90,,,,1,,,,1
80,85,100,100,50,30,0,0,0
100,93,100,95,0,4,0,2,1
99,40,78,88,47,65,27,2,0
50,75,100,100,75,0,0,50,0
,90,80,50,,5,0,0,0
0,0,50,100,20,85,50,0,1
98,100,99,90,12,50,1,1,0
75,95,80,,75,50,90,,1
75,0,0,0,80,0,0,100,0
75,50,50,50,50,10,30,50,0
75,100,100,100,25,50,50,50,1
,99,99,95,,1,1,0,0
90,90,0,90,0,10,0,10,0
95,50,98,0,0,25,5,50,0
0,100,100,100,10,20,50,0,1
95,,70,100,30,50,5,10,0
50,95,50,50,50,15,50,50,1
75,50,100,100,0,0,0,0,0
95,99,100,0,50,2,0,98,1
50,20,,100,50,40,,70,0
90,97,,90,90,1,,99,1
80,89,,100,80,15,,20,1
65,80,40,50,30,40,50,30,1
90,99,,,5,1,,,0
75,100,,97,0,0,,3,1
75,0,0,50,5,79,100,0,0
100,0,10,0,1,0,5,,0
75,90,80,,25,0,50,,1
100,100,95,100,0,15,5,25,0
90,80,0,50,20,25,60,50,0
90,100,100,99,100,0,90,35,1
0,100,100,100,100,0,,5,1
75,75,,,75,15,,,1
0,100,,100,60,0,,0,0
100,,0,50,2,,90,75,1
0,0,0,0,85,,,,1
90,2,50,25,10,15,10,0,0
85,,,80,40,,,5,1
98,,,97,2,,,0,1
69,,75,70,68,,15,22,1
100,100,100,100,1,0,0,0,1
90,90,,,10,5,,,1
99,95,90,80,2,5,20,25,0
100,0,70,60,0,10,40,20,1
99,100,50,,12,99,20,,0
0,,,,0,,,,1
90,100,0,0,0,50,0,0,0
0,0,0,0,100,100,,100,1
50,99,100,100,80,50,0,0,1
100,100,0,98,50,50,0,50,1
100,100,,100,0,50,,50,1
100,,,100,50,,,5,1
100,99,100,100,50,50,50,0,1
0,65,70,25,50,35,90,75,1
75,0,0,0,25,50,90,100,0
25,,,,50,,,,1
0,85,55,50,0,10,55,60,0
80,80,99,100,20,10,30,80,1
100,50,,0,0,100,,0,0
90,98,100,0,0,0,4,0,0
0,90,,100,0,0,,85,1
50,99,100,0,0,0,0,0,1
55,0,0,10,45,10,0,100,1
5,0,,100,5,20,,50,0
100,,0,,50,,0,,1
95,,,,25,,,,0
100,50,,,50,50,,,1
50,,,50,25,,,50,0
75,0,80,0,0,50,1,0,0
50,100,100,,50,0,0,,0
95,,100,100,25,,0,0,1
50,,100,,25,,0,,0
75,50,100,100,25,50,50,100,1
90,85,100,,15,10,35,,1
0,0,99,20,50,0,30,20,0
50,0,0,0,0,20,10,5,1
100,100,100,100,50,0,0,0,0
80,50,100,100,12,10,0,2,1
20,2,0,90,10,9,99,20,1
80,80,95,50,10,20,20,25,0
95,99,90,95,90,20,95,75,0
90,95,90,85,10,50,25,50,1
80,50,100,100,60,75,50,25,1
50,0,90,75,20,50,10,20,0
2,50,30,90,95,50,30,75,1
,80,0,0,,10,0,40,0
0,95,100,0,50,10,0,100,1
100,0,100,100,50,50,80,50,1
100,50,100,0,90,0,0,10,1
70,60,80,50,20,5,0,0,0
