id,a13,a14,a15,a16,a17,a18,a19,a20,gen,race,income,birth_year,age
4880,,0,1,,,,,,1,0,9.22293965178084,1983,14
4881,,0,90,0,99,,,,1,0,9.45151209323403,1983,14
4882,,,,10,50,25,50,,1,0,10.0514295057142,1981,16
4883,,,50,0,0,0,,,0,0,10.9169009244799,1982,15
4884,,,,,100,50,75,0,0,0,10.1268718851424,1980,17
4885,,60,100,90,40,,,,1,0,9.22325543066568,1983,14
4886,60,99,99,99,,,,,0,0,9.78024095984434,1984,13
4887,,90,95,80,100,,,,0,0,10.1916573514996,1983,14
4889,,,50,0,50,70,,,0,0,10.7360164801804,1982,15
4890,,0,100,99,99,,,,0,0,10.1014275167135,1983,14
4891,,,10,90,0,10,,,0,0,10.4780758636794,1982,15
4892,,,,100,,,,,0,0,9.76796388848543,1982,15
4893,,,,,100,100,100,99,1,0,9.20689421510261,1980,17
4894,,,,,90,,97,75,0,0,9.08157102829969,1980,17
4895,,,,50,75,75,,,1,0,9.63947469473651,1982,15
4896,,,100,50,80,100,,,0,0,10.4383971443294,1982,15
4897,0,0,100,100,,,,,0,0,10.3028763067559,1984,13
4898,,,95,0,99,,,,1,0,9.66957821496784,1982,15
4899,,,0,75,100,100,,,1,0,9.92648558664005,1982,15
4900,,,,,50,100,100,100,0,0,11.1292520015907,1980,17
4901,,,,,100,100,100,100,1,0,10.134281176984,1980,17
4902,,95,50,50,100,,,,0,0,10.0864780304592,1983,14
4903,,50,0,0,0,,,,1,1,8.97201928606928,1983,14
4904,,,,100,50,70,75,,1,0,9.78546819465484,1981,16
4905,,50,,99,99,,,,1,0,8.64941551829097,1983,14
4906,,100,100,99,100,,,,0,0,10.9634045028954,1983,14
4907,20,99,90,85,,,,,0,0,9.50466355478063,1984,13
4908,,,,,100,100,100,100,0,0,10.0452961583932,1980,17
4909,,,75,30,90,100,,,0,0,9.26392332579654,1982,15
4910,100,0,50,0,,,,,0,0,8.9220405454377,1984,13
4911,,,75,50,25,50,,,0,0,10.0930432474668,1982,15
4912,0,50,50,75,,,,,0,0,10.2543271842276,1984,13
4913,5,30,,40,,,,,0,0,9.16581172456478,1984,13
4914,,0,,,0,,,,0,0,9.59933280318665,1983,14
4915,,,,,99,40,50,100,1,0,9.43193627134773,1980,17
4916,,75,50,50,50,,,,0,0,10.1990255177504,1983,14
4917,,,,100,100,,75,,1,0,8.77541057223397,1981,16
4918,,,,100,100,100,100,,0,0,10.2486281187939,1981,16
4919,90,100,99,90,,,,,0,0,10.3877347188385,1984,13
4920,12,68,85,50,,,,,0,0,9.55126595309807,1984,13
4921,,,,75,75,90,,,0,0,10.8202595405789,1981,16
4922,,90,75,0,60,,,,0,0,9.30041759175539,1983,14
4923,,25,50,85,50,,,,1,0,8.70552261117703,1983,14
4924,,,,100,,,,,1,0,9.18506280933301,1981,16
4925,,90,,,,,,,1,0,9.44581469308473,1983,14
4926,,,,,99,0,0,0,1,0,10.0653822921831,1980,17
4927,,99,99,99,99,,,,0,0,10.3427848607041,1983,14
4928,,,,,80,50,,,0,0,9.28123548924604,1980,17
4929,,,100,95,,,,,0,0,10.0939123467856,1982,15
4930,75,100,40,30,,,,,0,0,9.77721593663131,1984,13
4931,,,90,70,70,70,,,0,0,10.4806458556128,1982,15
4932,,,60,100,100,100,,,0,0,9.95126084433909,1982,15
4933,,,,0,80,100,100,,1,0,9.50589311453214,1981,16
4934,100,10,100,0,,,,,0,0,9.63462540647202,1984,13
4935,99,75,99,99,,,,,1,0,9.51638765304605,1984,13
4936,,,100,,,,,,0,1,6.93189127110476,1982,15
4937,,99,50,100,100,,,,0,1,9.22867115214287,1983,14
4938,,0,0,0,95,,,,1,0,8.93249567578624,1983,14
4939,,,,100,0,,0,,0,0,10.9428082305297,1981,16
4940,,,100,100,,,,,0,0,10.5136801091754,1982,15
4941,75,95,85,95,,,,,1,0,9.63075216116967,1984,13
4942,,,,50,75,99,50,,0,0,10.4642999988278,1981,16
4943,,,50,90,80,80,,,0,0,9.84038575316826,1982,15
4944,,75,100,100,100,,,,1,0,9.87607706969929,1983,14
4945,,,,,100,100,80,100,0,0,10.6074035554426,1980,17
4946,,93,0,,,,,,0,0,10.6053528486777,1983,14
4947,,10,100,90,50,,,,0,0,9.24772779383052,1983,14
4948,,,,100,100,100,100,,0,0,10.5341643336263,1981,16
4949,,100,80,50,50,,,,1,0,10.2067036521583,1983,14
4950,,,,,90,100,100,100,0,0,10.0368715608878,1980,17
4951,,2,0,100,0,,,,0,0,10.2302677447827,1983,14
4952,0,100,70,100,,,,,1,0,9.95236396034446,1984,13
4953,,,,,80,100,80,100,0,0,9.73594216183864,1980,17
4954,,,0,75,45,0,,,0,0,8.54488458159886,1982,15
4955,,,,99,0,100,100,,1,0,10.4045775000973,1981,16
4956,100,90,50,100,,,,,1,0,8.83876420606582,1984,13
4957,,90,1,2,89,,,,0,0,9.34895209906964,1983,14
4958,50,100,0,100,,,,,1,0,8.89428659424998,1984,13
4959,100,97,45,75,,,,,1,0,9.71623632693077,1984,13
4960,,,,,90,50,99,50,1,0,9.27797602350966,1980,17
4961,,,,,50,100,100,100,1,0,8.60048197863,1980,17
4962,50,50,50,100,,,,,1,0,10.2674682893484,1984,13
4963,,,,,0,0,0,0,1,0,9.58111242164598,1980,17
4964,,95,,,,,,,1,0,9.89314857536521,1983,14
4965,,,100,1,0,1,,,0,0,9.18907087029546,1982,15
4966,50,0,100,100,,,,,1,0,9.60676624213919,1984,13
4967,,100,100,100,100,,,,1,0,9.73125387784888,1983,14
4968,,10,90,0,50,,,,1,0,10.1037562373401,1983,14
4969,,100,0,100,100,,,,1,0,10.0397195980582,1983,14
4970,,,,,0,0,1,0,0,0,10.4636994235202,1980,17
4971,,90,99,80,100,,,,0,0,9.2874744209036,1983,14
4972,,,,,100,99,99,95,0,0,10.2012218741544,1980,17
4973,,,,,50,0,0,0,1,0,10.3939721677383,1980,17
4974,,,,90,100,0,100,,1,0,8.8794862488397,1981,16
4975,,100,60,0,100,,,,0,0,8.98465623581856,1983,14
4976,,,,100,100,100,100,,1,0,8.75085425813145,1981,16
4977,100,100,100,100,,,,,0,0,8.87743773017098,1984,13
4978,,,0,,,,,,1,0,8.4710330652375,1982,15
4979,0,0,100,50,,,,,1,0,8.92350468763989,1984,13
4980,100,0,,,,,,,0,0,10.2508293661522,1984,13
4981,100,,75,100,,,,,0,0,9.36212956829531,1984,13
4982,,,,0,0,50,0,,1,0,10.0635637834786,1981,16
4983,,75,99,99,100,,,,0,0,10.1610756658059,1983,14
4984,,,,80,4,90,70,,0,0,10.2534715842801,1981,16
4985,,,,,100,100,100,20,1,0,9.85730288120463,1980,17
4986,,,,90,50,96,99,,0,0,10.6197019576227,1981,16
4987,,60,90,99,99,,,,0,0,10.2065078655605,1983,14
4988,,,,,100,85,100,99,1,0,9.029346878287,1980,17
4989,,,,100,0,0,,,0,0,9.26128118238756,1982,15
4990,,,95,99,98,0,,,1,0,9.74300304806349,1982,15
4991,70,10,90,100,,,,,1,0,9.59464954185768,1984,13
4992,,,,95,93,95,91,,0,0,10.6760782043877,1981,16
4993,,,0,0,0,85,,,1,0,9.97690963892287,1982,15
4994,80,75,79,100,,,,,1,0,8.3434880682463,1984,13
4995,,,,100,100,0,0,,1,0,10.297324962815,1981,16
4996,,83,50,0,50,,,,1,0,10.052914020376,1983,14
4997,,60,80,24,15,,,,0,0,10.4012199820945,1983,14
4998,,,1,1,1,1,,,1,1,10.0921259963506,1982,15
4999,,0,0,0,100,,,,1,1,9.9128635147326,1983,14
5000,,,50,60,50,75,,,0,0,9.70938875148112,1982,15
5001,,5,100,100,100,,,,1,0,10.0548855834839,1983,14
5002,,99,0,0,100,,,,0,0,8.27886970331641,1983,14
5003,100,99,89,98,,,,,1,0,8.52944415786748,1984,13
5004,,0,100,100,100,,,,0,0,10.5395406408725,1983,14
5005,100,100,100,100,,,,,1,0,9.80552147410217,1984,13
5006,,0,100,100,,,,,0,0,10.3959144396289,1983,14
5007,0,0,0,15,,,,,1,0,9.17381064225823,1984,13
5008,,75,98,90,95,,,,1,0,8.81041348606111,1983,14
5009,,,,,50,85,99,,1,0,9.39602071864538,1980,17
5010,,,,,100,100,92,100,0,0,10.2795338988534,1980,17
5011,,,,1,0,50,,,1,0,9.85454754445924,1981,16
5012,,,,,38,85,90,99,0,0,9.15188260774195,1980,17
5013,,,75,78,10,100,,,0,0,9.81155731017994,1982,15
5014,,,,2,50,50,50,,0,0,9.78353619564365,1981,16
5015,,85,90,70,100,,,,1,0,8.94928161671173,1983,14
5016,,,,100,80,70,100,,1,0,9.24523134846558,1981,16
5017,,,,75,40,50,50,,1,0,9.61202345639014,1981,16
5018,0,100,100,45,,,,,1,0,8.84053472579954,1984,13
5019,,,,40,,,,,0,0,10.5959855071649,1981,16
5020,,,,50,0,100,0,,0,1,9.74892606642556,1981,16
5021,,100,0,90,75,,,,1,0,10.2286983397321,1983,14
5022,,0,100,100,100,,,,1,0,8.54293304034358,1983,14
5023,,,75,99,100,10,,,0,0,8.93805661922202,1982,15
5024,,,75,100,99,100,,,1,0,10.0688071942385,1982,15
5025,,50,0,50,100,,,,1,0,9.40712629119998,1983,14
5026,,92,0,75,75,,,,0,1,9.6405258619412,1983,14
5027,,,,,0,100,100,,1,0,10.1833767996719,1980,17
5028,,,,100,80,80,98,,0,0,10.2260664074615,1981,16
5029,,100,100,100,0,,,,0,0,10.3285134314398,1983,14
5030,,35,100,15,50,,,,0,0,9.32421808948271,1983,14
5031,,,,100,100,100,100,,0,0,10.8737673063286,1981,16
5032,,,,,100,0,,100,1,0,9.55597929753915,1980,17
5033,,,100,0,0,0,,,0,0,10.067622315811,1982,15
5034,,,100,0,,,,,0,0,9.14386929419921,1982,15
5035,,,,,90,90,100,100,1,0,10.5038257652923,1980,17
5036,,,,,1,0,100,100,0,0,9.29929095868559,1980,17
5037,,,,98,100,100,80,,0,0,10.6083450204279,1981,16
5038,,,,0,99,85,100,,0,0,9.10874606581269,1981,16
5039,,,100,0,0,100,,,1,0,7.56563960249322,1982,15
5040,,,100,,0,100,,,1,0,7.16200133621336,1982,15
5041,100,1,50,50,,,,,0,0,10.4949386513547,1984,13
5042,,,,,15,0,0,0,0,0,9.22661286119395,1980,17
5043,100,100,100,90,,,,,1,1,9.81942710554798,1984,13
5044,,,,50,65,90,80,,0,0,10.3344298702393,1981,16
5045,,,,50,25,25,20,,0,0,9.7002230616602,1981,16
5046,,,,,50,90,95,80,1,0,9.90937057663932,1980,17
5047,,,,99,99,,,,0,0,8.80133434730964,1981,16
5048,,,100,,,,,,1,0,9.24404759839449,1982,15
5049,,0,75,99,100,,,,1,1,8.63195515587785,1983,14
5050,100,98,75,50,,,,,0,1,9.60464110810743,1984,13
5051,,,,65,80,0,,,1,0,9.59612340317538,1981,16
5052,,0,90,,98,,,,0,0,10.5383631795815,1983,14
5053,,,,15,75,80,0,,0,0,9.60169988669888,1981,16
5054,,,,,100,100,99,100,1,0,10.2385271921192,1980,17
5055,,,0,0,0,,,,0,0,5.82316976879928,1983,14
5056,,,,,90,95,,,0,0,10.1237660593048,1980,17
5057,,,50,85,98,99,,,1,1,9.73968015991436,1982,15
5058,,,,,90,10,49,100,0,0,10.1372187824102,1980,17
5059,,,60,25,10,10,,,0,0,9.84976561097445,1982,15
5060,,,,100,100,100,100,,1,0,10.3367683320194,1981,16
5061,,,,,0,80,99,100,0,0,8.98896659243277,1980,17
5062,99,100,99,100,,,,,0,1,9.28837436876893,1984,13
5063,,50,,100,100,,,,0,0,8.58793155914241,1983,14
5064,,5,100,,80,,,,0,0,8.99887933600147,1983,14
5065,,,,,100,0,100,50,0,0,10.4664690697241,1980,17
5066,,100,0,0,,,,,0,0,6.89669961059617,1983,14
5067,75,100,100,50,,,,,0,0,9.66690804231486,1984,13
5068,,,25,100,100,100,,,1,1,10.6391445074201,1982,15
5069,100,0,30,99,,,,,1,1,8.87198096832094,1984,13
5070,0,5,100,100,,,,,0,1,9.5031098657208,1984,13
5071,,,0,0,2,0,,,0,0,11.1349368860772,1982,15
5072,,,,0,0,50,100,,1,1,9.57597215195276,1981,16
5073,,,95,98,0,99,,,1,0,8.95182507014328,1982,15
5074,,,99,,,,,,0,0,7.24863367240322,1982,15
5075,,60,90,60,10,,,,1,0,9.34596286937071,1983,14
5076,,,,,90,75,,50,0,0,9.24218991873218,1980,17
5077,,95,80,100,99,,,,0,0,9.88587363784099,1983,14
5078,,,5,0,0,,,,1,0,9.64520184277604,1982,15
5079,,,,,,100,,,1,0,7.85113332099568,1980,17
5080,,,,,99,100,,,0,0,10.0857081395773,1980,17
5081,,5,80,80,,,,,0,0,10.1486996531904,1983,14
5082,,,,,0,100,,,1,0,9.94957852421898,1980,17
5083,,,,90,,,,,1,0,9.90444762471727,1981,16
5084,,,100,100,100,99,,,0,0,9.64882008769555,1982,15
5085,50,90,100,0,,,,,1,0,9.80494667946769,1984,13
5086,,,98,100,100,75,,,1,0,10.3956133054224,1982,15
5087,,,,10,80,100,,,1,0,8.0971612895905,1981,16
5088,,,,75,70,70,60,,0,0,10.8757534316483,1981,16
5089,99,85,90,40,,,,,1,0,7.92839906535267,1984,13
5090,,,100,0,0,100,,,0,0,9.57344842966474,1982,15
5091,99,99,100,100,,,,,1,0,9.55158841009193,1984,13
5092,,,,,50,,100,0,1,0,7.91976710168513,1980,17
5093,,100,0,1,,,,,0,0,8.38910373042664,1983,14
5094,,,,,,99,,0,0,0,9.20391314492307,1980,17
5095,50,99,5,50,,,,,1,0,8.63167082767147,1984,13
5096,,100,98,90,99,,,,1,0,9.80011880066858,1983,14
5097,,100,95,100,100,,,,1,0,9.64528520882428,1983,14
5098,,100,100,99,99,,,,1,0,10.1950738713941,1983,14
5099,,,,50,100,,100,,1,0,8.41796121453355,1981,16
5100,,,100,99,50,30,,,0,0,10.4619815562823,1982,15
5101,,,,100,0,100,,,1,0,9.97700433870036,1981,16
5102,,,,,100,100,100,100,0,1,10.1731423635466,1980,17
5103,,,,,25,20,75,50,0,0,9.77942439994705,1980,17
5104,50,1,100,100,,,,,1,0,8.24320088121046,1984,13
5105,,,99,100,98,50,,,0,0,8.62034088914115,1982,15
5106,,,,50,85,100,50,,0,0,9.73722585513427,1981,16
5107,0,90,100,,,,,,0,0,10.9319325838532,1984,13
5108,,,99,100,100,100,,,0,0,10.0575815434673,1982,15
5109,,,,,75,100,100,80,0,0,10.2087512387371,1980,17
5110,100,100,100,100,,,,,0,0,10.1508546431028,1984,13
5111,,,,,100,100,100,100,1,0,9.84986959395243,1980,17
5112,50,50,19,100,,,,,0,0,10.2380919087362,1984,13
5113,90,50,99,98,,,,,1,0,8.02555467815524,1984,13
5114,,,,100,95,,,,1,0,8.98887788477411,1981,16
5115,,,,40,75,50,100,,1,0,9.66889659627741,1981,16
5116,,,,0,100,,,,0,0,10.5558806232459,1981,16
5117,,,50,,100,,,,0,0,10.5098876879868,1982,15
5118,,,80,100,90,90,,,1,0,10.4941159599448,1982,15
5119,0,100,,,,,,,0,0,10.4435374367581,1984,13
5120,,,,50,,75,90,,0,1,10.4117765012452,1981,16
5121,,20,,,,,,,0,0,9.56183564120595,1983,14
5122,,50,50,0,100,,,,0,0,6.1626431572552,1983,14
5123,,,,0,0,,,,1,0,9.60355405962102,1981,16
5124,,,,50,50,100,0,,0,0,10.2461590800276,1981,16
5125,,0,75,50,50,,,,1,0,8.67200738709351,1983,14
5126,50,30,50,50,,,,,1,1,7.25491117302991,1984,13
5127,,,,,100,100,100,100,0,1,10.7597480399296,1980,17
5128,,0,0,0,100,,,,1,0,10.353792062661,1983,14
5129,100,95,,100,,,,,1,0,9.77400432206635,1984,13
5130,,,,99,100,99,100,,1,0,9.08065406353816,1981,16
5131,,100,80,60,90,,,,1,0,9.58032835712013,1983,14
5132,,,,,,0,30,15,0,0,10.0122342412861,1980,17
5133,,,90,0,90,0,,,0,0,9.65444703198659,1982,15
5134,0,100,100,100,,,,,0,0,9.32673521598992,1984,13
5135,,,99,95,80,97,,,0,0,10.3525187622,1982,15
5136,,75,95,99,99,,,,0,1,9.943499383089,1983,14
5137,,,,,100,0,95,99,1,0,10.3404306772347,1980,17
5138,,,99,100,100,90,,,1,0,8.46678080924777,1982,15
5139,,,,10,,100,100,,0,1,10.9912240325852,1981,16
5140,75,100,100,100,,,,,1,1,10.0633674994614,1984,13
5141,,0,0,80,100,,,,1,0,6.4520385806662,1983,14
5142,,,99,75,90,90,,,0,0,9.66616047178519,1982,15
5143,90,100,50,100,,,,,1,0,9.65340777147135,1984,13
5144,,,75,25,0,50,,,0,0,10.9181054094638,1982,15
5145,,,100,50,80,100,,,0,0,9.79053641098073,1982,15
5146,,,,,98,89,80,90,1,0,10.3631283335253,1980,17
5147,,40,80,50,80,,,,0,0,9.58231420988588,1983,14
5148,,,,99,0,100,0,,0,0,10.1196865858851,1981,16
5149,,,,0,0,0,100,,1,0,9.0603494543653,1981,16
5150,,99,90,90,100,,,,0,0,10.4204109842036,1983,14
5151,50,100,0,0,,,,,1,0,9.06557272356212,1984,13
5152,,,,90,,,,,1,1,8.81721605363544,1981,16
5153,,,80,85,100,100,,,0,1,9.8039104438224,1982,15
5154,,,,100,93,100,95,,1,0,9.97870215703383,1981,16
5155,,99,40,78,88,,,,0,0,9.9780188115041,1983,14
5156,50,75,100,100,,,,,0,0,9.96422884874316,1984,13
5157,,,,,90,80,50,,0,0,9.97780015246768,1981,16
5158,,,0,0,50,100,,,1,0,10.3950460600263,1982,15
5159,,,,98,100,99,90,,0,0,10.1547227413194,1981,16
5160,,75,95,80,,,,,1,1,9.6245481660918,1983,14
5161,,,75,0,0,0,,,0,1,9.28118584652526,1982,15
5162,,,75,50,50,50,,,0,0,10.2928696177618,1982,15
5163,,75,100,100,100,,,,1,0,9.78777461185792,1983,14
5164,,,,99,99,95,,,0,0,9.3679335677912,1982,15
5165,,,90,90,0,90,,,0,0,10.5588321849265,1982,15
5166,,,,,95,50,98,0,0,0,10.5558904815228,1980,17
5167,,0,100,100,100,,,,1,0,8.48135614696118,1983,14
5170,,,,95,,70,100,,0,1,5.72547240515441,1981,16
5171,,50,95,50,50,,,,1,0,8.9011889173959,1983,14
5172,,,,75,50,100,100,,0,0,10.5648869472779,1981,16
5173,,95,99,100,0,,,,1,0,7.32469691621126,1983,14
5174,50,20,,100,,,,,0,0,9.61675104786121,1984,13
5175,,90,97,,90,,,,1,0,8.86391870773822,1983,14
5176,80,89,,100,,,,,1,0,9.44320457597193,1984,13
5177,,,,65,80,40,50,,1,1,8.3490848218923,1981,16
5178,,,,90,99,,,,0,0,10.8629850572513,1981,16
5179,,75,100,,97,,,,1,0,9.73148780196897,1983,14
5180,,,,,75,0,0,50,0,0,10.6504006255919,1980,17
5181,,100,0,10,0,,,,0,0,10.2010903156342,1983,14
5182,,,,75,90,80,,,1,0,9.92767328470285,1981,16
5183,,,,100,100,95,100,,0,0,9.87339797537176,1981,16
5184,,,90,80,0,50,,,0,0,10.4940475705558,1982,15
5185,,,90,100,100,99,,,1,0,9.41661260562091,1982,15
5186,,,,0,100,100,100,,1,0,10.1046862954817,1981,16
5187,,75,75,,,,,,1,0,9.92291711707776,1983,14
5188,,0,100,,100,,,,0,0,9.90734667568269,1983,14
5189,,,,,100,,0,50,1,0,10.0279369999391,1980,17
5190,,,,0,0,0,0,,1,0,10.251098939099,1981,16
5191,,,,90,2,50,25,,0,0,10.1978810282395,1981,16
5192,,,85,,,80,,,1,0,10.3992031195136,1982,15
5193,,98,,,97,,,,1,0,9.28709191566431,1983,14
5194,,,,,69,,75,70,1,0,10.3464090979583,1980,17
5195,,,100,100,100,100,,,1,0,10.5206056555971,1982,15
5196,,,,90,90,,,,1,0,10.3065668921226,1981,16
5197,,,,99,95,90,80,,0,0,10.1952276386266,1981,16
5198,100,0,70,60,,,,,1,0,9.65754817558749,1984,13
5199,,99,100,50,,,,,0,0,10.0997653828086,1983,14
5200,0,,,,,,,,1,0,7.70292215121065,1984,13
5201,,,,90,100,0,0,,0,0,10.6978941007617,1981,16
5202,,,,0,0,0,0,,1,1,10.0956633605035,1981,16
5203,,,,,50,99,100,100,1,0,9.58016763278004,1980,17
5204,100,100,0,98,,,,,1,0,9.42573597584994,1984,13
5205,,,,100,100,,100,,1,0,10.0181423285767,1981,16
5206,,100,,,100,,,,1,0,10.1998860652745,1983,14
5207,,,,100,99,100,100,,1,0,6.80276537875637,1981,16
5208,0,65,70,25,,,,,1,0,8.97120607839637,1984,13
5209,,,,75,0,0,0,,0,0,9.77182475402742,1981,16
5210,,,,,25,,,,1,0,10.3862485667298,1980,17
5211,0,85,55,50,,,,,0,0,9.80082212407186,1984,13
5212,,,80,80,99,100,,,1,0,9.22167523978135,1982,15
5213,100,50,,0,,,,,0,0,10.5472817597639,1984,13
5214,,90,98,100,0,,,,0,0,8.39019282504796,1983,14
5215,,,,,0,90,,100,1,0,9.30249421502809,1980,17
5216,,,,,50,99,100,0,1,0,8.85679864394385,1980,17
5217,55,0,0,10,,,,,1,0,7.98455391225143,1984,13
5218,5,0,,100,,,,,0,0,10.0309672347553,1984,13
5219,,,,100,,0,,,1,0,10.121394685276,1981,16
5220,95,,,,,,,,0,0,10.4790446953794,1984,13
5221,,100,50,,,,,,1,0,9.07313486292418,1983,14
5222,,,,,50,,,50,0,0,11.5673923596032,1980,17
5223,75,0,80,0,,,,,0,0,9.13455635301326,1984,13
5224,,,,50,100,100,,,0,0,9.81908931902903,1981,16
5225,,95,,100,100,,,,1,0,8.15401178348462,1983,14
5226,,,,,50,,100,,0,0,10.184365899554,1980,17
5227,,,,75,50,100,100,,1,0,9.94102602257407,1981,16
5228,,90,85,100,,,,,1,0,8.57944139336425,1983,14
5229,,,,0,0,99,20,,0,0,10.4692143916842,1981,16
5230,,,50,0,0,0,,,1,0,10.2760443105327,1982,15
5231,,,,,100,100,100,100,0,0,10.3976759321049,1980,17
5232,,,,80,50,100,100,,1,1,9.5442504692234,1981,16
5233,20,2,0,90,,,,,1,0,9.64944545930513,1984,13
5234,80,80,95,50,,,,,0,0,10.4441893597102,1984,13
5235,,,,,95,99,90,95,0,0,10.7255885809302,1980,17
5236,,,,90,95,90,85,,1,0,9.90511189761998,1981,16
5237,,,,80,50,100,100,,1,0,9.34894633052002,1981,16
5238,50,0,90,75,,,,,0,0,9.98232187628964,1984,13
5239,2,50,30,90,,,,,1,0,8.83052485557968,1984,13
5240,,,,,,80,0,0,0,1,9.14036310546284,1980,17
5241,,0,95,100,0,,,,1,0,9.20200446793387,1983,14
5242,,,,,100,0,100,100,1,0,10.6144428450101,1980,17
5243,,,100,50,100,0,,,1,0,8.47601224330851,1982,15
5244,,,70,60,80,50,,,0,0,10.0922938106208,1982,15
5245,100,0,25,100,,,,,0,0,10.0601431137072,1984,13
5246,85,100,99,60,,,,,0,0,8.41367419795391,1984,13
5247,,70,65,60,50,,,,1,0,9.31715687750513,1983,14
5248,,75,0,0,90,,,,0,0,9.17998915784895,1983,14
5249,,,80,95,90,95,,,0,0,10.3497286747391,1982,15
5250,,,,100,50,100,100,,0,0,9.98296635083379,1981,16
5251,,,,10,50,10,0,,1,0,9.80989067013587,1981,16
5252,,,0,0,5,0,,,0,0,9.2564397564064,1982,15
5253,,,,100,100,99,100,,1,0,10.3286789989198,1981,16
5254,0,50,,0,,,,,0,0,10.0290317857037,1984,13
5255,100,99,100,100,,,,,0,0,10.4186318034202,1984,13
5256,75,100,100,99,,,,,1,0,8.78461234302589,1984,13
5257,,50,40,100,20,,,,1,0,8.57350101767519,1983,14
5258,,,100,100,100,100,,,0,0,10.5771111756814,1982,15
5259,,,,,0,100,100,0,0,0,10.6481171154624,1980,17
5260,,,50,0,100,99,,,0,0,10.5387905043111,1982,15
5261,10,100,100,0,,,,,1,0,9.71561869463061,1984,13
5262,,,99,90,90,50,,,0,0,9.98685129629064,1982,15
5263,100,0,0,100,,,,,1,0,6.77730601480499,1984,13
5264,,,,,80,,99,90,1,0,8.22272003708596,1980,17
5265,,,,100,100,100,100,,1,0,10.1914182506852,1981,16
5266,0,5,50,55,,,,,0,0,10.2232438362281,1984,13
5267,,,,0,0,0,0,,1,0,10.3971990857276,1981,16
5268,,80,0,99,0,,,,0,0,10.1892385789294,1983,14
5269,,,75,75,90,75,,,1,0,9.96045629070421,1982,15
5270,,,,,100,0,0,0,1,0,9.27450942610742,1980,17
5271,,,,100,100,99,99,,0,0,9.94730922280754,1981,16
5272,,,,,,0,98,0,1,0,10.2857328900933,1980,17
5273,,,,,65,50,,,0,0,8.18925928729202,1980,17
5274,,,,50,99,95,99,,1,0,10.211995418404,1981,16
5275,,,,,50,95,75,98,0,0,10.1543168398811,1980,17
5276,,,,,0,100,90,100,1,0,7.62785097624345,1980,17
5277,,50,80,95,98,,,,0,0,10.7197645299148,1983,14
5278,,,75,75,100,100,,,0,0,10.8066235423412,1982,15
5279,,,,,95,50,60,60,0,0,10.4928057247474,1980,17
5280,,,98,95,95,50,,,1,0,10.1370010824722,1982,15
5281,,,,,75,100,100,100,1,0,8.1288665901416,1980,17
5282,0,100,100,100,,,,,0,0,10.0363829477422,1984,13
5283,,,85,100,90,80,,,0,0,10.7977446504357,1982,15
5284,,,,,100,100,100,99,0,0,8.72428997718449,1980,17
5285,,,,,100,100,100,,1,0,9.5677100469046,1981,16
5286,,,50,50,100,99,,,0,0,9.55272359169573,1982,15
5287,,,90,1,100,,,,0,0,9.2814214926779,1982,15
5288,1,0,100,,,,,,0,0,9.705477888006,1984,13
5289,50,100,50,75,,,,,1,0,9.45884572730428,1984,13
5290,,,,90,0,,,,1,0,9.87415589455148,1981,16
5291,,90,50,50,0,,,,1,0,9.97822706279913,1983,14
5292,,90,75,90,60,,,,0,0,9.99537042310457,1983,14
5293,,0,99,99,50,,,,1,0,8.69008679092269,1983,14
5294,,90,0,89,80,,,,1,0,8.8015628320125,1983,14
5295,100,100,100,100,,,,,1,0,9.47617966409614,1984,13
5296,,,,,100,100,100,,1,0,5.44459913995829,1980,17
5297,,,99,100,100,99,,,1,0,8.91435048339185,1982,15
5298,,,,85,0,50,50,,1,0,10.3750315092164,1981,16
5299,99,100,100,100,,,,,1,0,8.26910604020778,1984,13
5300,,,,,100,0,0,0,1,0,10.1254029727067,1980,17
5301,45,50,50,15,,,,,0,0,9.9374731913408,1984,13
5302,,,99,0,0,99,,,1,0,9.98845145168379,1982,15
5303,,,,75,95,100,100,,1,1,9.52146820574105,1981,16
5304,,,,50,50,0,0,,1,0,10.6554632496419,1981,16
5305,,70,,,95,,,,0,0,9.40688989306998,1983,14
5306,,,,,,60,50,50,0,0,9.29895627234641,1980,17
5307,,,,75,99,0,0,,1,0,10.3662172499179,1981,16
5308,,,99,100,100,75,,,0,1,9.45947619515381,1982,15
5309,90,100,100,100,,,,,0,1,9.34877368070959,1984,13
5310,,,,,50,75,100,65,1,1,8.86353601397058,1980,17
5311,,,,,50,75,100,100,1,0,9.69367572814193,1980,17
5312,75,80,99,99,,,,,0,0,10.0233904084918,1984,13
5313,,,,,0,100,0,88,0,0,10.866183014499,1980,17
5314,,,,,5,50,60,10,0,0,10.5942338359118,1980,17
5315,100,0,95,0,,,,,1,0,9.06807899612532,1984,13
5316,,,,90,50,30,0,,0,0,10.6299036132959,1981,16
5317,,100,100,100,100,,,,1,0,10.2292374030528,1983,14
5318,,95,99,99,0,,,,1,1,9.25834740260965,1983,14
5319,,,,100,100,100,100,,1,0,9.89992203265074,1981,16
5320,,,100,0,0,0,,,1,0,9.13450535778256,1982,15
5321,,,,,0,98,,100,0,0,9.47814404406355,1980,17
5322,,95,90,90,95,,,,0,0,10.1191117420991,1983,14
5323,,,,0,100,100,100,,0,0,10.0675879587772,1981,16
5324,,,0,0,100,100,,,1,0,8.29006500921256,1982,15
