id,a13,a14,a15,a16,a17,a18,a19,a20,gen,race,income,birth_year,age
4438,,20,100,30,75,,,,1,0,9.79682059554034,1983,14
4439,,,,,10,,,100,1,0,10.8583366255515,1980,17
4440,85,0,0,90,,,,,0,0,10.5568122550919,1984,13
4441,100,99,0,25,,,,,0,0,9.73002643056658,1984,13
4442,,,100,99,99,98,,,1,0,8.78797607695939,1982,15
4443,,,35,0,75,95,,,1,0,9.71217248548415,1982,15
4444,,45,100,100,100,,,,0,0,9.80126687893065,1983,14
4445,,,,98,99,95,95,,0,0,11.4542845186162,1981,16
4446,,,,,100,100,100,100,0,0,10.5770752762079,1980,17
4447,,97,,96,95,,,,1,0,9.87102324692022,1983,14
4448,,100,75,100,95,,,,0,0,9.89939159729614,1983,14
4449,,,,100,100,98,98,,1,1,10.3949769124582,1981,16
4450,50,100,50,25,,,,,0,0,9.54978767696578,1984,13
4451,,,50,0,100,90,,,0,0,10.3590319806689,1982,15
4452,,,,75,75,75,50,,1,0,10.0400382711568,1981,16
4453,,80,50,0,6,,,,0,0,9.98214887216271,1983,14
4454,,,,,0,0,20,0,0,1,7.94604969247022,1980,17
4455,100,100,90,70,,,,,0,0,9.22368278071646,1984,13
4456,,,,,95,90,95,90,0,0,11.013091878814,1980,17
4457,,75,20,0,0,,,,0,1,9.73773865346337,1983,14
4458,85,50,25,10,,,,,0,0,9.72399342545515,1984,13
4459,,,,100,100,100,0,,1,0,10.1974222407187,1981,16
4460,,,45,0,0,,,,0,0,9.39813434122535,1983,14
4461,,,,90,75,0,0,,1,1,10.0806938822845,1981,16
4462,100,99,99,100,,,,,1,1,8.62583810636516,1984,13
4463,,,0,50,99,,,,0,0,8.90656183422755,1982,15
4464,3,75,0,100,,,,,0,0,9.83035153489841,1984,13
4465,,100,,100,100,,,,1,0,9.89735164103194,1983,14
4466,,,,,95,0,,,0,0,10.3628507418532,1980,17
4467,,,,50,0,0,50,,1,0,9.45868634617965,1981,16
4468,,,,100,10,80,80,,0,0,10.957903174594,1981,16
4469,50,50,100,100,,,,,1,0,9.40893245990983,1984,13
4470,,,,,0,98,0,2,1,0,10.2698432126042,1980,17
4471,99,90,80,99,,,,,1,0,9.84108775705915,1984,13
4472,100,50,50,50,,,,,0,0,9.64914783363161,1984,13
4473,,,,,100,95,100,,1,0,8.88899993627373,1980,17
4474,,,,,0,,,,1,1,10.0327944746082,1980,17
4475,,,,,0,100,0,100,0,0,10.4895624690907,1980,17
4476,,,0,90,90,90,,,1,0,9.84951821020512,1982,15
4477,,,,,50,60,0,50,0,0,9.26640385871686,1980,17
4478,,,,75,97,40,90,,1,0,10.3758660933407,1981,16
4479,100,100,90,70,,,,,0,0,9.96118583861706,1984,13
4480,0,75,50,99,,,,,1,1,10.1238355285545,1984,13
4481,,80,20,90,50,,,,0,1,10.1245708869586,1983,14
4482,,,,,100,,100,0,0,1,9.89034852515271,1980,17
4483,,100,0,100,,,,,0,1,10.0488485785381,1983,14
4484,,100,,100,75,,,,0,0,10.4500809696399,1983,14
4485,,,,50,1,0,,,0,1,9.58570805558658,1981,16
4486,25,50,100,0,,,,,0,1,9.49324202565799,1984,13
4487,,100,,50,100,,,,1,0,9.74471588167446,1983,14
4488,,100,0,50,50,,,,1,0,8.6592947230455,1983,14
4489,,,,,10,0,0,0,0,1,9.98978454967399,1980,17
4490,,95,80,50,25,,,,1,1,9.64406062979545,1983,14
4491,90,95,90,95,,,,,0,1,8.58645103345578,1984,13
4492,,,,,25,0,0,0,0,1,10.9297396201855,1980,17
4493,,,,,100,50,0,0,1,1,9.51563616619605,1980,17
4494,100,0,0,1,,,,,0,1,10.2345926980145,1984,13
4495,,,90,0,100,100,,,1,1,10.1455413177664,1982,15
4496,,0,0,100,0,,,,1,1,7.04899228050323,1983,14
4497,,,,,0,5,50,100,0,1,10.2706502144668,1980,17
4498,,75,0,13,13,,,,0,1,10.5243667815014,1983,14
4499,100,10,0,0,,,,,1,1,8.48010331162385,1984,13
4500,100,50,0,0,,,,,0,1,7.26150764806195,1984,13
4501,0,1,95,0,,,,,1,1,6.20311411314105,1984,13
4502,0,0,0,0,,,,,0,1,10.2457475615596,1984,13
4503,,,,,50,,,,0,1,10.3555239823911,1980,17
4504,,,0,0,,,,,1,1,9.48844872605977,1982,15
4505,,,,79,89,55,20,,0,0,10.4376308579891,1981,16
4506,,90,80,90,100,,,,0,0,9.99585883959282,1983,14
4507,,,,,25,,,,0,0,9.82426345526888,1980,17
4508,,,0,0,,50,,,1,0,8.76802948039297,1982,15
4509,,,5,10,20,20,,,0,0,9.57014058252663,1982,15
4510,,5,1,95,90,,,,1,1,9.86624571215544,1983,14
4511,50,0,90,90,,,,,0,1,9.4420301478917,1984,13
4512,,,0,50,100,100,,,1,0,10.088313407477,1982,15
4513,,,,100,100,50,50,,0,0,10.1707757098677,1981,16
4514,,75,100,95,75,,,,0,0,10.1975664130622,1983,14
4515,,,,,50,50,100,50,0,1,9.24800730042796,1980,17
4516,,,,50,50,50,100,,0,1,9.71178338770097,1981,16
4517,,50,85,70,10,,,,1,0,10.2705113337905,1983,14
4518,,,,80,50,9,,,0,0,10.1618415048583,1981,16
4519,1,0,0,0,,,,,0,0,9.40712187479717,1984,13
4520,,,99,99,0,99,,,0,1,10.0168412619072,1982,15
4521,,,75,99,95,95,,,1,1,10.1589588880429,1982,15
4522,,,,,55,,50,85,0,0,10.5755938879527,1980,17
4523,,,,,0,0,0,,1,1,9.49816567189153,1980,17
4524,,100,90,40,80,,,,1,1,9.29855175256814,1983,14
4525,,,,,,,,,0,0,8.64198965952387,1984,13
4526,,,100,,100,90,,,0,0,9.87590852402658,1982,15
4527,,75,,99,65,,,,0,0,9.91158213403751,1983,14
4528,,,,50,90,75,90,,0,0,10.3527903872128,1981,16
4529,,50,100,10,100,,,,1,0,8.53446298070237,1983,14
4530,,,90,,,,,,0,0,9.8813719770969,1982,15
4531,,,100,100,100,100,,,1,0,9.96615651023919,1982,15
4532,100,70,99,75,,,,,1,0,8.8578551560585,1984,13
4533,,,,,95,100,100,90,0,0,9.05536195069955,1980,17
4534,,,100,90,99,98,,,1,0,9.97845820866949,1982,15
4535,50,90,100,100,,,,,0,0,8.12796099169055,1984,13
4536,,,90,99,90,96,,,1,0,9.77272938124898,1982,15
4537,45,88,5,30,,,,,0,0,7.57663116857131,1984,13
4539,,100,0,100,99,,,,1,0,9.28967069795156,1983,14
4540,,,50,60,50,70,,,0,0,10.2069909142684,1982,15
4541,,,,95,95,50,,,1,0,9.97758213486663,1981,16
4542,,0,0,0,,,,,1,0,9.34366416624538,1984,13
4543,99,0,0,0,,,,,0,1,10.1277380292655,1984,13
4544,100,99,100,13,,,,,0,0,9.50776281299221,1984,13
4545,99,85,50,0,,,,,0,0,10.0916313980784,1984,13
4546,,,84,100,0,100,,,0,0,10.4666612047336,1982,15
4547,,,,90,95,98,90,,0,0,9.62432216245156,1981,16
4548,,95,0,90,,,,,1,0,9.85746686818226,1984,13
4549,,,100,99,70,100,,,1,0,10.2660798267549,1982,15
4550,,65,70,75,,,,,1,0,9.63193293198094,1984,13
4551,90,100,99,99,,,,,0,0,10.2240853389995,1984,13
4552,,,,98,100,0,100,,1,0,10.4055857499521,1981,16
4553,0,100,100,50,,,,,1,0,10.5609871878321,1984,13
4554,,,2,,,0,,,1,0,9.05040850939821,1982,15
4555,,,,10,0,0,50,,0,1,9.79966134608817,1981,16
4556,,,90,99,80,90,,,1,0,10.3705621677882,1982,15
4557,0,0,100,0,,,,,1,0,8.41693710720128,1984,13
4558,,,50,50,100,0,,,1,0,9.49888154842843,1982,15
4559,,,,99,99,99,99,,1,0,10.1513324141961,1981,16
4560,,75,99,75,70,,,,1,0,9.4653953208407,1983,14
4561,,,,,100,100,100,0,1,0,10.6771847988215,1980,17
4562,,100,100,90,50,,,,0,0,10.1401310825391,1983,14
4563,,,,,100,100,100,0,1,0,9.42234212624123,1980,17
4564,,,,100,50,75,10,,0,0,10.4557589650987,1981,16
4565,80,,80,100,,,,,1,0,9.71149443240137,1984,13
4566,50,,,,,,,,1,0,8.95009668698502,1984,13
4567,,0,,,,,,,0,0,8.8017015978183,1983,14
4568,,,,100,100,100,99,,1,0,9.7202940570755,1981,16
4569,,,,,90,75,99,80,0,0,10.0034604981456,1980,17
4570,,90,100,90,100,,,,0,0,10.1949126419573,1983,14
4571,,99,100,25,10,,,,0,0,10.0549369969108,1983,14
4572,,,,,50,,,,0,1,9.41300199105776,1980,17
4573,100,50,100,100,,,,,0,0,9.65145451918972,1984,13
4574,,100,0,,,,,,0,0,9.40476794153585,1983,14
4575,,75,50,100,,,,,1,0,10.0748692697935,1983,14
4576,,75,0,0,100,,,,0,0,9.49834938075435,1983,14
4577,0,100,99,0,,,,,0,0,9.86654169012146,1984,13
4578,,,,15,75,90,90,,1,0,9.79556272840774,1981,16
4579,,,,75,90,99,0,,1,0,10.2933517318677,1981,16
4580,,20,10,50,20,,,,0,0,9.81608263744194,1983,14
4581,,,50,80,80,80,,,1,0,10.6220586254495,1982,15
4582,100,100,100,100,,,,,0,0,8.6095201764766,1984,13
4583,,,75,0,100,0,,,1,0,9.38264513393919,1982,15
4584,,,65,0,99,99,,,1,0,10.4904405223989,1982,15
4585,,,100,100,100,100,,,0,0,9.58837076409605,1982,15
4586,,,50,50,100,50,,,0,0,9.5832251493976,1982,15
4587,,,,75,50,1,50,,0,0,8.91546471358819,1981,16
4588,,,,,0,0,95,80,1,0,10.0252306847231,1980,17
4589,0,0,89,50,,,,,0,0,8.96408363459316,1984,13
4590,,5,50,5,10,,,,1,0,9.04041671905181,1983,14
4591,,,,15,50,80,65,,0,0,10.2081719188439,1981,16
4592,0,0,100,100,,,,,0,1,9.27953901397427,1984,13
4593,,100,100,100,75,,,,1,0,8.6251709025465,1983,14
4594,97,,70,95,,,,,1,1,7.88505586526124,1984,13
4595,75,98,99,0,,,,,1,0,10.3050841374218,1984,13
4596,,,,,0,10,5,45,0,0,9.9645261935909,1980,17
4597,,,99,100,100,100,,,1,0,10.2476525440809,1982,15
4598,,100,100,100,100,,,,1,0,10.1195528599401,1983,14
4599,,50,75,80,90,,,,1,0,9.42793457828355,1983,14
4600,,,,,95,,2,10,0,0,11.3436737828595,1980,17
4601,,,,,99,100,,100,1,0,10.6648277666917,1980,17
4602,,100,100,50,60,,,,0,0,10.385991737694,1983,14
4603,,50,90,100,50,,,,1,0,10.156008678762,1983,14
4604,,,,,40,,,90,0,0,10.1251736485621,1980,17
4605,,10,,,,,,,1,0,10.2445533520882,1983,14
4606,,25,0,50,100,,,,0,0,9.54908618033549,1983,14
4607,0,0,0,0,,,,,1,0,9.7351094796881,1984,13
4608,,20,0,50,0,,,,1,0,9.73154483991854,1983,14
4609,77,0,50,,,,,,0,0,7.36402948318623,1984,13
4610,,,99,99,75,20,,,1,0,9.82569884649832,1982,15
4611,,50,95,0,0,,,,1,0,9.87818337915559,1983,14
4612,100,90,0,0,,,,,1,0,9.53681465460019,1984,13
4613,,,,,80,100,100,0,0,1,10.1904526611597,1980,17
4614,,,,50,30,50,100,,0,1,10.5882235525516,1981,16
4615,,,97,90,80,80,,,0,0,10.2816825383142,1982,15
4616,,,,,0,90,,75,0,0,10.1967846858024,1980,17
4617,,,,25,50,50,0,,0,0,10.8207274543741,1981,16
4618,,75,100,80,40,,,,1,0,8.87188443206626,1983,14
4619,,,50,50,0,90,,,1,0,10.5527172266147,1982,15
4620,,90,50,50,90,,,,1,0,9.56426382194401,1983,14
4621,,0,98,0,50,,,,1,1,9.94193094135149,1983,14
4622,,,50,100,99,100,,,0,0,10.1220741664505,1982,15
4623,75,0,25,0,,,,,0,0,10.7873243332563,1984,13
4624,,99,100,100,0,,,,0,0,9.28702807170668,1983,14
4625,,,2,50,,10,,,0,1,8.54643207991977,1982,15
4626,,,99,99,90,99,,,1,0,9.72985232691265,1982,15
4627,,,,,100,,,,0,0,10.3966080660271,1981,16
4628,,,,,90,70,70,0,1,0,8.87344312864253,1980,17
4629,,,,10,30,10,50,,0,0,8.90477131693784,1981,16
4630,75,50,75,99,,,,,1,0,9.68884742719358,1984,13
4631,,,50,50,75,75,,,0,1,9.92069208939129,1982,15
4632,,,,,10,0,80,90,0,0,10.8213604917323,1980,17
4633,,0,0,25,0,,,,1,1,9.61479032077961,1983,14
4634,,,0,,0,100,,,1,0,8.72030368910636,1982,15
4635,,100,,99,0,,,,1,0,10.2386379212117,1983,14
4636,,20,35,70,70,,,,0,1,8.95317791000513,1983,14
4637,,,,75,45,65,50,,0,1,9.52981597700696,1981,16
4638,,50,0,50,30,,,,0,1,10.6071721228361,1983,14
4639,,0,0,99,50,,,,0,1,8.18833839638426,1983,14
4640,,,,50,0,,50,,0,0,9.86448812279863,1981,16
4641,,,,99,75,90,95,,0,0,9.0571427568652,1981,16
4642,10,80,70,99,,,,,0,0,9.79985656094627,1984,13
4643,,,,,90,80,80,50,0,0,10.3282969959679,1980,17
4644,0,99,98,98,,,,,0,0,7.91456016703414,1984,13
4645,,95,90,60,20,,,,0,0,10.2357696939109,1983,14
4646,,80,60,70,80,,,,0,0,9.21712744405173,1983,14
4647,,,85,85,99,15,,,1,0,10.1232949646753,1982,15
4648,10,98,99,99,,,,,1,0,9.47111850126292,1984,13
4649,,,,100,100,100,75,,1,0,9.00510661214011,1981,16
4650,,,,,99,90,100,0,1,1,7.03287730594541,1980,17
4651,,100,20,,50,,,,1,1,9.16951463571454,1983,14
4652,,,,,100,50,100,100,1,1,10.3955507620828,1980,17
4653,,0,0,0,0,,,,0,1,10.6271617695183,1983,14
4654,,,60,50,55,50,,,0,1,9.14931110369085,1982,15
4655,,,,100,0,50,50,,1,0,8.00907127853188,1981,16
4656,,,,,20,100,0,50,1,1,10.1838845704018,1980,17
4657,,,2,0,0,1,,,1,1,9.52865606321351,1982,15
4658,,,,,0,50,0,0,1,1,9.29558801026752,1980,17
4659,,,,15,0,,,,0,1,10.4878892886924,1981,16
4660,,,,,50,99,100,50,0,1,9.96212974642464,1980,17
4661,,,,,50,0,0,0,0,0,10.6345710341801,1980,17
4662,85,75,85,80,,,,,1,0,9.64356047297055,1984,13
4663,,,,,95,90,100,100,0,0,10.5057490639366,1980,17
4664,90,99,85,99,,,,,1,0,9.60955754985564,1984,13
4665,,,,,50,50,50,,0,0,9.06316007229282,1980,17
4666,,,25,20,25,30,,,0,0,10.6091661722555,1982,15
4667,50,98,90,100,,,,,1,0,9.27466733073287,1984,13
4668,,,70,0,0,0,,,0,1,9.88027370328311,1982,15
4669,,0,100,0,100,,,,0,0,10.5468469100238,1983,14
4670,,,,75,,100,50,,1,1,9.49179097151782,1981,16
4671,,50,99,50,50,,,,1,1,9.85977343087895,1983,14
4672,,,,50,100,100,100,,1,0,10.0065482145482,1981,16
4673,4,100,100,0,,,,,1,0,9.17019862245601,1984,13
4674,,,92,0,100,1,,,1,0,8.67611891322057,1982,15
4675,,,,,99,90,0,100,1,1,8.9976392409381,1980,17
4676,,,,50,50,0,0,,1,0,9.40545141697821,1981,16
4677,,,30,100,0,0,,,1,0,9.70080996070486,1982,15
4678,,,,100,100,,,,1,1,6.76237425573822,1981,16
4679,,25,5,0,50,,,,0,1,9.50612055879539,1983,14
4680,,,99,,100,50,,,0,0,8.89616618078617,1982,15
4681,75,75,0,,,,,,0,0,9.87587479573847,1984,13
4682,,,,,0,5,0,,0,1,10.2161993290868,1980,17
4683,,,,100,65,0,100,,1,1,9.72164993789348,1981,16
4684,,100,75,100,100,,,,1,1,9.95086346440541,1983,14
4685,,,,,0,0,0,0,1,0,10.3580068500908,1980,17
4686,,,0,95,0,50,,,1,1,10.2254810528575,1982,15
4687,5,80,25,25,,,,,1,0,9.85135215881005,1984,13
4688,,,,,100,0,100,0,1,0,10.8918207753503,1980,17
4689,,100,,100,75,,,,1,0,9.25630783614669,1983,14
4690,,,,,100,80,100,100,0,0,10.1289967782502,1980,17
4691,,75,0,100,90,,,,0,0,9.94689149442411,1983,14
4692,,,,,0,50,,100,0,0,9.25480605204141,1980,17
4693,,,,50,75,75,0,,0,1,9.80157472576062,1981,16
4694,100,,60,80,,,,,1,1,9.52394195597922,1984,13
4695,,,,,0,,,,1,1,9.95013197514074,1980,17
4696,,,,90,100,0,0,,1,1,9.19151068575689,1981,16
4697,85,95,0,98,,,,,1,0,9.07135375027941,1984,13
4698,,,,0,75,0,,,1,1,8.94507376336324,1981,16
4699,,,,100,100,100,,,1,1,7.43350978642596,1981,16
4700,,,100,50,100,100,,,1,1,9.48906380042693,1982,15
4701,50,0,75,1,,,,,0,1,9.66460098003287,1984,13
4702,75,90,80,0,,,,,0,1,10.285472676501,1984,13
4703,,,100,100,75,50,,,0,1,9.83114952695862,1982,15
4704,,30,20,0,15,,,,1,0,8.74618738716706,1983,14
4705,,,,50,70,,100,,0,1,11.1685062806286,1981,16
4706,,,,75,100,100,100,,1,1,10.3831089467827,1981,16
4707,0,100,90,100,,,,,1,1,10.3679952268608,1984,13
4708,,,100,100,100,100,,,1,0,8.26826014080904,1982,15
4709,,99,100,9,90,,,,0,0,9.46814408120844,1983,14
4710,,,,,79,100,50,0,0,0,10.9811052697517,1980,17
4711,,,100,95,100,90,,,1,0,9.25466253880571,1982,15
4712,,99,100,0,,,,,0,0,9.93029864556799,1983,14
4713,,,,99,98,98,,,0,0,10.0797381648775,1981,16
4714,,,,100,100,100,100,,1,0,9.73297762879413,1981,16
4715,,,97,0,0,,,,1,1,7.62574880935634,1982,15
4716,95,90,99,99,,,,,1,0,8.95274781131508,1984,13
4717,,,,,89,99,,,0,1,10.5089988152555,1980,17
4718,,,,100,100,,100,,1,1,9.37760909236373,1981,16
4719,,,,,90,95,75,90,1,0,10.1309604481121,1980,17
4720,,100,100,100,80,,,,1,0,10.518977633407,1983,14
4721,,,,,100,50,100,100,1,0,9.6955053047666,1980,17
4722,,,75,50,0,100,,,1,0,9.97517966746627,1982,15
4723,,,0,100,100,0,,,1,0,8.19909183436316,1982,15
4724,,,,,100,100,100,100,0,1,9.55645535027023,1980,17
4725,,,,,100,100,0,0,1,0,9.76750683483893,1980,17
4726,,,,95,45,100,100,,1,0,9.79545076050039,1981,16
4727,,,0,99,99,,,,0,0,10.0730262592777,1982,15
4728,,,100,0,100,100,,,1,0,9.77881900655447,1982,15
4729,,,,50,0,100,80,,1,0,9.05143861829584,1981,16
4730,,,,75,99,95,95,,1,0,9.74204069877368,1981,16
4731,,,,25,100,100,100,,0,0,11.1639365858951,1981,16
4732,,98,,50,20,,,,1,0,9.83995034247675,1983,14
4733,15,99,100,90,,,,,1,1,9.16309913305063,1984,13
4734,,90,100,100,100,,,,0,1,10.3812930922105,1983,14
4735,,,,,99,100,1,1,0,1,9.55174699303883,1980,17
4736,0,38,65,89,,,,,0,0,7.81453413470201,1984,13
4737,,,98,0,100,100,,,0,0,10.4484742642479,1982,15
4738,,,,,99,100,100,100,1,0,9.08060569123379,1980,17
4739,,,90,98,100,99,,,1,1,10.0454848618388,1982,15
4740,,,,,80,80,0,99,0,1,10.4609318323019,1980,17
4741,,,75,100,100,98,,,1,1,9.36707711086065,1982,15
4742,,,,0,0,0,0,,1,1,9.15060453599609,1981,16
4743,,,70,100,100,100,,,0,1,10.8647823467579,1982,15
4744,,50,100,50,0,,,,0,0,10.7138995838122,1983,14
4745,,0,50,95,0,,,,0,1,10.1259362545261,1983,14
4746,,100,100,100,100,,,,0,0,10.2181467910448,1983,14
4747,,,,,0,0,0,0,1,1,9.82202353349956,1980,17
4748,,0,75,67,95,,,,1,0,9.88845523488791,1983,14
4749,,,,,100,100,100,0,0,0,9.89458885614131,1980,17
4750,,,99,95,100,75,,,0,0,10.2669592247497,1982,15
4751,,,,75,,100,50,,0,0,10.1166797581279,1981,16
4752,,,,100,60,0,0,,0,0,9.89482125715999,1981,16
4753,,,100,0,5,0,,,1,0,10.4098528317598,1982,15
4754,,,,80,,,100,,1,0,10.0873242420124,1981,16
4755,,,,,50,,,98,1,1,10.5819003302467,1980,17
4756,,,,,50,100,79,100,1,0,6.33327303858559,1980,17
4757,,100,0,0,75,,,,1,0,9.89264077607843,1983,14
4758,,,,,25,,,100,1,1,9.98139243315265,1980,17
4759,,,,75,50,90,50,,0,0,10.1534793268734,1981,16
4760,99,99,99,99,,,,,1,0,9.40266322141909,1984,13
4761,,90,50,,80,,,,1,0,9.53228925592825,1983,14
4762,95,100,100,100,,,,,0,1,10.0894306894512,1984,13
4763,,99,100,100,100,,,,0,0,9.80205153136079,1983,14
4764,,,,,90,90,90,,0,1,10.7478460667363,1981,16
4765,,,,100,50,5,,,0,0,10.4628011108075,1981,16
4766,,,,,85,50,,50,0,1,9.05964010068424,1980,17
4767,100,85,,100,,,,,1,1,9.57737465654568,1984,13
4768,,,90,70,75,50,,,1,1,9.11564980875414,1982,15
4769,,,,,90,0,,,0,0,11.3957919161925,1980,17
4770,,,,,85,99,98,100,1,0,10.1569860588113,1980,17
4771,,50,75,50,5,,,,1,0,9.46170954337967,1983,14
4772,90,0,50,,,,,,1,1,8.80656492225472,1984,13
4773,,,,,0,100,100,100,1,1,9.79660193711804,1980,17
4774,,80,100,69,89,,,,0,1,10.3442794265083,1983,14
4775,,50,50,30,99,,,,1,1,9.61872582207554,1983,14
4776,,0,87,10,21,,,,0,1,9.79684640759372,1983,14
4777,,,,,20,80,0,0,1,1,10.0637233595902,1980,17
4778,,,,0,9,0,0,,1,1,9.85860616281138,1981,16
4779,,100,100,100,99,,,,1,1,10.026932608439,1983,14
4780,,,,,100,100,99,99,0,1,9.76880179537921,1980,17
4781,,,,,,0,0,0,0,0,7.72931326303108,1980,17
4782,,,,50,90,0,70,,0,1,10.8635754406804,1981,16
4783,,,0,0,0,0,,,1,1,10.1860246166432,1982,15
4784,,100,0,50,100,,,,1,1,9.83421135115688,1983,14
4785,,,,,100,100,100,100,1,1,10.2321347125797,1980,17
4786,,100,99,99,100,,,,1,1,9.85521464011857,1983,14
4787,,,60,90,100,99,,,0,0,9.11947502497834,1982,15
4788,,,,,95,90,90,95,0,0,10.2191651287996,1980,17
4789,,,50,97,100,100,,,1,0,10.1366564681383,1982,15
4790,,0,30,65,66,,,,0,0,8.72711799134354,1983,14
4791,,,,,100,50,,,0,0,10.2156025526322,1980,17
4792,,,0,0,0,0,,,1,0,8.05519693976218,1982,15
4793,,,,,90,75,75,,0,0,9.67098247685141,1980,17
4794,,,,60,,,0,,0,0,11.1453917280035,1981,16
4795,,,,100,100,0,0,,1,1,9.55859632598711,1981,16
4796,,,,5,100,90,100,,1,0,8.48094345826918,1981,16
4797,75,,97,90,,,,,1,0,10.0203230994889,1984,13
4798,98,100,0,100,,,,,0,1,9.21910393898431,1984,13
4799,,,,100,35,85,100,,0,0,10.8972990328395,1981,16
4800,,,100,100,100,0,,,0,0,10.0021222923894,1982,15
4801,,99,80,80,100,,,,1,0,8.29162028060896,1983,14
4802,,,80,90,100,95,,,1,0,10.1162576526104,1982,15
4803,,25,0,0,0,,,,0,0,9.93564118544274,1983,14
4804,,,5,100,100,90,,,1,0,10.0914082904157,1982,15
4805,,0,0,99,80,,,,0,0,10.0204769983909,1983,14
4806,,,100,100,100,0,,,1,0,10.9531892222009,1982,15
4807,,,40,95,99,100,,,1,0,9.37440586696055,1982,15
4808,,,,,,99,100,100,0,0,9.752694616233,1980,17
4809,0,,,,,,,,1,0,7.50118836750089,1984,13
4810,,,80,60,75,60,,,0,0,9.31626127630485,1982,15
4811,50,50,75,100,,,,,1,0,9.50639051365421,1984,13
4812,,99,100,100,100,,,,1,0,8.91333480174793,1983,14
4813,,,100,100,25,50,,,0,0,10.3074081269897,1982,15
4814,,90,99,50,80,,,,0,0,9.91708958626716,1983,14
4815,,50,100,50,80,,,,1,0,9.46506113987582,1983,14
4816,,,,,75,85,90,,1,0,10.064287763744,1980,17
4817,,,,33,100,98,,,0,0,8.57117726392369,1981,16
4818,50,1,75,100,,,,,0,0,10.4893293983843,1984,13
4819,,,90,90,60,100,,,0,0,10.3952837265308,1982,15
4820,,,0,50,100,75,,,0,0,10.7553941180536,1982,15
4821,,0,100,0,0,,,,1,0,9.59219126694702,1983,14
4822,,75,70,40,10,,,,1,0,9.50972788818174,1983,14
4823,,,90,,,,,,1,0,6.97748001506123,1982,15
4824,,,,90,50,75,99,,0,0,10.2791193600602,1981,16
4825,,,,85,60,50,0,,1,0,10.6023302478986,1981,16
4826,,,,,32,32,3,65,0,0,11.0975715509092,1980,17
4827,,,,35,15,5,2,,0,0,10.9819114370654,1981,16
4828,,,,50,80,87,88,,1,0,9.79868770424737,1981,16
4829,,,,99,0,0,99,,1,0,9.58497907954448,1981,16
4830,,99,99,99,100,,,,0,0,8.9679608003818,1983,14
4831,,,,0,90,80,100,,0,0,8.75933447121653,1981,16
4832,,90,55,95,75,,,,0,0,10.0939443050189,1983,14
4833,,,,,20,75,70,20,0,0,10.5723487952561,1980,17
4834,,,,,99,100,100,100,1,0,8.96553978706545,1980,17
4835,,60,0,100,100,,,,0,0,10.3222910845005,1983,14
4836,,,,90,40,40,90,,0,0,10.1972790789871,1981,16
4837,,,,,50,100,100,100,1,0,9.51997165393058,1980,17
4838,,,30,50,100,100,,,1,0,10.1762998208901,1982,15
4839,68,50,99,60,,,,,0,0,10.3845339825032,1984,13
4840,,100,98,100,75,,,,0,0,10.5455868776797,1983,14
4841,,,75,100,100,100,,,1,0,9.91047046835624,1982,15
4842,90,99,100,100,,,,,1,0,10.094254897624,1984,13
4843,,,,100,100,0,0,,1,0,10.4463262042195,1981,16
4844,,69,100,40,100,,,,0,0,10.2106282473622,1983,14
4845,,,,5,100,0,99,,0,0,10.1761196631927,1981,16
4846,,0,0,0,0,,,,1,0,8.70044339509004,1983,14
4847,,,,,50,33,99,,0,0,10.3051686143416,1980,17
4848,99,90,75,90,,,,,0,0,10.3569168472738,1984,13
4849,,,60,50,80,70,,,0,0,10.5976789072503,1982,15
4850,,,,,99,0,30,0,1,0,10.0940722123572,1980,17
4851,50,100,100,100,,,,,0,0,9.97234675693935,1984,13
4852,,,,,100,100,95,85,1,0,10.737485820627,1980,17
4853,100,100,100,100,,,,,0,0,9.85408122812706,1984,13
4854,,,99,90,0,,,,1,0,9.31776990017105,1982,15
4855,,99,75,50,75,,,,1,0,9.25391097003945,1983,14
4856,,,,100,100,100,100,,1,1,10.1263774452148,1981,16
4857,0,100,0,100,,,,,1,1,8.19562565455514,1984,13
4858,100,100,99,99,,,,,1,0,9.90581678954851,1984,13
4859,,,,75,,100,,,1,0,9.04348953727245,1981,16
4860,,,,,90,0,,0,1,0,10.1519278898625,1980,17
4861,,,,,100,100,100,100,0,0,10.2708612864312,1980,17
4862,,,,95,85,85,75,,1,0,9.23575299395228,1981,16
4863,,,,,50,90,75,,0,0,10.3728688913503,1981,16
4864,2,70,75,65,,,,,0,0,7.42582124422665,1984,13
4865,,,99,95,100,100,,,1,0,9.43319509197095,1982,15
4866,,,100,100,90,100,,,0,0,10.5530960290535,1982,15
4867,,,100,0,70,0,,,1,0,9.28514104594312,1982,15
4868,,,,0,0,,0,,1,0,8.02975851086983,1981,16
4869,,,100,100,100,,,,0,0,9.86952530846239,1983,14
4870,,,,,85,50,,,0,0,9.78227188146296,1980,17
4871,,,,100,,0,0,,1,0,9.74819053177621,1981,16
4872,,,80,85,95,80,,,0,0,10.5400533064347,1982,15
4873,,,0,0,35,50,,,1,0,9.05062723190596,1982,15
4874,2,75,100,50,,,,,0,0,10.0313636843637,1984,13
4875,,,0,100,75,100,,,1,0,9.216751947995,1982,15
4876,,,100,95,100,90,,,1,0,10.3084485388117,1982,15
4877,0,50,0,1,,,,,1,0,9.49557486043907,1984,13
4878,,,5,0,25,60,,,1,0,10.1784008908513,1982,15
4879,0,100,100,75,,,,,1,0,9.58016938720627,1984,13
