"PUBID","YSAQ-282C","YSAQ-282D","YSAQ-282E","YSAQ-282F","YSAQ-282G","YTEL-52~000001","YTEL-52~000002","YTEL-52~000003","YTEL-52~000004"
2872,3,2,3,2,4,-4,-4,-4,-4
2873,3,2,4,3,3,-4,-4,-4,-4
2874,3,3,3,3,3,-4,-4,-4,-4
2875,3,3,3,2,4,-4,-4,-4,-4
2876,2,3,4,3,4,4,1,3,1
2877,4,2,3,2,4,-4,-4,-4,-4
2878,4,2,3,2,4,-4,-4,-4,-4
2879,-5,-5,-5,-5,-5,-5,-5,-5,-5
2880,3,3,3,2,4,-4,-4,-4,-4
2881,-5,-5,-5,-5,-5,-5,-5,-5,-5
2882,3,1,4,2,4,-4,-4,-4,-4
2883,3,2,4,2,3,-4,-4,-4,-4
2884,3,2,3,3,4,-4,-4,-4,-4
2885,3,2,3,2,3,4,4,4,0
2886,3,3,4,2,4,-4,-4,-4,-4
2887,3,2,3,2,4,-4,-4,-4,-4
2888,3,2,4,1,4,-5,-5,-5,-5
2889,3,3,3,2,4,-4,-4,-4,-4
2890,-5,-5,-5,-5,-5,-5,-5,-5,-5
2891,4,3,4,2,4,-4,-4,-4,-4
2892,-5,-5,-5,-5,-5,-5,-5,-5,-5
2893,4,4,3,4,4,-5,-5,-5,-5
2894,3,2,3,1,4,-4,-4,-4,-4
2895,4,2,4,1,4,-4,-4,-4,-4
2896,-5,-5,-5,-5,-5,-5,-5,-5,-5
2897,-5,-5,-5,-5,-5,-5,-5,-5,-5
2898,4,1,4,1,4,-4,-4,-4,-4
2899,4,3,4,2,4,-5,-5,-5,-5
2900,4,2,3,2,4,-4,-4,-4,-4
2901,4,3,3,2,3,-5,-5,-5,-5
2902,-5,-5,-5,-5,-5,-4,-4,-4,-4
2903,3,3,3,3,3,-4,-4,-4,-4
2904,4,3,3,3,3,-4,-4,-4,-4
2905,3,3,3,3,3,4,0,3,0
2906,3,2,3,2,4,4,0,4,0
2907,3,2,3,2,3,-4,-4,-4,-4
2908,3,2,4,2,4,-4,-4,-4,-4
2909,4,2,4,2,4,3,4,3,4
2910,2,3,2,2,3,-4,-4,-4,-4
2911,3,3,3,3,3,-4,-4,-4,-4
2912,3,3,3,3,3,-4,-4,-4,-4
2913,2,3,1,3,2,2,2,3,3
2914,4,2,3,2,4,-4,-4,-4,-4
2915,4,2,3,3,4,-4,-4,-4,-4
2916,4,2,3,2,4,-4,-4,-4,-4
2917,-5,-5,-5,-5,-5,-5,-5,-5,-5
2918,-5,-5,-5,-5,-5,-5,-5,-5,-5
2919,-5,-5,-5,-5,-5,-5,-5,-5,-5
2920,-5,-5,-5,-5,-5,-5,-5,-5,-5
2921,-5,-5,-5,-5,-5,3,3,3,3
2922,3,3,3,3,4,3,2,3,2
2923,3,3,3,2,4,-4,-4,-4,-4
2924,-5,-5,-5,-5,-5,-4,-4,-4,-4
2925,4,2,4,3,4,-4,-4,-4,-4
2926,1,4,3,3,3,2,3,2,3
2927,3,3,3,3,4,3,2,2,3
2928,-5,-5,-5,-5,-5,-5,-5,-5,-5
2929,3,2,3,2,4,-4,-4,-4,-4
2930,3,2,2,3,3,4,1,3,3
2931,3,2,3,2,4,-4,-4,-4,-4
2932,3,2,3,2,4,-4,-4,-4,-4
2933,4,2,4,2,4,-4,-4,-4,-4
2934,3,3,3,3,4,-4,-4,-4,-4
2935,3,3,3,3,3,3,3,3,3
2936,2,3,2,3,2,-5,-5,-5,-5
2937,2,3,3,3,3,-4,-4,-4,-4
2938,3,2,3,2,4,-4,-4,-4,-4
2939,3,2,3,2,4,-4,-4,-4,-4
2940,3,2,2,3,3,-4,-4,-4,-4
2941,2,3,3,3,3,-4,-4,-4,-4
2942,3,3,3,2,4,3,3,3,1
2943,3,2,3,2,4,-4,-4,-4,-4
2944,3,3,3,2,4,3,3,2,2
2945,4,2,4,1,4,-4,-4,-4,-4
2946,4,2,3,1,4,4,1,3,0
2947,3,2,4,1,3,-4,-4,-4,-4
2948,4,2,3,3,4,-4,-4,-4,-4
2949,3,4,1,3,2,-4,-4,-4,-4
2950,3,2,3,2,4,-4,-4,-4,-4
2951,3,3,3,2,4,-4,-4,-4,-4
2952,3,3,4,2,4,-4,-4,-4,-4
2953,3,3,2,2,3,3,1,3,3
2954,3,3,3,3,3,-4,-4,-4,-4
2955,3,1,4,3,4,-4,-4,-4,-4
2956,-5,-5,-5,-5,-5,3,2,3,2
2957,-5,-5,-5,-5,-5,-4,-4,-4,-4
2958,4,2,4,1,4,3,3,3,3
2959,3,2,3,2,3,-4,-4,-4,-4
2960,3,1,4,2,4,3,3,2,4
2961,3,3,3,3,4,-5,-5,-5,-5
2962,2,3,2,3,4,-4,-4,-4,-4
2963,-5,-5,-5,-5,-5,-5,-5,-5,-5
2964,3,3,2,3,3,-4,-4,-4,-4
2965,3,2,4,2,4,-4,-4,-4,-4
2966,-5,-5,-5,-5,-5,-5,-5,-5,-5
2967,-5,-5,-5,-5,-5,-5,-5,-5,-5
2968,3,2,3,3,3,4,3,4,3
2969,3,3,2,2,3,4,2,3,2
2970,3,2,3,3,4,-4,-4,-4,-4
2971,-5,-5,-5,-5,-5,-5,-5,-5,-5
2972,3,4,4,1,4,3,3,3,4
2973,-5,-5,-5,-5,-5,-5,-5,-5,-5
2974,-5,-5,-5,-5,-5,-5,-5,-5,-5
2975,-5,-5,-5,-5,-5,-5,-5,-5,-5
2976,4,2,3,2,3,3,2,2,2
2977,3,2,3,2,4,-4,-4,-4,-4
2978,3,2,3,2,4,-4,-4,-4,-4
2979,4,2,4,2,4,-4,-4,-4,-4
2980,3,2,3,3,3,-4,-4,-4,-4
2981,3,3,2,3,4,-5,-5,-5,-5
2982,4,2,3,2,4,-4,-4,-4,-4
2983,3,2,3,2,4,-4,-4,-4,-4
2984,4,2,4,2,4,-4,-4,-4,-4
2985,3,3,3,3,3,-4,-4,-4,-4
2986,3,2,3,2,3,3,3,3,2
2987,3,2,3,2,4,-4,-4,-4,-4
2988,3,2,3,2,3,-4,-4,-4,-4
2989,3,3,3,2,4,3,3,3,1
2990,-5,-5,-5,-5,-5,3,3,3,1
2991,-5,-5,-5,-5,-5,-4,-4,-4,-4
2992,3,2,3,2,4,-4,-4,-4,-4
2993,4,2,3,2,4,-4,-4,-4,-4
2994,3,2,4,2,4,-5,-5,-5,-5
2995,4,2,4,1,4,-4,-4,-4,-4
2996,-5,-5,-5,-5,-5,-5,-5,-5,-5
2997,3,2,4,2,4,-4,-4,-4,-4
2998,1,3,2,3,3,-4,-4,-4,-4
2999,2,3,3,3,3,-5,-5,-5,-5
3000,-5,-5,-5,-5,-5,-5,-5,-5,-5
3001,4,3,4,2,4,-5,-5,-5,-5
3002,1,3,2,3,2,3,2,3,2
3003,2,3,2,3,3,-4,-4,-4,-4
3004,3,2,2,3,4,-4,-4,-4,-4
3005,4,1,3,2,4,1,2,2,3
3006,3,2,3,2,4,-4,-4,-4,-4
3007,3,2,3,2,4,-4,-4,-4,-4
3008,4,2,3,2,3,3,3,4,3
3009,3,3,3,2,4,-4,-4,-4,-4
3010,3,2,3,2,4,-4,-4,-4,-4
3011,3,3,3,2,4,-4,-4,-4,-4
3012,3,3,3,2,4,-4,-4,-4,-4
3013,3,2,3,2,3,-5,-5,-5,-5
3014,4,2,3,2,4,-4,-4,-4,-4
3015,3,3,3,3,4,-4,-4,-4,-4
3016,3,2,3,3,3,4,-2,4,0
3017,3,2,3,2,4,3,3,2,3
3018,3,3,3,2,3,-4,-4,-4,-4
3019,3,3,3,3,3,-5,-5,-5,-5
3020,4,2,4,1,4,-4,-4,-4,-4
3021,4,2,4,2,4,-4,-4,-4,-4
3022,3,3,3,2,3,4,3,3,0
3023,3,3,2,3,3,-4,-4,-4,-4
3024,3,2,4,2,4,-4,-4,-4,-4
3025,2,3,3,2,3,-4,-4,-4,-4
3026,3,2,1,3,3,-4,-4,-4,-4
3027,3,2,3,2,4,-4,-4,-4,-4
3028,3,2,3,2,4,-4,-4,-4,-4
3029,-5,-5,-5,-5,-5,-4,-4,-4,-4
3030,3,3,4,2,4,-4,-4,-4,-4
3031,3,2,3,2,4,-4,-4,-4,-4
3032,4,3,4,2,4,3,3,2,3
3033,2,3,3,3,4,-4,-4,-4,-4
3034,-5,-5,-5,-5,-5,-5,-5,-5,-5
3035,3,3,4,3,4,-4,-4,-4,-4
3036,4,1,4,1,4,-4,-4,-4,-4
3037,2,3,3,3,4,-4,-4,-4,-4
3038,4,2,3,2,4,-4,-4,-4,-4
3039,4,2,4,2,4,-4,-4,-4,-4
3040,-5,-5,-5,-5,-5,-5,-5,-5,-5
3041,3,2,3,3,3,-4,-4,-4,-4
3042,-5,-5,-5,-5,-5,-4,-4,-4,-4
3043,-5,-5,-5,-5,-5,-4,-4,-4,-4
3044,4,1,3,2,4,-4,-4,-4,-4
3045,3,3,2,3,3,-4,-4,-4,-4
3046,3,3,3,3,4,-4,-4,-4,-4
3047,3,3,3,3,4,4,2,4,1
3048,3,3,3,2,4,-5,-5,-5,-5
3049,2,3,3,3,3,-5,-5,-5,-5
3050,3,2,3,2,4,-5,-5,-5,-5
3051,3,2,3,2,3,4,3,4,3
3052,2,3,2,3,3,-4,-4,-4,-4
3053,4,1,4,1,4,4,2,4,0
3054,4,3,3,2,3,4,2,4,1
3055,3,2,4,2,3,3,3,3,1
3056,3,3,3,3,4,-4,-4,-4,-4
3057,3,3,4,3,4,-4,-4,-4,-4
3058,4,2,4,3,4,-4,-4,-4,-4
3059,3,3,3,3,4,-4,-4,-4,-4
3060,4,1,4,1,4,-4,-4,-4,-4
3061,-5,-5,-5,-5,-5,-4,-4,-4,-4
3062,4,2,3,2,4,-5,-5,-5,-5
3063,3,2,3,2,4,-4,-4,-4,-4
3064,3,3,2,3,4,-4,-4,-4,-4
3065,3,2,3,2,3,-4,-4,-4,-4
3066,2,3,3,2,3,-4,-4,-4,-4
3067,3,2,3,2,4,-4,-4,-4,-4
3068,3,2,4,2,4,3,3,0,3
3069,4,1,4,1,4,-4,-4,-4,-4
3070,-5,-5,-5,-5,-5,-5,-5,-5,-5
3071,3,3,3,3,4,-4,-4,-4,-4
3072,4,2,3,1,4,3,3,1,3
3073,4,3,3,2,4,-4,-4,-4,-4
3074,3,3,3,2,4,-4,-4,-4,-4
3075,3,2,4,2,4,-5,-5,-5,-5
3076,3,2,3,2,4,-4,-4,-4,-4
3077,4,2,4,2,4,-4,-4,-4,-4
3078,3,2,3,2,3,-4,-4,-4,-4
3079,2,3,3,3,3,-4,-4,-4,-4
3080,3,3,3,2,4,-4,-4,-4,-4
3081,-5,-5,-5,-5,-5,-5,-5,-5,-5
3082,-5,-5,-5,-5,-5,-5,-5,-5,-5
3083,-5,-5,-5,-5,-5,2,3,3,1
3084,4,3,3,3,3,-4,-4,-4,-4
3085,3,2,3,3,3,-4,-4,-4,-4
3086,3,3,3,3,3,-4,-4,-4,-4
3087,2,3,3,3,3,-4,-4,-4,-4
3088,3,2,4,2,4,-4,-4,-4,-4
3089,3,3,3,3,4,3,3,3,1
3090,2,3,3,3,3,4,2,4,2
3091,3,2,3,2,4,2,4,4,4
3092,-5,-5,-5,-5,-5,-5,-5,-5,-5
3093,3,3,3,3,4,-4,-4,-4,-4
3094,3,2,3,2,4,-4,-4,-4,-4
3095,2,3,3,2,4,-4,-4,-4,-4
3096,3,2,3,2,4,4,3,3,1
3097,4,1,4,2,4,3,3,3,1
3098,4,2,2,3,3,-4,-4,-4,-4
3099,3,2,4,1,4,4,2,4,1
3100,-5,-5,-5,-5,-5,-5,-5,-5,-5
3101,2,2,3,2,3,-4,-4,-4,-4
3102,-5,-5,-5,-5,-5,-4,-4,-4,-4
3103,4,1,3,1,3,-4,-4,-4,-4
3104,-5,-5,-5,-5,-5,-4,-4,-4,-4
3105,-5,-5,-5,-5,-5,-4,-4,-4,-4
3106,4,2,4,2,4,3,1,3,3
3107,3,3,3,3,4,-4,-4,-4,-4
3108,3,3,4,2,3,1,1,3,1
3109,3,3,3,2,3,-4,-4,-4,-4
3110,4,2,3,2,4,-4,-4,-4,-4
3111,4,3,3,3,3,3,3,3,1
3112,-5,-5,-5,-5,-5,-5,-5,-5,-5
3113,4,2,4,3,4,-4,-4,-4,-4
3114,-5,-5,-5,-5,-5,-4,-4,-4,-4
3115,-5,-5,-5,-5,-5,-5,-5,-5,-5
3116,3,2,3,2,4,3,3,1,4
3117,3,3,3,3,4,-4,-4,-4,-4
3118,4,3,4,1,4,-4,-4,-4,-4
3119,3,2,3,2,3,-4,-4,-4,-4
3120,3,3,4,3,4,-5,-5,-5,-5
3121,3,3,3,2,3,-4,-4,-4,-4
3122,4,2,4,2,3,3,4,1,3
3123,3,2,3,2,4,-4,-4,-4,-4
3124,-5,-5,-5,-5,-5,-5,-5,-5,-5
3125,3,2,3,2,4,-4,-4,-4,-4
3126,3,4,2,3,3,3,3,3,4
3127,3,2,3,2,4,-4,-4,-4,-4
3128,3,2,3,2,4,-4,-4,-4,-4
3129,3,2,3,2,4,-4,-4,-4,-4
3130,3,2,3,2,3,4,3,3,3
3131,-5,-5,-5,-5,-5,4,2,3,2
3132,3,2,3,2,4,-4,-4,-4,-4
3134,3,3,3,2,4,-4,-4,-4,-4
3135,4,2,1,4,2,3,3,2,1
3136,4,2,3,2,4,2,3,2,2
3137,3,3,3,3,4,-4,-4,-4,-4
3138,-5,-5,-5,-5,-5,-5,-5,-5,-5
3139,3,2,3,1,4,-4,-4,-4,-4
3140,3,2,3,2,4,-4,-4,-4,-4
3141,4,2,4,1,4,3,2,3,2
3142,4,2,4,2,4,-4,-4,-4,-4
3143,4,1,4,2,4,-5,-5,-5,-5
3144,3,2,3,3,3,3,2,3,3
3145,-5,-5,-5,-5,-5,3,1,3,1
3146,3,2,3,2,4,-4,-4,-4,-4
3147,1,2,3,3,4,4,4,3,4
3148,3,2,3,2,4,-5,-5,-5,-5
3149,3,2,3,2,4,-4,-4,-4,-4
3150,3,2,4,1,3,-4,-4,-4,-4
3151,3,2,4,2,4,-4,-4,-4,-4
3152,3,1,4,1,4,-4,-4,-4,-4
3153,3,2,3,2,4,-4,-4,-4,-4
3154,3,2,3,2,4,-4,-4,-4,-4
3155,3,3,3,2,4,-5,-5,-5,-5
3156,3,3,3,3,3,-4,-4,-4,-4
3157,-5,-5,-5,-5,-5,-5,-5,-5,-5
3158,-5,-5,-5,-5,-5,-5,-5,-5,-5
3159,2,3,2,3,4,-4,-4,-4,-4
3160,-5,-5,-5,-5,-5,-5,-5,-5,-5
3161,3,3,4,2,4,-4,-4,-4,-4
3162,2,3,3,2,4,-4,-4,-4,-4
3163,3,2,4,2,4,2,4,2,1
3164,3,2,3,2,3,-4,-4,-4,-4
3165,3,3,4,2,4,-4,-4,-4,-4
3166,3,3,3,2,3,-4,-4,-4,-4
3167,4,3,4,3,4,3,2,3,2
3168,3,2,3,2,3,3,4,4,0
3169,3,3,3,3,4,-4,-4,-4,-4
3170,3,2,3,2,4,-4,-4,-4,-4
3171,3,3,2,4,3,-4,-4,-4,-4
3172,3,3,4,1,2,3,3,1,3
3173,3,1,3,2,3,-4,-4,-4,-4
3174,3,2,3,3,4,-4,-4,-4,-4
3175,3,2,4,2,4,-4,-4,-4,-4
3176,2,3,3,2,3,-5,-5,-5,-5
3177,3,2,3,2,4,-4,-4,-4,-4
3178,2,3,3,2,4,-4,-4,-4,-4
3179,4,2,4,2,4,-4,-4,-4,-4
3180,3,3,2,3,2,-4,-4,-4,-4
3181,4,2,4,2,4,-4,-4,-4,-4
3182,3,2,3,2,4,3,1,3,3
3183,3,3,3,2,4,-4,-4,-4,-4
3184,3,2,3,2,4,-5,-5,-5,-5
3185,-5,-5,-5,-5,-5,-5,-5,-5,-5
3186,2,3,3,3,3,-4,-4,-4,-4
3187,2,3,3,2,4,3,3,3,1
3188,3,2,3,2,4,-4,-4,-4,-4
3189,3,3,3,2,4,-4,-4,-4,-4
3190,3,3,3,2,4,-5,-5,-5,-5
3191,-5,-5,-5,-5,-5,-5,-5,-5,-5
3192,3,2,3,2,4,3,1,3,1
3193,3,2,4,2,4,-4,-4,-4,-4
3194,4,1,3,2,4,-4,-4,-4,-4
3195,2,3,1,3,2,-4,-4,-4,-4
3196,3,2,3,2,4,4,1,4,1
3197,3,3,3,2,4,-4,-4,-4,-4
3198,4,2,4,2,4,-4,-4,-4,-4
3199,3,2,3,1,3,-4,-4,-4,-4
3200,4,1,4,1,4,-4,-4,-4,-4
3201,3,3,4,2,4,-4,-4,-4,-4
3202,3,1,4,2,4,3,3,3,3
3203,3,2,2,2,4,-4,-4,-4,-4
3204,3,4,3,2,4,-4,-4,-4,-4
3205,3,3,3,3,4,-4,-4,-4,-4
3206,3,2,3,2,4,-4,-4,-4,-4
3207,-2,-2,-2,-2,-2,-4,-4,-4,-4
3208,-5,-5,-5,-5,-5,-5,-5,-5,-5
3209,-2,-2,-2,-2,-2,-4,-4,-4,-4
3210,3,2,3,2,4,-5,-5,-5,-5
3211,4,3,3,2,4,-4,-4,-4,-4
3212,4,2,4,2,4,-4,-4,-4,-4
3213,3,2,4,1,4,-4,-4,-4,-4
3214,3,2,4,2,4,-5,-5,-5,-5
3215,3,3,3,3,3,-4,-4,-4,-4
3216,3,2,3,2,4,-4,-4,-4,-4
3217,3,2,4,2,4,-5,-5,-5,-5
3218,-5,-5,-5,-5,-5,-4,-4,-4,-4
3219,3,2,3,2,4,-4,-4,-4,-4
3220,3,3,3,2,4,2,3,3,4
3221,3,2,3,2,4,-4,-4,-4,-4
3222,4,2,4,2,4,-4,-4,-4,-4
3223,3,3,3,3,3,-4,-4,-4,-4
3224,-5,-5,-5,-5,-5,-4,-4,-4,-4
3225,2,3,3,3,4,-4,-4,-4,-4
3226,-5,-5,-5,-5,-5,-5,-5,-5,-5
3227,3,2,3,2,3,-4,-4,-4,-4
3228,3,3,3,2,3,3,2,3,1
3229,2,3,3,2,4,4,3,4,2
3230,3,2,3,2,4,-4,-4,-4,-4
3231,3,3,3,2,3,-4,-4,-4,-4
3232,2,3,3,3,3,-4,-4,-4,-4
3233,4,2,4,1,4,-5,-5,-5,-5
3234,-5,-5,-5,-5,-5,-5,-5,-5,-5
3235,4,2,3,2,4,-4,-4,-4,-4
3236,3,3,3,2,4,-5,-5,-5,-5
3237,3,2,3,2,4,-4,-4,-4,-4
3238,3,3,3,2,3,-4,-4,-4,-4
3239,3,2,3,2,4,-4,-4,-4,-4
3240,3,3,3,3,3,-4,-4,-4,-4
3241,3,3,3,3,4,3,2,3,4
3242,3,2,3,2,4,3,3,3,2
3243,3,2,3,2,3,-4,-4,-4,-4
3244,3,2,3,2,4,-4,-4,-4,-4
3245,4,3,3,2,4,-5,-5,-5,-5
3246,-5,-5,-5,-5,-5,-5,-5,-5,-5
3247,3,2,3,2,4,3,4,3,4
3248,4,3,3,3,4,-4,-4,-4,-4
3249,3,3,3,2,4,-4,-4,-4,-4
3250,3,3,3,3,3,-4,-4,-4,-4
3251,3,3,3,2,4,2,3,3,2
3252,3,3,2,3,3,-4,-4,-4,-4
3253,3,3,3,2,4,2,3,4,2
3254,4,1,4,1,4,-4,-4,-4,-4
3255,3,2,3,2,4,4,1,3,1
3256,4,2,4,3,4,-4,-4,-4,-4
3257,3,2,3,2,4,-5,-5,-5,-5
3258,3,2,3,2,4,-4,-4,-4,-4
3259,3,3,3,3,3,-5,-5,-5,-5
3260,4,3,3,3,4,-5,-5,-5,-5
3261,3,3,2,3,3,-4,-4,-4,-4
3262,4,2,4,2,4,3,3,3,1
3263,2,3,3,3,4,-4,-4,-4,-4
3264,-5,-5,-5,-5,-5,-5,-5,-5,-5
3265,-5,-5,-5,-5,-5,-5,-5,-5,-5
3266,3,2,3,2,4,-5,-5,-5,-5
3267,2,3,2,3,3,-5,-5,-5,-5
3268,4,2,3,3,3,-4,-4,-4,-4
3269,4,2,3,2,3,-4,-4,-4,-4
3270,3,2,3,2,4,2,2,3,3
3271,2,3,3,3,4,-4,-4,-4,-4
3272,3,3,3,2,4,-4,-4,-4,-4
3273,3,2,3,2,4,3,3,2,3
3274,4,2,3,2,4,4,4,3,0
3275,3,3,3,2,3,-4,-4,-4,-4
3276,3,2,3,2,4,4,3,4,2
3277,3,2,4,2,4,-5,-5,-5,-5
3278,-5,-5,-5,-5,-5,-5,-5,-5,-5
3279,3,3,3,2,3,-4,-4,-4,-4
3280,-5,-5,-5,-5,-5,-5,-5,-5,-5
3281,3,3,3,2,3,-4,-4,-4,-4
3282,2,3,3,3,3,-4,-4,-4,-4
3283,3,3,3,2,3,-4,-4,-4,-4
3284,3,2,4,1,4,-4,-4,-4,-4
3285,3,2,3,2,4,-4,-4,-4,-4
3286,3,4,3,3,3,-4,-4,-4,-4
3287,4,2,4,2,4,-4,-4,-4,-4
3288,2,3,3,2,4,-4,-4,-4,-4
3289,3,2,2,3,2,-4,-4,-4,-4
3290,4,1,4,1,4,2,3,2,3
3291,3,2,3,2,3,-4,-4,-4,-4
3292,1,4,2,3,3,-4,-4,-4,-4
3293,3,2,3,2,3,-4,-4,-4,-4
3294,-5,-5,-5,-5,-5,-5,-5,-5,-5
3295,3,2,4,1,4,-4,-4,-4,-4
3296,1,2,3,2,3,-4,-4,-4,-4
3297,3,2,3,2,4,3,3,3,3
3298,3,3,3,2,4,4,3,3,1
3299,2,1,1,1,1,-5,-5,-5,-5
3300,3,3,3,3,3,-4,-4,-4,-4
3301,3,2,3,2,4,-4,-4,-4,-4
3302,3,2,3,3,4,-4,-4,-4,-4
3303,4,2,4,2,4,-4,-4,-4,-4
3304,3,2,4,2,4,-5,-5,-5,-5
3305,3,2,3,2,4,-4,-4,-4,-4
3306,4,2,4,2,4,-5,-5,-5,-5
3307,3,3,3,3,4,-5,-5,-5,-5
3308,3,3,3,3,3,-4,-4,-4,-4
3309,3,3,3,3,3,-5,-5,-5,-5
3310,3,2,3,4,4,-5,-5,-5,-5
3311,4,2,4,1,4,-5,-5,-5,-5
3312,2,3,3,3,3,3,3,3,3
3313,3,2,4,2,4,-4,-4,-4,-4
3314,-5,-5,-5,-5,-5,-5,-5,-5,-5
3315,3,2,3,2,4,-4,-4,-4,-4
3316,3,2,4,2,4,-4,-4,-4,-4
3317,3,3,3,3,4,-4,-4,-4,-4
3318,3,3,2,3,3,-4,-4,-4,-4
3319,3,4,3,2,4,4,-2,3,3
3320,-5,-5,-5,-5,-5,4,1,4,0
3321,4,2,4,2,4,-4,-4,-4,-4
3322,1,3,3,4,3,-4,-4,-4,-4
3323,4,3,4,2,4,-4,-4,-4,-4
3324,3,2,3,2,4,-4,-4,-4,-4
3325,4,2,3,2,4,-4,-4,-4,-4
3326,3,3,3,4,3,4,2,3,1
3327,3,2,4,2,4,-4,-4,-4,-4
3328,3,2,1,2,4,-4,-4,-4,-4
3329,3,4,3,3,4,3,3,2,3
3330,3,2,3,2,4,-5,-5,-5,-5
3331,-5,-5,-5,-5,-5,-5,-5,-5,-5
3332,3,3,4,2,4,-4,-4,-4,-4
3333,3,2,3,2,4,3,1,3,3
3334,3,3,3,2,4,-4,-4,-4,-4
3335,4,3,3,2,4,-4,-4,-4,-4
3336,-5,-5,-5,-5,-5,-4,-4,-4,-4
3337,1,4,1,4,1,-4,-4,-4,-4
3338,3,2,4,2,4,3,2,2,3
3339,3,3,4,4,4,-5,-5,-5,-5
3340,4,3,2,3,3,3,3,3,1
3341,3,2,3,2,3,-4,-4,-4,-4
3342,-5,-5,-5,-5,-5,-5,-5,-5,-5
3343,4,3,4,2,4,-4,-4,-4,-4
3344,3,2,3,2,4,-5,-5,-5,-5
3345,2,3,3,3,4,-4,-4,-4,-4
3346,4,3,3,2,4,3,1,3,1
3347,3,2,3,2,4,-4,-4,-4,-4
3348,3,2,4,2,4,4,3,3,1
3349,3,3,3,3,3,-4,-4,-4,-4
3350,-5,-5,-5,-5,-5,-4,-4,-4,-4
3351,-5,-5,-5,-5,-5,1,3,0,3
3352,3,3,3,2,3,-4,-4,-4,-4
3353,1,4,2,3,3,-4,-4,-4,-4
3354,-5,-5,-5,-5,-5,-5,-5,-5,-5
3355,-5,-5,-5,-5,-5,-5,-5,-5,-5
3356,3,2,3,2,4,-4,-4,-4,-4
3357,-5,-5,-5,-5,-5,-5,-5,-5,-5
3358,3,2,3,2,4,-4,-4,-4,-4
3359,3,2,3,2,4,-4,-4,-4,-4
3360,4,1,4,1,4,-4,-4,-4,-4
3361,3,3,3,2,4,-4,-4,-4,-4
3362,-5,-5,-5,-5,-5,-5,-5,-5,-5
3363,4,2,3,2,4,-4,-4,-4,-4
3364,4,2,4,1,4,-4,-4,-4,-4
3365,3,2,4,2,4,-4,-4,-4,-4
3366,4,3,4,2,3,-4,-4,-4,-4
3367,3,2,4,2,4,4,2,3,3
3368,3,3,4,3,4,-4,-4,-4,-4
3369,3,2,2,3,3,-4,-4,-4,-4
3370,-5,-5,-5,-5,-5,-4,-4,-4,-4
3371,-5,-5,-5,-5,-5,-5,-5,-5,-5
3372,4,2,3,2,4,3,3,3,1
3373,-5,-5,-5,-5,-5,-5,-5,-5,-5
3374,4,1,4,2,4,2,4,1,3
3375,-5,-5,-5,-5,-5,-5,-5,-5,-5
3376,-5,-5,-5,-5,-5,-5,-5,-5,-5
3377,2,3,3,3,4,-5,-5,-5,-5
3378,3,3,3,3,4,-4,-4,-4,-4
3379,3,2,3,2,3,4,3,3,1
3380,3,3,3,2,4,-4,-4,-4,-4
3381,3,2,3,2,3,-4,-4,-4,-4
3382,4,1,4,1,4,-5,-5,-5,-5
3383,4,1,-1,1,4,-5,-5,-5,-5
3384,2,4,2,4,2,-4,-4,-4,-4
3385,2,2,3,4,1,-4,-4,-4,-4
3386,-5,-5,-5,-5,-5,-4,-4,-4,-4
3387,4,3,3,2,4,-5,-5,-5,-5
3388,-5,-5,-5,-5,-5,3,3,3,3
3389,4,2,3,2,3,2,3,2,3
3390,-5,-5,-5,-5,-5,3,4,0,4
3391,4,2,4,2,4,-4,-4,-4,-4
3392,4,3,3,2,4,-5,-5,-5,-5
3393,-5,-5,-5,-5,-5,-4,-4,-4,-4
3394,3,2,4,2,4,3,3,2,1
3395,2,3,4,2,4,-4,-4,-4,-4
3396,-5,-5,-5,-5,-5,-5,-5,-5,-5
3397,-5,-5,-5,-5,-5,-4,-4,-4,-4
3398,3,3,3,3,4,3,1,1,0
3399,4,2,3,2,3,-4,-4,-4,-4
3400,3,3,4,2,4,-4,-4,-4,-4
3401,2,3,3,3,3,-4,-4,-4,-4
3402,3,3,3,2,3,4,3,3,1
3403,3,2,3,2,3,-4,-4,-4,-4
3405,3,3,3,2,3,-4,-4,-4,-4
3406,2,3,2,3,2,3,3,3,3
3407,4,1,4,1,4,-4,-4,-4,-4
3408,3,2,3,2,4,4,2,3,2
3409,3,3,3,2,4,-4,-4,-4,-4
3410,4,2,3,2,4,-4,-4,-4,-4
3411,4,1,3,2,4,-4,-4,-4,-4
3412,3,2,3,2,4,3,1,3,1
3413,4,3,4,2,4,-4,-4,-4,-4
3414,3,3,2,3,3,-4,-4,-4,-4
3415,3,3,2,3,3,-4,-4,-4,-4
3416,3,2,3,2,4,-4,-4,-4,-4
3417,3,3,3,3,4,-4,-4,-4,-4
3418,3,2,3,2,4,-4,-4,-4,-4
3419,3,2,4,2,4,-4,-4,-4,-4
3420,4,3,3,2,4,3,3,3,1
3421,3,2,4,1,4,-5,-5,-5,-5
3422,3,2,3,2,4,4,3,4,1
3423,1,3,1,3,2,4,1,3,1
3424,2,3,3,3,4,-5,-5,-5,-5
3425,1,1,1,1,1,-4,-4,-4,-4
3426,-5,-5,-5,-5,-5,-5,-5,-5,-5
3427,2,3,2,3,2,-4,-4,-4,-4
3428,3,3,2,3,3,-4,-4,-4,-4
3429,3,3,3,2,4,-4,-4,-4,-4
