"PUBID","YSAQ-282C","YSAQ-282D","YSAQ-282E","YSAQ-282F","YSAQ-282G","YTEL-52~000001","YTEL-52~000002","YTEL-52~000003","YTEL-52~000004"
4813,3,2,4,2,4,3,3,3,3
4814,3,2,3,2,3,-4,-4,-4,-4
4815,3,2,3,2,4,-4,-4,-4,-4
4816,3,1,4,2,4,4,3,3,3
4817,-5,-5,-5,-5,-5,-4,-4,-4,-4
4818,3,2,3,2,4,-4,-4,-4,-4
4819,4,2,4,1,4,-4,-4,-4,-4
4820,3,4,3,4,3,4,2,3,0
4821,3,2,3,2,4,-4,-4,-4,-4
4822,3,2,3,2,3,-4,-4,-4,-4
4823,-5,-5,-5,-5,-5,-5,-5,-5,-5
4824,-5,-5,-5,-5,-5,-5,-5,-5,-5
4825,3,2,3,2,4,-5,-5,-5,-5
4826,4,2,3,2,4,-4,-4,-4,-4
4827,3,2,4,2,4,3,4,4,3
4828,3,2,4,2,4,-4,-4,-4,-4
4829,4,2,4,3,4,-5,-5,-5,-5
4830,4,2,4,2,4,-4,-4,-4,-4
4831,4,2,4,2,3,3,3,3,1
4832,3,2,3,1,3,-4,-4,-4,-4
4833,3,3,4,2,4,-4,-4,-4,-4
4834,3,3,3,3,3,0,2,4,2
4835,3,1,4,1,4,-5,-5,-5,-5
4836,3,2,3,2,3,-4,-4,-4,-4
4837,3,2,3,2,3,3,3,2,1
4838,3,3,3,3,4,-4,-4,-4,-4
4839,3,2,2,3,2,-4,-4,-4,-4
4840,3,2,4,2,4,-5,-5,-5,-5
4841,2,3,3,3,4,-4,-4,-4,-4
4842,3,3,3,2,3,3,3,3,2
4843,-5,-5,-5,-5,-5,-4,-4,-4,-4
4844,2,3,4,1,3,-4,-4,-4,-4
4845,3,3,3,3,4,-4,-4,-4,-4
4846,3,3,3,2,4,-4,-4,-4,-4
4847,3,2,4,2,4,-4,-4,-4,-4
4848,-5,-5,-5,-5,-5,-4,-4,-4,-4
4849,3,1,3,1,4,-5,-5,-5,-5
4850,3,2,2,3,2,-4,-4,-4,-4
4851,3,2,2,2,3,-4,-4,-4,-4
4852,2,3,3,3,4,-4,-4,-4,-4
4853,3,2,3,2,4,-4,-4,-4,-4
4854,-5,-5,-5,-5,-5,-5,-5,-5,-5
4855,3,2,4,2,4,-4,-4,-4,-4
4856,3,3,3,3,4,-4,-4,-4,-4
4857,3,2,3,2,4,-4,-4,-4,-4
4858,3,4,3,2,4,-4,-4,-4,-4
4859,1,3,3,3,2,-5,-5,-5,-5
4860,3,3,3,3,3,3,3,3,2
4861,3,3,3,3,4,-4,-4,-4,-4
4862,2,3,3,2,4,-4,-4,-4,-4
4863,2,3,3,2,4,-4,-4,-4,-4
4864,2,3,3,3,3,-4,-4,-4,-4
4865,4,2,3,2,4,-4,-4,-4,-4
4866,3,3,3,2,4,4,3,3,2
4867,4,2,3,1,4,-4,-4,-4,-4
4868,4,2,4,1,3,-4,-4,-4,-4
4869,4,2,3,2,4,-5,-5,-5,-5
4870,4,2,4,2,4,-4,-4,-4,-4
4871,3,3,3,2,3,-4,-4,-4,-4
4872,3,2,3,2,4,-5,-5,-5,-5
4873,3,3,4,2,3,-4,-4,-4,-4
4874,3,3,4,2,4,3,3,3,1
4875,2,3,3,2,3,-4,-4,-4,-4
4876,4,3,2,3,2,-4,-4,-4,-4
4877,2,3,3,3,3,4,2,3,1
4878,3,3,4,1,4,4,3,3,2
4879,3,3,3,3,3,4,0,4,3
4880,3,1,3,1,3,-4,-4,-4,-4
4881,4,1,4,1,4,-4,-4,-4,-4
4882,-5,-5,-5,-5,-5,-4,-4,-4,-4
4883,4,3,4,2,4,-5,-5,-5,-5
4884,3,3,3,3,3,-4,-4,-4,-4
4885,1,4,1,4,2,-4,-4,-4,-4
4886,3,2,3,1,4,-4,-4,-4,-4
4887,3,3,3,3,3,3,3,3,1
4889,4,2,4,2,4,-4,-4,-4,-4
4890,3,3,3,2,3,3,4,3,3
4891,3,2,3,2,4,-4,-4,-4,-4
4892,-5,-5,-5,-5,-5,-5,-5,-5,-5
4893,4,2,3,2,3,-4,-4,-4,-4
4894,3,2,3,3,4,-4,-4,-4,-4
4895,3,3,3,2,4,-4,-4,-4,-4
4896,-5,-5,-5,-5,-5,-5,-5,-5,-5
4897,3,3,3,2,4,-4,-4,-4,-4
4898,-5,-5,-5,-5,-5,-5,-5,-5,-5
4899,3,3,3,2,4,-4,-4,-4,-4
4900,3,3,3,3,4,-4,-4,-4,-4
4901,3,4,2,3,2,2,3,3,3
4902,-1,3,4,3,4,-4,-4,-4,-4
4903,3,3,3,3,3,-4,-4,-4,-4
4904,3,3,3,3,4,-4,-4,-4,-4
4905,3,3,3,2,4,-4,-4,-4,-4
4906,4,2,4,2,4,-4,-4,-4,-4
4907,3,2,3,2,4,4,1,3,0
4908,-5,-5,-5,-5,-5,3,1,3,-1
4909,4,3,4,3,4,-4,-4,-4,-4
4910,4,2,3,3,4,-4,-4,-4,-4
4911,4,2,4,2,4,4,3,4,0
4912,3,3,4,2,4,-4,-4,-4,-4
4913,3,3,3,3,3,3,3,-2,4
4914,3,3,3,3,3,-4,-4,-4,-4
4915,3,2,3,2,4,3,1,1,1
4916,3,2,4,2,4,-4,-4,-4,-4
4917,4,4,4,1,4,-4,-4,-4,-4
4918,4,2,4,2,4,4,2,4,4
4919,4,2,4,2,4,-4,-4,-4,-4
4920,4,3,3,2,4,-4,-4,-4,-4
4921,3,2,4,1,4,-4,-4,-4,-4
4922,-5,-5,-5,-5,-5,-5,-5,-5,-5
4923,4,3,3,2,3,-4,-4,-4,-4
4924,-5,-5,-5,-5,-5,-5,-5,-5,-5
4925,-5,-5,-5,-5,-5,-5,-5,-5,-5
4926,3,2,3,2,3,-4,-4,-4,-4
4927,3,2,3,2,4,-4,-4,-4,-4
4928,-5,-5,-5,-5,-5,-5,-5,-5,-5
4929,-5,-5,-5,-5,-5,3,3,3,4
4930,3,3,3,3,3,-4,-4,-4,-4
4931,3,2,3,2,4,-4,-4,-4,-4
4932,3,3,4,2,4,-4,-4,-4,-4
4933,2,3,1,3,3,-5,-5,-5,-5
4934,3,3,3,2,4,4,3,3,1
4935,3,3,3,2,4,-4,-4,-4,-4
4936,3,1,4,2,3,-4,-4,-4,-4
4937,3,3,4,2,4,4,3,3,3
4938,3,2,3,2,3,4,1,3,1
4939,-5,-5,-5,-5,-5,-5,-5,-5,-5
4940,-5,-5,-5,-5,-5,-4,-4,-4,-4
4941,3,2,4,2,4,-4,-4,-4,-4
4942,4,2,4,1,4,-4,-4,-4,-4
4943,3,2,3,2,3,-4,-4,-4,-4
4944,2,3,2,3,2,-4,-4,-4,-4
4945,3,2,3,1,4,-5,-5,-5,-5
4946,-5,-5,-5,-5,-5,-5,-5,-5,-5
4947,-5,-5,-5,-5,-5,4,4,2,1
4948,4,3,3,3,4,-4,-4,-4,-4
4949,2,3,1,3,2,-5,-5,-5,-5
4950,3,3,3,3,3,-4,-4,-4,-4
4951,3,2,3,2,4,-4,-4,-4,-4
4952,3,2,3,2,4,-4,-4,-4,-4
4953,2,3,3,3,2,-4,-4,-4,-4
4954,3,2,4,2,4,-4,-4,-4,-4
4955,3,2,3,2,3,3,3,3,3
4956,3,3,3,2,4,-4,-4,-4,-4
4957,1,3,2,4,3,-4,-4,-4,-4
4958,2,3,3,2,3,-4,-4,-4,-4
4959,4,2,3,2,4,3,3,3,2
4960,2,3,3,3,4,-4,-4,-4,-4
4961,3,2,3,2,3,-4,-4,-4,-4
4962,1,4,2,2,2,-4,-4,-4,-4
4963,3,3,2,3,2,3,1,3,3
4964,-5,-5,-5,-5,-5,-5,-5,-5,-5
4965,2,3,2,1,3,4,1,3,3
4966,3,3,3,2,3,-4,-4,-4,-4
4967,3,2,3,2,4,-4,-4,-4,-4
4968,3,3,3,2,4,-4,-4,-4,-4
4969,4,2,4,2,4,-4,-4,-4,-4
4970,3,3,2,2,3,-4,-4,-4,-4
4971,3,2,3,2,4,-4,-4,-4,-4
4972,2,3,3,3,4,-4,-4,-4,-4
4973,3,2,4,2,4,-4,-4,-4,-4
4974,3,3,3,3,4,-4,-4,-4,-4
4975,4,2,3,3,3,-4,-4,-4,-4
4976,3,2,3,2,4,4,1,2,2
4977,4,3,4,1,4,-4,-4,-4,-4
4978,-5,-5,-5,-5,-5,-5,-5,-5,-5
4979,3,3,4,2,4,-4,-4,-4,-4
4980,-5,-5,-5,-5,-5,-5,-5,-5,-5
4981,3,2,4,2,4,-5,-5,-5,-5
4982,3,2,3,2,4,-4,-4,-4,-4
4983,3,2,3,2,4,-4,-4,-4,-4
4984,4,2,4,1,4,-4,-4,-4,-4
4985,3,2,3,2,3,-4,-4,-4,-4
4986,4,2,3,2,4,3,2,3,3
4987,2,3,3,3,3,-4,-4,-4,-4
4988,4,1,3,2,4,-4,-4,-4,-4
4989,2,3,3,4,1,-4,-4,-4,-4
4990,3,1,4,2,4,2,2,2,2
4991,3,2,3,2,4,2,2,3,2
4992,-5,-5,-5,-5,-5,-4,-4,-4,-4
4993,2,3,2,3,3,-4,-4,-4,-4
4994,3,3,3,3,3,4,3,3,3
4995,-5,-5,-5,-5,-5,-4,-4,-4,-4
4996,4,2,4,1,4,-5,-5,-5,-5
4997,4,2,4,2,4,-5,-5,-5,-5
4998,2,3,2,2,3,4,4,4,3
4999,3,3,3,3,4,-4,-4,-4,-4
5000,3,3,2,3,4,-4,-4,-4,-4
5001,2,4,2,4,2,-4,-4,-4,-4
5002,3,2,3,2,3,-4,-4,-4,-4
5003,4,3,3,2,3,-4,-4,-4,-4
5004,4,1,4,2,4,-5,-5,-5,-5
5005,4,3,3,2,4,-4,-4,-4,-4
5006,4,2,3,2,4,-5,-5,-5,-5
5007,2,3,2,3,2,3,3,3,1
5008,3,3,3,3,4,-4,-4,-4,-4
5009,-5,-5,-5,-5,-5,-4,-4,-4,-4
5010,3,2,4,2,4,-4,-4,-4,-4
5011,4,1,4,1,4,-4,-4,-4,-4
5012,4,2,4,2,4,-4,-4,-4,-4
5013,4,1,4,1,4,-4,-4,-4,-4
5014,4,2,3,2,4,-1,-1,-1,-1
5015,3,2,4,2,4,-4,-4,-4,-4
5016,3,3,3,3,3,-4,-4,-4,-4
5017,3,2,3,2,4,4,4,3,2
5018,3,2,3,2,3,-4,-4,-4,-4
5019,3,2,3,3,3,-4,-4,-4,-4
5020,3,2,3,2,4,-4,-4,-4,-4
5021,2,3,3,2,3,-5,-5,-5,-5
5022,3,3,2,3,2,3,1,3,3
5023,3,3,3,3,3,-4,-4,-4,-4
5024,3,3,3,2,4,-4,-4,-4,-4
5025,4,1,4,1,4,-4,-4,-4,-4
5026,3,2,3,1,4,-4,-4,-4,-4
5027,-5,-5,-5,-5,-5,3,3,3,3
5028,3,2,3,3,4,-4,-4,-4,-4
5029,3,2,3,2,4,-4,-4,-4,-4
5030,3,3,3,3,4,-4,-4,-4,-4
5031,-5,-5,-5,-5,-5,-5,-5,-5,-5
5032,3,3,3,3,3,-4,-4,-4,-4
5033,1,3,4,1,4,-4,-4,-4,-4
5034,-5,-5,-5,-5,-5,4,4,4,0
5035,3,2,4,2,4,-4,-4,-4,-4
5036,3,2,3,2,4,-4,-4,-4,-4
5037,3,2,4,2,4,-4,-4,-4,-4
5038,4,2,3,3,4,2,3,2,2
5039,3,3,3,3,3,3,2,4,3
5040,3,2,3,1,4,-5,-5,-5,-5
5041,3,2,3,2,4,-4,-4,-4,-4
5042,4,3,3,2,4,-5,-5,-5,-5
5043,3,4,3,2,3,4,1,4,0
5044,1,4,3,3,3,4,1,3,-2
5045,2,3,3,3,3,4,0,4,0
5046,-5,-5,-5,-5,-5,-4,-4,-4,-4
5047,3,3,3,2,3,4,4,3,3
5048,2,3,2,3,3,3,4,3,3
5049,2,3,3,3,4,-4,-4,-4,-4
5050,3,4,3,3,4,-4,-4,-4,-4
5051,3,2,3,2,4,-4,-4,-4,-4
5052,3,3,3,3,4,-4,-4,-4,-4
5053,3,3,3,2,4,-4,-4,-4,-4
5054,3,2,3,2,4,4,1,4,1
5055,2,1,3,1,3,-4,-4,-4,-4
5056,-5,-5,-5,-5,-5,-5,-5,-5,-5
5057,3,2,4,2,4,4,3,3,0
5058,-5,-5,-5,-5,-5,-4,-4,-4,-4
5059,2,3,3,3,3,-4,-4,-4,-4
5060,3,3,2,3,4,-4,-4,-4,-4
5061,4,2,4,2,4,-5,-5,-5,-5
5062,4,2,3,2,4,-4,-4,-4,-4
5063,3,2,2,3,3,-4,-4,-4,-4
5064,3,2,3,3,4,-4,-4,-4,-4
5065,-5,-5,-5,-5,-5,-5,-5,-5,-5
5066,4,2,4,2,2,-4,-4,-4,-4
5067,4,2,4,2,4,-5,-5,-5,-5
5068,3,3,3,3,4,3,1,2,2
5069,3,3,3,3,4,-4,-4,-4,-4
5070,4,1,4,1,4,-4,-4,-4,-4
5071,4,2,3,1,4,-5,-5,-5,-5
5072,2,3,2,3,2,-4,-4,-4,-4
5073,1,4,2,3,3,-4,-4,-4,-4
5074,-5,-5,-5,-5,-5,-5,-5,-5,-5
5075,3,2,3,2,4,-4,-4,-4,-4
5076,-5,-5,-5,-5,-5,-5,-5,-5,-5
5077,2,3,4,2,4,-5,-5,-5,-5
5078,-5,-5,-5,-5,-5,-4,-4,-4,-4
5079,2,3,2,3,3,3,3,3,2
5080,3,2,4,2,4,-5,-5,-5,-5
5081,4,3,3,3,4,-5,-5,-5,-5
5082,-5,-5,-5,-5,-5,-5,-5,-5,-5
5083,-5,-5,-5,-5,-5,-5,-5,-5,-5
5084,3,3,3,3,3,4,4,4,0
5085,-5,-5,-5,-5,-5,-5,-5,-5,-5
5086,4,2,3,2,4,-4,-4,-4,-4
5087,-5,-5,-5,-5,-5,-5,-5,-5,-5
5088,4,2,3,2,4,-4,-4,-4,-4
5089,3,4,3,3,3,-4,-4,-4,-4
5090,3,2,4,2,4,-5,-5,-5,-5
5091,4,2,3,2,3,-5,-5,-5,-5
5092,1,3,1,4,2,-4,-4,-4,-4
5093,-5,-5,-5,-5,-5,-4,-4,-4,-4
5094,-5,-5,-5,-5,-5,-4,-4,-4,-4
5095,3,3,3,2,4,-4,-4,-4,-4
5096,3,3,4,2,4,3,3,3,1
5097,3,3,3,3,4,-4,-4,-4,-4
5098,3,3,4,1,4,-4,-4,-4,-4
5099,4,3,3,3,4,-5,-5,-5,-5
5100,2,3,3,3,3,-5,-5,-5,-5
5101,3,2,3,2,4,-5,-5,-5,-5
5102,3,3,3,3,3,-5,-5,-5,-5
5103,3,2,1,2,2,-4,-4,-4,-4
5104,4,1,4,2,4,-4,-4,-4,-4
5105,-5,-5,-5,-5,-5,4,2,3,2
5106,3,2,3,2,4,-4,-4,-4,-4
5107,-5,-5,-5,-5,-5,-5,-5,-5,-5
5108,3,2,3,2,4,-4,-4,-4,-4
5109,3,3,3,3,4,-4,-4,-4,-4
5110,4,2,4,2,4,-4,-4,-4,-4
5111,-5,-5,-5,-5,-5,-4,-4,-4,-4
5112,-5,-5,-5,-5,-5,-5,-5,-5,-5
5113,3,3,2,3,2,3,3,2,1
5114,-5,-5,-5,-5,-5,-5,-5,-5,-5
5115,3,3,3,3,4,-4,-4,-4,-4
5116,3,3,3,2,4,-4,-4,-4,-4
5117,2,3,3,3,3,-4,-4,-4,-4
5118,4,2,3,2,4,-5,-5,-5,-5
5119,4,3,4,2,4,-5,-5,-5,-5
5120,3,2,3,2,4,-4,-4,-4,-4
5121,-5,-5,-5,-5,-5,-5,-5,-5,-5
5122,2,1,3,3,1,-4,-4,-4,-4
5123,-5,-5,-5,-5,-5,-5,-5,-5,-5
5124,3,2,4,2,4,-4,-4,-4,-4
5125,3,3,3,3,3,-4,-4,-4,-4
5126,3,3,3,2,3,3,2,2,1
5127,4,2,3,2,4,-4,-4,-4,-4
5128,4,2,3,2,4,-4,-4,-4,-4
5129,3,3,3,2,3,-4,-4,-4,-4
5130,-5,-5,-5,-5,-5,-5,-5,-5,-5
5131,3,2,4,2,4,-4,-4,-4,-4
5132,4,1,4,2,4,-5,-5,-5,-5
5133,3,2,4,1,4,-4,-4,-4,-4
5134,4,3,3,3,3,-4,-4,-4,-4
5135,3,3,3,2,3,-4,-4,-4,-4
5136,4,1,4,1,4,-5,-5,-5,-5
5137,3,2,3,2,4,4,4,3,3
5138,3,2,3,2,3,-4,-4,-4,-4
5139,3,3,3,2,4,-4,-4,-4,-4
5140,2,3,2,3,3,3,1,3,1
5141,3,4,2,3,1,-4,-4,-4,-4
5142,3,3,2,3,3,3,1,3,2
5143,4,2,3,2,4,-4,-4,-4,-4
5144,3,3,3,3,3,3,3,3,2
5145,3,2,3,2,4,-4,-4,-4,-4
5146,4,3,3,3,3,4,3,3,1
5147,2,3,2,3,2,-5,-5,-5,-5
5148,3,3,2,3,2,-4,-4,-4,-4
5149,3,3,4,2,4,3,3,3,1
5150,3,3,3,3,4,-5,-5,-5,-5
5151,3,2,3,2,4,-4,-4,-4,-4
5152,-5,-5,-5,-5,-5,-5,-5,-5,-5
5153,4,2,3,2,3,-4,-4,-4,-4
5154,3,2,4,2,4,-4,-4,-4,-4
5155,4,3,4,3,4,-4,-4,-4,-4
5156,4,2,4,2,4,-4,-4,-4,-4
5157,3,3,2,3,4,-4,-4,-4,-4
5158,3,2,4,2,4,-4,-4,-4,-4
5159,3,2,3,2,4,-4,-4,-4,-4
5160,-5,-5,-5,-5,-5,-5,-5,-5,-5
5161,2,4,2,3,1,-4,-4,-4,-4
5162,4,2,3,2,4,-4,-4,-4,-4
5163,3,3,3,2,3,3,1,3,1
5164,3,1,3,3,4,-5,-5,-5,-5
5165,3,3,3,2,4,-4,-4,-4,-4
5166,3,2,3,3,4,-4,-4,-4,-4
5167,3,3,3,2,3,3,3,2,3
5170,3,2,4,2,4,-4,-4,-4,-4
5171,4,2,4,2,4,-5,-5,-5,-5
5172,3,2,3,2,4,3,1,3,1
5173,2,3,3,2,3,-4,-4,-4,-4
5174,4,2,3,2,4,-4,-4,-4,-4
5175,3,3,3,2,4,-4,-4,-4,-4
5176,3,3,3,2,4,-4,-4,-4,-4
5177,3,4,2,3,3,-4,-4,-4,-4
5178,-1,-1,-1,-1,-1,-5,-5,-5,-5
5179,3,3,3,2,3,4,2,3,3
5180,3,2,4,2,4,3,3,3,3
5181,3,2,4,2,4,-4,-4,-4,-4
5182,3,2,4,2,4,-5,-5,-5,-5
5183,4,2,4,2,4,3,1,3,1
5184,3,2,3,2,3,2,2,2,2
5185,3,2,4,1,4,-4,-4,-4,-4
5186,3,3,3,3,3,-4,-4,-4,-4
5187,2,3,3,3,4,-4,-4,-4,-4
5188,4,2,3,2,4,-4,-4,-4,-4
5189,3,2,3,2,3,-4,-4,-4,-4
5190,4,2,3,2,4,-4,-4,-4,-4
5191,4,2,4,2,4,4,3,3,3
5192,3,2,3,2,4,4,4,3,1
5193,3,2,4,1,4,-4,-4,-4,-4
5194,3,2,3,2,4,-4,-4,-4,-4
5195,4,2,3,2,4,4,2,3,1
5196,3,3,2,3,3,-4,-4,-4,-4
5197,3,2,4,2,4,-4,-4,-4,-4
5198,3,2,4,1,4,4,1,4,1
5199,4,2,4,2,4,-4,-4,-4,-4
5200,3,4,3,3,3,-4,-4,-4,-4
5201,4,2,4,2,4,3,2,3,2
5202,2,3,3,3,4,-4,-4,-4,-4
5203,3,2,4,1,4,-4,-4,-4,-4
5204,3,3,3,3,3,-4,-4,-4,-4
5205,3,3,3,3,4,-4,-4,-4,-4
5206,4,2,4,1,4,-4,-4,-4,-4
5207,3,2,3,2,4,-4,-4,-4,-4
5208,3,2,3,2,3,-4,-4,-4,-4
5209,3,2,3,2,4,-4,-4,-4,-4
5210,4,3,3,3,3,3,3,2,3
5211,3,2,4,2,4,-4,-4,-4,-4
5212,2,3,3,3,3,-4,-4,-4,-4
5213,4,2,4,2,4,-4,-4,-4,-4
5214,4,3,1,4,2,3,2,2,2
5215,3,3,3,3,3,-4,-4,-4,-4
5216,4,2,3,2,4,-4,-4,-4,-4
5217,1,1,3,1,4,-4,-4,-4,-4
5218,4,3,4,1,3,3,3,1,3
5219,4,1,4,1,4,-4,-4,-4,-4
5220,3,3,3,2,4,-4,-4,-4,-4
5221,4,2,4,2,4,-4,-4,-4,-4
5222,4,3,3,3,3,3,1,3,1
5223,3,3,3,3,4,-4,-4,-4,-4
5224,3,2,4,2,4,3,3,3,2
5225,2,3,2,3,3,3,2,3,2
5226,4,2,4,2,4,-4,-4,-4,-4
5227,2,3,3,3,3,-4,-4,-4,-4
5228,4,2,4,1,4,-4,-4,-4,-4
5229,4,1,4,2,4,-4,-4,-4,-4
5230,3,2,3,2,4,-4,-4,-4,-4
5231,3,2,3,2,4,-4,-4,-4,-4
5232,3,3,3,3,3,-5,-5,-5,-5
5233,1,3,3,3,3,4,3,4,3
5234,4,2,3,2,4,-4,-4,-4,-4
5235,4,1,4,2,4,-4,-4,-4,-4
5236,3,3,3,3,3,4,3,4,1
5237,1,3,3,2,4,-4,-4,-4,-4
5238,3,3,3,3,3,-4,-4,-4,-4
5239,2,3,3,2,4,-4,-4,-4,-4
5240,3,2,3,2,4,-4,-4,-4,-4
5241,1,3,2,4,2,-4,-4,-4,-4
5242,3,2,3,2,4,-4,-4,-4,-4
5243,3,2,3,2,3,-4,-4,-4,-4
5244,4,2,4,2,4,-4,-4,-4,-4
5245,4,2,4,2,4,-4,-4,-4,-4
5246,2,3,3,2,3,3,1,4,2
5247,3,3,3,3,4,-4,-4,-4,-4
5248,3,2,3,2,2,-4,-4,-4,-4
5249,3,3,3,3,3,4,2,3,2
5250,3,2,3,2,3,-5,-5,-5,-5
5251,3,2,3,2,4,-4,-4,-4,-4
5252,3,3,2,3,3,4,3,4,1
5253,3,2,4,2,4,-5,-5,-5,-5
5254,-5,-5,-5,-5,-5,-5,-5,-5,-5
5255,3,3,3,2,4,-4,-4,-4,-4
5256,2,3,2,3,3,-4,-4,-4,-4
5257,1,3,2,3,1,-4,-4,-4,-4
5258,3,2,3,2,4,-4,-4,-4,-4
5259,3,3,3,3,4,-4,-4,-4,-4
5260,4,1,1,1,4,-4,-4,-4,-4
5261,4,1,3,2,3,-4,-4,-4,-4
5262,3,2,3,3,3,-4,-4,-4,-4
5263,3,3,3,3,3,-4,-4,-4,-4
5264,3,3,3,3,4,3,2,3,0
5265,4,2,3,2,4,-4,-4,-4,-4
5266,3,2,4,2,4,-4,-4,-4,-4
5267,3,2,3,2,4,3,2,3,1
5268,3,2,3,1,4,-4,-4,-4,-4
5269,2,3,2,3,3,-4,-4,-4,-4
5270,3,2,3,2,3,-4,-4,-4,-4
5271,3,2,3,2,3,-4,-4,-4,-4
5272,3,2,3,2,4,-4,-4,-4,-4
5273,-5,-5,-5,-5,-5,-5,-5,-5,-5
5274,3,3,3,2,4,-5,-5,-5,-5
5275,3,2,3,2,4,-4,-4,-4,-4
5276,3,2,3,2,4,3,3,3,2
5277,4,3,2,3,4,-4,-4,-4,-4
5278,4,3,4,2,4,-4,-4,-4,-4
5279,3,3,3,2,4,-4,-4,-4,-4
5280,3,3,3,2,4,-4,-4,-4,-4
5281,3,2,4,2,4,-4,-4,-4,-4
5282,3,2,3,2,3,3,2,2,2
5283,3,2,4,2,4,-4,-4,-4,-4
5284,4,2,4,2,4,-4,-4,-4,-4
5285,3,3,3,3,3,-4,-4,-4,-4
5286,3,2,4,3,4,4,3,1,3
5287,4,2,4,3,2,-4,-4,-4,-4
5288,4,2,4,3,1,4,2,4,1
5289,3,2,3,2,3,3,3,3,2
5290,-5,-5,-5,-5,-5,-5,-5,-5,-5
5291,-5,-5,-5,-5,-5,-5,-5,-5,-5
5292,3,3,4,1,3,-4,-4,-4,-4
5293,3,3,2,3,3,-4,-4,-4,-4
5294,2,2,3,2,4,4,3,2,4
5295,3,2,3,1,4,3,3,2,2
5296,2,3,2,3,3,-4,-4,-4,-4
5297,3,3,2,2,3,-4,-4,-4,-4
5298,3,2,4,2,4,3,1,2,3
5299,3,3,3,3,3,-4,-4,-4,-4
5300,1,3,3,2,4,4,2,4,1
5301,4,1,4,2,4,-4,-4,-4,-4
5302,3,2,3,2,4,-4,-4,-4,-4
5303,3,3,2,3,2,-4,-4,-4,-4
5304,2,3,1,3,2,-4,-4,-4,-4
5305,3,3,3,2,3,-4,-4,-4,-4
5306,4,1,3,1,4,-4,-4,-4,-4
5307,3,2,3,2,4,-4,-4,-4,-4
5308,3,3,3,3,3,-5,-5,-5,-5
5309,3,2,3,3,3,-4,-4,-4,-4
5310,2,4,4,3,4,-4,-4,-4,-4
5311,1,4,2,3,4,-4,-4,-4,-4
5312,3,2,1,4,2,4,0,3,0
5313,3,3,3,3,4,-4,-4,-4,-4
5314,1,3,4,3,3,-4,-4,-4,-4
5315,3,2,3,2,4,4,4,4,4
5316,4,1,4,1,4,-4,-4,-4,-4
5317,4,2,3,2,4,-5,-5,-5,-5
5318,3,2,3,2,4,-4,-4,-4,-4
5319,3,2,4,2,4,-4,-4,-4,-4
5320,3,2,3,2,4,-4,-4,-4,-4
5321,4,3,3,3,4,-4,-4,-4,-4
5322,3,2,3,2,4,-4,-4,-4,-4
5323,4,4,2,3,3,-4,-4,-4,-4
5324,4,1,4,2,4,-4,-4,-4,-4
5325,3,3,3,3,4,-4,-4,-4,-4
5326,3,2,3,2,3,2,3,2,3
5327,4,2,4,1,4,-4,-4,-4,-4
5328,3,2,3,1,4,-4,-4,-4,-4
5329,3,3,3,3,3,-4,-4,-4,-4
5330,3,2,2,3,3,-4,-4,-4,-4
5331,-5,-5,-5,-5,-5,-4,-4,-4,-4
5332,3,3,2,3,2,-4,-4,-4,-4
5333,3,3,3,3,3,-4,-4,-4,-4
5334,3,2,3,2,4,3,3,3,2
5335,-5,-5,-5,-5,-5,-5,-5,-5,-5
5336,3,2,3,2,3,3,3,3,3
5337,3,2,3,2,4,4,1,3,1
5338,-5,-5,-5,-5,-5,-4,-4,-4,-4
5339,-5,-5,-5,-5,-5,-4,-4,-4,-4
5340,3,2,4,1,4,-4,-4,-4,-4
5341,-5,-5,-5,-5,-5,-4,-4,-4,-4
5342,4,2,3,2,4,-4,-4,-4,-4
5343,4,2,3,2,4,-4,-4,-4,-4
5344,3,3,3,2,4,-5,-5,-5,-5
5345,3,2,4,2,4,-4,-4,-4,-4
5346,4,2,3,2,4,4,-2,4,0
5347,4,2,3,2,4,-4,-4,-4,-4
5348,3,2,3,2,4,3,3,3,3
5349,3,2,3,1,3,-4,-4,-4,-4
5350,4,1,4,1,4,3,3,3,4
5351,3,3,3,3,4,-5,-5,-5,-5
5352,3,3,3,3,3,-4,-4,-4,-4
5353,3,2,4,2,4,-4,-4,-4,-4
5354,4,2,4,2,4,4,3,3,1
5355,3,2,4,2,4,-4,-4,-4,-4
5356,4,2,3,2,4,-4,-4,-4,-4
5357,3,2,4,2,4,-4,-4,-4,-4
5358,2,3,3,2,4,4,1,4,1
5359,2,3,3,3,4,-4,-4,-4,-4
5360,3,3,3,2,3,3,3,3,3
5361,3,2,4,2,4,-4,-4,-4,-4
5362,4,2,4,2,4,-4,-4,-4,-4
5363,3,2,3,2,4,-4,-4,-4,-4
5364,3,3,3,2,4,-4,-4,-4,-4
5365,3,2,3,2,3,-5,-5,-5,-5
5366,3,2,3,2,3,-4,-4,-4,-4
5367,3,3,3,2,4,-4,-4,-4,-4
5368,3,2,3,2,4,-4,-4,-4,-4
5369,3,3,3,2,3,3,1,2,1
5370,-5,-5,-5,-5,-5,-5,-5,-5,-5
5371,3,3,3,2,4,4,3,3,1
5372,3,3,2,3,3,-4,-4,-4,-4
5373,4,2,4,2,4,3,3,3,3
5374,2,3,2,3,2,-4,-4,-4,-4
5375,4,2,4,2,4,-5,-5,-5,-5
5376,3,3,2,2,4,3,3,3,3
